Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown,MinRepLevelForSpawn,TaskTags
CollectGoodEasyApple Juice,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,30,2,8,4,2,0,0,Apple Juice,Juice_Press,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Apple Juice
CollectGoodEasyBacon and Eggs,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,5,,18,2,8,4,2,0,0,Bacon and Eggs,Barbecue_Grill,,50,90,576,720,1800,1800,5,,Easy;CollectGood;Regular;Bacon and Eggs
CollectGoodEasyBaked Potato,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,35,2,8,4,2,0,0,Baked Potato,Barbecue_Grill,,50,90,252,336,1800,1800,5,,Easy;CollectGood;Regular;Baked Potato
CollectGoodEasyBerry Cake,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,23,2,8,4,2,0,0,Berry Cake,Cake_Oven,,50,90,432,720,1800,1800,5,,Easy;CollectGood;Regular;Berry Cake
CollectGoodEasyBlackberry Muffin,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,26,2,8,4,2,0,0,Blackberry Muffin,Bakery,,50,90,324,540,1800,1800,5,,Easy;CollectGood;Regular;Blackberry Muffin
CollectGoodEasyCarrot Cake,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,21,2,8,4,2,0,0,Carrot Cake,Cake_Oven,,50,90,648,864,1800,1800,5,,Easy;CollectGood;Regular;Carrot Cake
CollectGoodEasyChili Popcorn,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,25,2,8,4,2,0,0,Chili Popcorn,Popcorn_Pot,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Chili Popcorn
CollectGoodEasyCotton Shirt,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,19,2,8,4,2,0,0,Cotton Shirt,Sewing_Machine,,50,90,324,540,1800,1800,5,,Easy;CollectGood;Regular;Cotton Shirt
CollectGoodEasyFeta Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,34,2,8,4,2,0,0,Feta Pie,Pie_Oven,,50,90,432,648,1800,1800,5,,Easy;CollectGood;Regular;Feta Pie
CollectGoodEasyGoat Cheese,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,33,2,8,4,2,0,0,Goat Cheese,Dairy,,50,90,648,864,1800,1800,5,,Easy;CollectGood;Regular;Goat Cheese
CollectGoodEasyYogurtSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,70,2,8,4,2,0,0,YogurtSmoothie,Smoothie_Mixer,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;YogurtSmoothie
CollectGoodEasyOliveOil,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,60,2,8,4,2,0,0,OliveOil,Sauce_Mixer,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;OliveOil
CollectGoodEasyPotato Bread,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,39,2,8,4,2,0,0,Potato Bread,Bakery,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Potato Bread
CollectGoodEasyPumpkin Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,18,2,8,4,2,0,0,Pumpkin Pie,Pie_Oven,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Pumpkin Pie
CollectGoodEasyBlue Woolly Hat,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,6,,19,2,8,4,2,0,0,Blue Woolly Hat,Loom,,50,90,324,540,1800,1800,5,,Easy;CollectGood;Regular;Blue Woolly Hat
CollectGoodEasySyrup,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,18,2,8,4,2,0,0,Syrup,Sugar_Mill,,50,90,648,864,1800,1800,5,,Easy;CollectGood;Regular;Syrup
CollectGoodEasyToffee,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,52,2,8,4,2,0,0,Toffee,Candy_Machine,,50,90,648,864,1800,1800,5,,Easy;CollectGood;Regular;Toffee
CollectGoodEasyTofu Dog,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,4,,76,2,8,4,2,0,0,Tofu Dog,Hotdog_Stand,,50,90,216,432,1800,1800,5,,Easy;CollectGood;Regular;Tofu Dog
CollectGoodEasyTomato Juice,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,32,2,8,4,2,0,0,Tomato Juice,Juice_Press,,50,90,648,864,1800,1800,5,,Easy;CollectGood;Regular;Tomato Juice
CollectGoodEasyVanilla Ice Cream,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,29,2,8,4,2,0,0,Vanilla Ice Cream,Ice_Cream_Maker,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Vanilla Ice Cream
CollectGoodMediumApple Juice,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,30,2,7,6,5,0,0,Apple Juice,Juice_Press,,120,190,1140,1596,1800,1800,5,,Medium;CollectGood;Regular;Apple Juice
CollectGoodMediumBacon and Eggs,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,12,,18,2,7,6,5,0,0,Bacon and Eggs,Barbecue_Grill,,120,190,1026,1368,1800,1800,5,,Medium;CollectGood;Regular;Bacon and Eggs
CollectGoodMediumBaked Potato,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,35,2,7,6,5,0,0,Baked Potato,Barbecue_Grill,,120,190,466,599,1800,1800,5,,Medium;CollectGood;Regular;Baked Potato
CollectGoodMediumBerry Cake,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,10,,23,2,7,6,5,0,0,Berry Cake,Cake_Oven,,120,190,912,1140,1800,1800,5,,Medium;CollectGood;Regular;Berry Cake
CollectGoodMediumBlackberry Muffin,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,11,,26,2,7,6,5,0,0,Blackberry Muffin,Bakery,,120,190,684,941,1800,1800,5,,Medium;CollectGood;Regular;Blackberry Muffin
CollectGoodMediumCarrot Cake,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,21,2,7,6,5,0,0,Carrot Cake,Cake_Oven,,120,190,1197,1539,1800,1800,5,,Medium;CollectGood;Regular;Carrot Cake
CollectGoodMediumChili Popcorn,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,25,2,7,6,5,0,0,Chili Popcorn,Popcorn_Pot,,120,190,1140,1596,1800,1800,5,,Medium;CollectGood;Regular;Chili Popcorn
CollectGoodMediumCotton Shirt,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,11,,19,2,7,6,5,0,0,Cotton Shirt,Sewing_Machine,,120,190,684,941,1800,1800,5,,Medium;CollectGood;Regular;Cotton Shirt
CollectGoodMediumFeta Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,7,,34,2,7,6,5,0,0,Feta Pie,Pie_Oven,,120,190,1026,1197,1800,1800,5,,Medium;CollectGood;Regular;Feta Pie
CollectGoodMediumGoat Cheese,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,33,2,7,6,5,0,0,Goat Cheese,Dairy,,120,190,1197,1539,1800,1800,5,,Medium;CollectGood;Regular;Goat Cheese
CollectGoodMediumYogurtSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,7,,70,2,7,6,5,0,0,YogurtSmoothie,Smoothie_Mixer,,120,190,1140,1596,1800,1800,5,,Medium;CollectGood;Regular;YogurtSmoothie
CollectGoodMediumOliveOil,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,60,2,7,6,5,0,0,OliveOil,Sauce_Mixer,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;OliveOil
CollectGoodMediumPotato Bread,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,39,2,7,6,5,0,0,Potato Bread,Bakery,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;Potato Bread
CollectGoodMediumPumpkin Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,18,2,7,6,5,0,0,Pumpkin Pie,Pie_Oven,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;Pumpkin Pie
CollectGoodMediumBlue Woolly Hat,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,14,,19,2,7,6,5,0,0,Blue Woolly Hat,Loom,,120,190,684,941,1800,1800,5,,Medium;CollectGood;Regular;Blue Woolly Hat
CollectGoodMediumSyrup,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,18,2,7,6,5,0,0,Syrup,Sugar_Mill,,120,190,1197,1539,1800,1800,5,,Medium;CollectGood;Regular;Syrup
CollectGoodMediumToffee,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,52,2,7,6,5,0,0,Toffee,Candy_Machine,,120,190,1197,1539,1800,1800,5,,Medium;CollectGood;Regular;Toffee
CollectGoodMediumTofu Dog,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,8,,76,2,7,6,5,0,0,Tofu Dog,Hotdog_Stand,,120,190,513,684,1800,1800,5,,Medium;CollectGood;Regular;Tofu Dog
CollectGoodMediumTomato Juice,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,32,2,7,6,5,0,0,Tomato Juice,Juice_Press,,120,190,1197,1539,1800,1800,5,,Medium;CollectGood;Regular;Tomato Juice
CollectGoodMediumVanilla Ice Cream,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,29,2,7,6,5,0,0,Vanilla Ice Cream,Ice_Cream_Maker,,120,190,1140,1596,1800,1800,5,,Medium;CollectGood;Regular;Vanilla Ice Cream
CollectGoodHardApple Juice,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,30,2,11,15,20,6,0,Apple Juice,Juice_Press,,235,320,1944,2808,1800,1800,5,,Hard;CollectGood;Regular;Apple Juice
CollectGoodHardBacon and Eggs,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,14,22,,18,2,11,15,20,6,0,Bacon and Eggs,Barbecue_Grill,,235,320,1512,2376,1800,1800,5,,Hard;CollectGood;Regular;Bacon and Eggs
CollectGoodHardBaked Potato,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,35,2,11,15,20,6,0,Baked Potato,Barbecue_Grill,,235,320,693,1071,1800,1800,5,,Hard;CollectGood;Regular;Baked Potato
CollectGoodHardBerry Cake,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,12,18,,23,2,11,15,20,6,0,Berry Cake,Cake_Oven,,235,320,1296,1944,1800,1800,5,,Hard;CollectGood;Regular;Berry Cake
CollectGoodHardBlackberry Muffin,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,13,20,,26,2,11,15,20,6,0,Blackberry Muffin,Bakery,,235,320,1053,1620,1800,1800,5,,Hard;CollectGood;Regular;Blackberry Muffin
CollectGoodHardCarrot Cake,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,21,2,11,15,20,6,0,Carrot Cake,Cake_Oven,,235,320,1782,2754,1800,1800,5,,Hard;CollectGood;Regular;Carrot Cake
CollectGoodHardChili Popcorn,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,25,2,11,15,20,6,0,Chili Popcorn,Popcorn_Pot,,235,320,1944,2808,1800,1800,5,,Hard;CollectGood;Regular;Chili Popcorn
CollectGoodHardCotton Shirt,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,13,20,,19,2,11,15,20,6,0,Cotton Shirt,Sewing_Machine,,235,320,1053,1620,1800,1800,5,,Hard;CollectGood;Regular;Cotton Shirt
CollectGoodHardFeta Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,14,,34,2,11,15,20,6,0,Feta Pie,Pie_Oven,,235,320,1458,2268,1800,1800,5,,Hard;CollectGood;Regular;Feta Pie
CollectGoodHardGoat Cheese,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,33,2,11,15,20,6,0,Goat Cheese,Dairy,,235,320,1782,2754,1800,1800,5,,Hard;CollectGood;Regular;Goat Cheese
CollectGoodHardYogurtSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,14,,70,2,11,15,20,6,0,YogurtSmoothie,Smoothie_Mixer,,235,320,1944,2808,1800,1800,5,,Hard;CollectGood;Regular;YogurtSmoothie
CollectGoodHardOliveOil,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,60,2,11,15,20,6,0,OliveOil,Sauce_Mixer,,235,320,1836,2700,1800,1800,5,,Hard;CollectGood;Regular;OliveOil
CollectGoodHardPotato Bread,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,16,,39,2,11,15,20,6,0,Potato Bread,Bakery,,235,320,1836,2700,1800,1800,5,,Hard;CollectGood;Regular;Potato Bread
CollectGoodHardPumpkin Pie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,18,2,11,15,20,6,0,Pumpkin Pie,Pie_Oven,,235,320,1836,2700,1800,1800,5,,Hard;CollectGood;Regular;Pumpkin Pie
CollectGoodHardBlue Woolly Hat,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,17,25,,19,2,11,15,20,6,0,Blue Woolly Hat,Loom,,235,320,1053,1620,1800,1800,5,,Hard;CollectGood;Regular;Blue Woolly Hat
CollectGoodHardSyrup,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,18,2,11,15,20,6,0,Syrup,Sugar_Mill,,235,320,1782,2754,1800,1800,5,,Hard;CollectGood;Regular;Syrup
CollectGoodHardToffee,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,16,,52,2,11,15,20,6,0,Toffee,Candy_Machine,,235,320,1782,2592,1800,1800,5,,Hard;CollectGood;Regular;Toffee
CollectGoodHardTofu Dog,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,14,,76,2,11,15,20,6,0,Tofu Dog,Hotdog_Stand,,235,320,729,1134,1800,1800,5,,Hard;CollectGood;Regular;Tofu Dog
CollectGoodHardTomato Juice,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,32,2,11,15,20,6,0,Tomato Juice,Juice_Press,,235,320,1782,2754,1800,1800,5,,Hard;CollectGood;Regular;Tomato Juice
CollectGoodHardVanilla Ice Cream,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,29,2,11,15,20,6,0,Vanilla Ice Cream,Ice_Cream_Maker,,235,320,1944,2808,1800,1800,5,,Hard;CollectGood;Regular;Vanilla Ice Cream
CollectGoodEasyStrawberry Candle,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,48,2,8,4,2,0,0,Strawberry Candle,Candle_Maker,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Strawberry Candle
CollectGoodEasyRaspberry Candle,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,52,2,8,4,2,0,0,Raspberry Candle,Candle_Maker,,50,90,504,756,1800,1800,5,,Easy;CollectGood;Regular;Raspberry Candle
CollectGoodEasySweater,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,18,2,8,4,2,0,0,Sweater,Loom,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Sweater
CollectGoodEasyHoney Toast,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,6,,69,2,8,4,2,0,0,Honey Toast,Sandwich_Bar,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Honey Toast
CollectGoodEasyLemon Curd,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,6,,66,2,8,4,2,0,0,Lemon Curd,Sauce_Mixer,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Lemon Curd
CollectGoodEasyGreenSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,4,,66,2,8,4,2,0,0,GreenSmoothie,Smoothie_Mixer,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;GreenSmoothie
CollectGoodEasySushiRoll,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,56,2,8,4,2,0,0,SushiRoll,Sushi_Bar,,50,90,288,504,1800,1800,5,,Easy;CollectGood;Regular;SushiRoll
CollectGoodEasyHot Chocolate,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,47,2,8,4,2,0,0,Hot Chocolate,Cafe_Kiosk,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Hot Chocolate
CollectGoodEasyHot Dog,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,7,,75,2,8,4,2,0,0,Hot Dog,Hotdog_Stand,,50,90,576,864,1800,1800,5,,Easy;CollectGood;Regular;Hot Dog
CollectGoodMediumStrawberry Candle,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,6,,48,2,7,6,5,0,0,Strawberry Candle,Candle_Maker,,120,190,1140,1368,1800,1800,5,,Medium;CollectGood;Regular;Strawberry Candle
CollectGoodMediumRaspberry Candle,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,52,2,7,6,5,0,0,Raspberry Candle,Candle_Maker,,120,190,998,1397,1800,1800,5,,Medium;CollectGood;Regular;Raspberry Candle
CollectGoodMediumSweater,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,18,2,7,6,5,0,0,Sweater,Loom,,120,190,1140,1596,1800,1800,5,,Medium;CollectGood;Regular;Sweater
CollectGoodMediumHoney Toast,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,14,,69,2,7,6,5,0,0,Honey Toast,Sandwich_Bar,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;Honey Toast
CollectGoodMediumLemon Curd,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,14,,66,2,7,6,5,0,0,Lemon Curd,Sauce_Mixer,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;Lemon Curd
CollectGoodMediumGreenSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,8,,66,2,7,6,5,0,0,GreenSmoothie,Smoothie_Mixer,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;GreenSmoothie
CollectGoodMediumSushiRoll,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,6,,56,2,7,6,5,0,0,SushiRoll,Sushi_Bar,,120,190,627,855,1800,1800,5,,Medium;CollectGood;Regular;SushiRoll
CollectGoodMediumHot Chocolate,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,12,16,,47,2,7,6,5,0,0,Hot Chocolate,Cafe_Kiosk,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;Regular;Hot Chocolate
