TID,FR
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,La nouvelle mise à jour est là ! Téléchargez-la pour profiter de la dernière version du jeu et préparez-vous pour une super surprise. Des diamants gratuits vous attendront bientôt dans le magasin !
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,Télécharger
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,Échec de la connexion
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,Impossible de se connecter au serveur. Code d'erreur <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Réessayer
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Échec de la connexion
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,Connexion au serveur impossible. Veuillez vérifier votre connexion Internet et réessayer.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Réessayer
TID_FENCE_01,Clôture
TID_FENCE_01_DESCRIPTION,Pour décorer votre ferme
TID_FENCE_02,Mur de pierre
TID_FENCE_02_DESCRIPTION,Pour décorer votre ferme
TID_FENCE_03,Sentier
TID_FENCE_03_DESCRIPTION,Pour décorer votre ferme
TID_FLOWERPOT_1,Dahlias
TID_FLOWERPOT_1_DESCRIPTION,Pour attirer les papillons
TID_FLOWERBED_1,Pâquerettes
TID_FLOWERBED_1_DESCRIPTION,Pour attirer les papillons
TID_FLOWERBED_2,Lupins
TID_FLOWERBED_2_DESCRIPTION,Pour attirer les papillons
TID_BARREL_1,Barriques
TID_BARREL_1_DESCRIPTION,Pour décorer votre ferme
TID_BARREL_2,Tonneaux
TID_BARREL_2_DESCRIPTION,Pour décorer votre ferme
TID_BIRDHOUSE_1,Nichoir
TID_BIRDHOUSE_1_DESCRIPTION,Pour attirer les oiseaux
TID_GAZEBO_1,Belvédère
TID_GAZEBO_1_DESCRIPTION,Pour décorer votre ferme
TID_LANTERN,Lanterne
TID_LANTERN_DESCRIPTION,Pour décorer votre ferme
TID_HAYCART,Charrette
TID_HAYCART_DESCRIPTION,Pour décorer votre ferme
TID_HAYBALE_1,Bottes de foin
TID_HAYBALE_1_DESCRIPTION,Pour décorer votre ferme
TID_WHEELBARROW,Brouette
TID_WHEELBARROW_DESCRIPTION,Pour attirer les papillons
TID_BIRDHOUSE_2,Nichoir à roitelet
TID_BIRDHOUSE_2_DESCRIPTION,Pour attirer les oiseaux
TID_GAZEBO_2,Pavillon
TID_GAZEBO_2_DESCRIPTION,Pour décorer votre ferme
TID_HAYBALE_2,Foin frais
TID_HAYBALE_2_DESCRIPTION,Pour décorer votre ferme
TID_PEOPLE_ORDER_GREETING1,Salut ! Vous pouvez m'avoir ça ?
TID_PEOPLE_ORDER_GREETING2,Bonjour ! Vous avez ça en stock ?
TID_PEOPLE_ORDER_GREETING3,Bonjour ! Je viens faire un achat.
TID_PEOPLE_ORDER_GREETING4,Vous pourriez me vendre ça ?
TID_PEOPLE_ORDER_GREETING5,Salut ! Vous avez des trucs à vendre ?
TID_PEOPLE_ORDER_GREETING6,Salutations ! On fait affaire ?
TID_PEOPLE_ORDER_GREETING7,J'aimerais vous acheter ceci :
TID_PEOPLE_ORDER_GREETING8,Quelle belle journée ! Vous êtes ouvert ?
TID_PEOPLE_ORDER_GREETING9,Bonjour ! Maman m'a chargée de faire les courses.
TID_PEOPLE_ORDER_GREETING10,Bonjour ! Je fais des courses pour ma mamie.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Oh, bah qui voilà ! J'croyais qu'vous aviez acheté la ferme."
TID_PEOPLE_ORDER_REENGAGEMENT2,Alors voilà... J'aimerais acheter des trucs.
TID_PEOPLE_ORDER_REENGAGEMENT3,"Je me demandais où vous étiez... Dans mon coin, je me demandais..."
TID_PEOPLE_ORDER_REENGAGEMENT4,"Je dois payer !? Rhôôôô... Bon, d'accord..."
TID_PEOPLE_ORDER_REENGAGEMENT5,"Oh, rebonjour ! Vous avez ce dont j'ai besoin ?"
TID_PEOPLE_ORDER_REENGAGEMENT6,"Z'avez des chemises à carreaux ? Si y'a pas à ma taille, je prendrai c'que vous avez."
TID_PEOPLE_ORDER_REENGAGEMENT7,Que c'est bon de vous revoir !
TID_PEOPLE_ORDER_REENGAGEMENT8,Bon retour parmi nous ! Quelles sont vos recommandations du jour ?
TID_PEOPLE_ORDER_REENGAGEMENT9,Pourquoi j'ai besoin de tous ces explosifs ? Ça ne vous regarde pas !
TID_PEOPLE_ORDER_REENGAGEMENT10,Quelle bonne journée pour votre retour ! Mamie vous passe le bonjour.
TID_PEOPLE_ORDER_YOU_HAVE,(Vous avez :
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,pour commencer l'action
TID_NAME_FARM_TITLE,Nom de votre ferme
TID_DEFAULT_FARM_NAME,Ferme de <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,TOUCHEZ ICI POUR ÉCRIRE
TID_NAME_FARM_WAITING,Vérification du nom...
TID_NAME_FARM_FAILED,NOM INCORRECT !
TID_GUEST_YES,"Oui, bien sûr"
TID_GUEST_NO,"Non, désolé"
TID_GUEST_CANCEL,Plus tard
TID_MYSTERY_BOX_TITLE,À déverrouiller !
TID_MYSTERY_BOX_DESCRIPTION,La boîte mystère que vous avez trouvée est verrouillée ! Vous pouvez l'ouvrir en utilisant des diamants.
TID_MYSTERY_BOX_OPEN,pour ouvrir la boîte
TID_SETTINGS_TITLE,Paramètres
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Connecté
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Déconnecté
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Connexion
TID_ABOUT_TITLE,Informations
TID_SETTING_CHANGE_NAME,Changer de nom
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Se connecter
TID_ABOUT_TEXT,Hay Day (tm) v. <VERSION>\n\nCopyright 2012-2025 Supercell Oy. Tous droits réservés.\n\nToute utilisation de ce logiciel est soumise aux\nConditions d'utilisation sur http://www.supercell.net/terms-of-service/fr/ et à la Politique de confidentialité sur http://www.supercell.net/privacy-policy/fr/\n\nCRÉDITS\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Achetez d'abord un abri pour cet animal de compagnie !
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Achetez d'abord un abri pour cet animal de compagnie !
TID_FLOATER_PET_HABITAT_FULL,Tous les abris sont pleins !
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Tous les abris sont pleins !
TID_FLOATER_HOUSE_COMING_SOON,Succès disponibles au niveau <LEVEL>
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Succès disponibles au niveau <LEVEL>
TID_FLOATER_PAINT_SHACK_COMING_SOON,Cabane à peinture bientôt disponible !
TID_FLOATER_DOCK_COMING_SOON,Embarcadère et classements des bateaux disponibles au niveau <LEVEL>
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Embarcadère et classements des bateaux disponibles au niveau <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,L'échoppe ouvrira au niveau <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,L'échoppe ouvrira au niveau <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Vous pourrez déblayer le terrain au niveau <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Vous pourrez déblayer le terrain au niveau <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON,Le journal sera livré au niveau <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Le journal sera livré au niveau <LEVEL>
TID_FLOATER_HABITAT_FULL,Cet enclos est plein. Achetez-en un autre au magasin !
TID_FLOATER_HABITAT_FULL_MOBILE,Cet enclos est plein. Achetez-en un autre au magasin !
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,La grange est pleine !
TID_FLOATER_INVALID_OBJECT_POSITION,Espace insuffisant !
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Placez les animaux dans leur enclos !
TID_FLOATER_BOAT_COMING_SOON,Le bateau arrivera au niveau <LEVEL>
TID_FLOATER_QUEUE_FULL,Récupérez vos produits pour vider la file de production !
TID_FLOATER_PET_HUNGRY,Nourrissez vos animaux de compagnie dans leur abri.
TID_FLOATER_EXPANSION_COMING_SOON,Extensions disponibles au niveau <LEVEL>
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Extensions disponibles au niveau <LEVEL>
TID_FLOATER_EXPANSION_CONNECTION,Le terrain doit être rattaché à la ferme
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Le terrain doit être rattaché à la ferme
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Prochainement sur vos écrans !
TID_FLOATER_FISHING_BOAT_COMING_SOON,Bateau de pêche disponible au niveau <LEVEL>
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,Bateau de pêche disponible au niveau <LEVEL>
TID_SETTING_FEEDBACK,Signaler un problème
TID_ADD_FRIENDS,"Rejoins-moi dans Hay Day, un jeu de gestion de ferme vraiment original ! Entretiens ta ferme avec des commandes tactiles novatrices, élève d'adorables animaux et vends tes produits aux autres joueurs."
TID_RATE_APP_TITLE,Notez Hay Day
TID_RATE_APP_MESSAGE,Notez-nous dans l'App Store pour nous aider à développer des jeux géniaux !
TID_RATE_APP_LATER,Pas maintenant
TID_RATE_APP_LATER_ANDROID,Pas maintenant
TID_RATE_APP_REVIEW,OK
TID_RATE_APP_NEVER,Ne plus me demander
TID_RATE_APP_NEVER_ANDROID,Ne plus me\ndemander
TID_NEED_MORE_COWBELL_TITLE,Impossible de remplir la commande !
TID_NEED_MORE_COWBELL_TEXT,Produisez ces objets ou achetez-les à un ami :
TID_FEEDBACK_EMAIL_TITLE,Feedback%20for%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,Panneau des commandes disponible au niveau <LEVEL>
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Panneau des commandes disponible au niveau <LEVEL>
TID_WARNING_LAST_CROP_TITLE,Attention !
TID_WARNING_LAST_CROP_TEXT,Vous allez utiliser vos dernières récoltes. Continuer ?
TID_NATIVE_DIALOG_BANNED_TITLE,Échec de la connexion
TID_NATIVE_DIALOG_BANNED_MESSAGE,Impossible d'établir une connexion avec le serveur. Veuillez réessayer plus tard.
TID_NATIVE_DIALOG_BANNED_BUTTON,OK
TID_ACHIEVEMENT_PRETTY_FARMER,Ferme de rêve
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Investir <NUMBER> pièces en décorations pour la ferme
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Tut tut !
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Effectuer <NUMBER> livraisons en camion
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Effectuer <NUMBER> livraisons en camion
TID_ACHIEVEMENT_LOCAL_SELLER,Ka-ching !
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Gagner <NUMBER> pièces en vendant des produits dans votre échoppe
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Services rendus
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Conclure <NUMBER> ventes avec des clients de passage
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Conclure <NUMBER> ventes avec des clients de passage
TID_ACHIEVEMENT_TURBO_HARVEST,Record de récoltes
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Récolter <NUMBER> champs en <MINUTES> minutes
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Champion du camion
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Effectuer <NUMBER> livraisons en camion en <MINUTES> minutes
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Élevage sauvage
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Récupérer <NUMBER> produits animaliers en <MINUTES> minutes
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Récupérer <NUMBER> produits animaliers en <MINUTES> minutes
TID_ACHIEVEMENT_BONANZA,Magnat de l'agriculture
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Construire <NUMBER> bâtiments de production
TID_ACHIEVEMENT_CITIZEN_KANE,Citizen Kane
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Publier <NUMBER> fois une publicité dans le journal
TID_ACHIEVEMENT_EGGHEAD,Tête d'œuf
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Ramasser <NUMBER> œufs
TID_ACHIEVEMENT_GOT_MILK,Voie lactée
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Récupérer <NUMBER> pots de lait
TID_ACHIEVEMENT_BACONATOR,Tête de lard
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Récupérer <NUMBER> tranches de bacon
TID_ACHIEVEMENT_SHEEP_SHEARER,Tontons tondeurs
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Récupérer <NUMBER> lot(s) de laine
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Succès de l'atelier d'emballage
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Améliorez l'atelier d'emballage de cadeaux au niveau <NUMBER> de maîtrise.
TID_ACHIEVEMENTS_TITLE,Succès
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Obtenir la récompense
TID_ACHIEVEMENTS_COMPLETED,Terminé : <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Score de la ferme : <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Niveau <POINTS>
TID_NEED_MORE_FRIENDS,Ajoutez <NUMBER> nouveaux amis Supercell ID !
TID_CONFIRM_RESTART_FARM_TITLE,Recommencer le jeu ?
TID_CONFIRM_RESTART_FARM_TEXT,"ATTENTION : si vous choisissez de recommencer, vous perdrez votre progression, vos pièces, vos diamants et vos achats intégrés !\nLe pack de redémarrage contient 25 diamants pour vous aider à construire votre nouvelle ferme."
TID_CONFIRM_RESTART_FARM_YES,Recommencer
TID_CONFIRM_RESTART_FARM_NO,Annuler
TID_CONFIRM_RESTART_FARM_PENDING_YES,En attente du serveur
TID_RESTART_FARM,Recommencer le jeu
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Publicité gratuite dans :
TID_ROADSIDE_SHOP_CREATE_AD,Créer une publicité
TID_ROADSIDE_SHOP_EDIT_SALE,Modifier la vente
TID_CONFIRM_OBJECT_TRASH_TITLE,Jeter la tâche ?
TID_CONFIRM_OBJECT_TRASH_TEXT,Voulez-vous vraiment jeter cette tâche ? Vous ne pourrez pas la récupérer.
TID_CONFIRM_OBJECT_TRASH_YES,La jeter
TID_CONFIRM_OBJECT_TRASH_NO,Annuler
TID_NEW_ACHIEVEMENT_GAINED,Succès débloqué !
TID_RESTART_PACKAGE_BILLING_NAME,Pack de redémarrage
TID_BOAT_WAITING_AT_DOCK,Le bateau partira dans :
TID_BOAT_BONUS_REWARD,Cargaison complète :
TID_BOAT_ORDER_TITLE,Charger la cargaison
TID_BOAT_ARRIVING_IN,Le bateau arrivera dans :
TID_BOAT_NEXT_ORDER,Prochaine cargaison :
TID_FLOATER_MINE_COMING_SOON,Vous pourrez extraire des minerais et des diamants au niveau <LEVEL> !
TID_FLOATER_MINE_COMING_SOON_MOBILE,Vous pourrez extraire des minerais et des diamants au niveau <LEVEL> !
TID_SILVER_ORE,Minerai d'argent
TID_GOLD_ORE,Minerai d'or
TID_PLATINUM_ORE,Minerai de platine
TID_SILVER_ORE_DESCRIPTION,À récupérer dans la mine
TID_GOLD_ORE_DESCRIPTION,À récupérer dans la mine
TID_PLATINUM_ORE_DESCRIPTION,À récupérer dans la mine
TID_SILVER_BAR,Lingot d'argent
TID_GOLD_BAR,Lingot d'or
TID_PLATINUM_BAR,Lingot de platine
TID_SMELTER_PRODUCT_DESCRIPTION,Produit de la fonderie
TID_SMELTER,Fonderie
TID_SMELTER_DESCRIPTION,Pour changer les minerais en lingot
TID_SMELTER_DESCRIPTION_MOBILE,Pour changer les minerais en lingot
TID_SPEED_UP_BOAT,Arrivée immédiate
TID_SEND_SHIP_POPUP_TITLE,Renvoyer le bateau ?
TID_SEND_SHIP_POPUP_DESCRIPTION,Vous n'avez pas terminé le chargement !\n\nLe bateau reviendra dans quelques heures.
TID_SEND_SHIP_POPUP_YES,"Oui, le renvoyer"
TID_SEND_SHIP_POPUP_NO,"Non, continuer à charger"
TID_HINT_FACEBOOK_LIKE,Rendez-vous sur Facebook pour tout savoir sur Hay Day : facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Rendez-vous sur Facebook pour tout savoir sur Hay Day : facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Si une ferme vous plaît, touchez le smiley pour l'aimer !"
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Si une ferme vous plaît, touchez le smiley pour l'aimer !"
TID_HINT_STATS,Touchez l'étoile du niveau pour voir les stats de votre ferme.
TID_HINT_STATS_MOBILE,Touchez l'étoile du niveau pour voir les stats de votre ferme.
TID_HINT_ROTATE,"Pour déplacer et faire pivoter les objets, touchez et maintenez-les."
TID_HINT_ROTATE_MOBILE,"Pour déplacer et faire pivoter les objets, touchez et maintenez-les."
TID_HINT_FAN_SWITCH,"Lors de la plantation, vous pouvez accéder à d'autres graines avec le bouton \qPermuter\q."
TID_HINT_FAN_SWITCH_MOBILE,"Lors de la plantation, vous pouvez accéder à d'autres graines avec le bouton \qPermuter\q."
TID_HINT_TREES,Les scies et haches permettent de couper les arbres et arbustes fruitiers.
TID_HINT_TREES_MOBILE,Les scies et haches permettent de couper les arbres et arbustes fruitiers.
TID_HINT_MINE,"Vous pouvez utiliser la dynamite, les barils de TNT et les pelles dans la mine."
TID_HINT_GAMECENTER_FRIENDS,Vous pouvez ajouter des amis depuis Game Center ou Supercell ID !
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Vous pouvez ajouter des amis Hay Day quand vous ajoutez un ami Supercell ID !
TID_HINT_ROADSIDESHOP,Connectez-vous à Game Center pour utiliser l'échoppe et le journal !
TID_HINT_ROADSIDESHOP_MOBILE,QUESTION_17
TID_HINT_ROADSIDESHOP_ANDROID,Connectez-vous à Supercell ID pour utiliser l'échoppe et le journal !
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,Connectez-vous à Supercell ID pour utiliser l'échoppe et le journal !
TID_HINT_GENERAL_HELP,"Récoltez et produisez des marchandises, et stockez ou vendez-les !"
TID_HINT_GENERAL_HELP_MOBILE,"Récoltez et produisez des marchandises, et stockez ou vendez-les !"
TID_BOAT_ARRIVING_SOON,Le bateau arrive !
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Des produits de votre échoppe ont été vendus !
TID_REPAIR_DOCKS_TITLE,Réparer l'embarcadère ?
TID_REPAIR_DOCKS_TEXT,Réparez l'embarcadère pour accueillir le bateau et remplir sa cargaison !
TID_REPAIR_DOCKS_TEXT_MOBILE,Réparez l'embarcadère pour accueillir le bateau et remplir sa cargaison !
TID_REPAIR_DOCKS_YES,Commencer les réparations
TID_REPAIR_MINE_TITLE,Réparer la mine ?
TID_REPAIR_MINE_TEXT,"À la mine, vous pouvez creuser avec de la dynamite, des barils de TNT ou des pelles pour trouver des minerais précieux et même des diamants !"
TID_REPAIR_MINE_YES,Commencer les réparations
TID_FRUIT_TREE_FB_HELP_TITLE,J'ai besoin d'aide dans mon verger !
TID_APPLE_TREE_FB_HELP_TEXT,Mon pommier dépérit. Tu peux l'arroser pour moi ?
TID_CHERRY_TREE_FB_HELP_TEXT,"Mon cerisier dépérit. S'il te plaît, arrose-le !"
TID_CACAO_TREE_FB_HELP_TEXT,"Mon cacaoyer dépérit. Arrose-le, s'il te plaît !"
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Mon framboisier a besoin d'eau. Tu peux m'aider ?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,J'ai oublié d'arroser mon mûrier. Peux-tu le faire pour moi ?
TID_FRIEND_BAR_FRIENDS_TAB,Amis
TID_FRIEND_BAR_FOLLOWERS_TAB,Abonnés
TID_MINE,Mine
TID_DOCKS,Embarcadère
TID_GENERIC_FB_DESCRIPTION,"Hay Day est un jeu de gestion de ferme innovant, doté de commandes gestuelles fluides spécialement conçues pour votre appareil tactile."
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Aide à la récolte
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Vous pouvez faire une récolte de plus avec vos amis Supercell ID !
TID_FRIEND_BAR_FOLLOWERS,Nombre d'abonnés
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Maintenance imminente
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Amis fermiers, nous allons bientôt procéder à une maintenance ! Les serveurs redémarreront dans <MINUTES> minutes et le jeu devrait revenir en ligne peu après."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Groin !
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Serveur hors ligne
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,Hay Day est en cours de maintenance. Excusez-nous pour la gêne occasionnée. Revenez plus tard !
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Relancer la connexion
TID_STAND_ALREADY_BOUGHT,"Désolé, cet objet a déjà été vendu !"
TID_START_FOLLOWING,"Abonnement effectué, ferme ajoutée à la barre d'amis."
TID_STOP_FOLLOWING,Désabonnement effectué.
TID_MAX_FOLLOWERS,Abonnement impossible ! Aucun emplacement libre.
TID_FOLLOWER_BAR_INFO,Vous trouverez ici les abonnés à votre ferme.
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Obtenir <NUMBER> diamants
TID_FB_LOGIN_LATER_BUTTON_TEXT,Pas maintenant
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Ne plus afficher
TID_BOY_FIRST_POPUP_TEXT,"Bonjour, je m'appelle Tom et je peux faire des courses pour vous. Je vous attends près de votre échoppe !"
TID_BOY_FIRST_POPUP_BUTTON,"OK, on essaie"
TID_BOY_SEARCH_TEXT,De quoi avez-vous besoin ?
TID_BOY_SEARCH_TIMER,À votre service : <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,À votre service :
TID_BOY_SEARCH_BUTTON,Lancer la recherche
TID_BOY_FOUND_TEXT,Voilà ce que j'ai trouvé. Que voulez-vous ?
TID_BOY_FOUND_CANCEL_BUTTON,Rien du tout
TID_BOY_RESTING_TEXT,Zzz... Je suis vraiment épuisé... zzZZZzz...
TID_BOY_RESTING_TIMER,Disponible dans : <TIME>
TID_BOY_HIRE_TEXT,Vous avez besoin de moi ?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Salut, <name>, bon retour ! Je serai dans le coin pendant les prochains jours, si vous avez besoin d'aide. Et pour vous, ce sera gratis !"
TID_BOY_HIRE_TIME,<DAYS> jour(s)
TID_BOY_HIRE_TIME_1DAY,1 jour
TID_BOY_HIRE_CANCEL_BUTTON,Non merci
TID_BOY_HIRE_CANCELED_TEXT,"Content d'avoir pu vous aider ! Si vous avez besoin d'autre chose, touchez cette boîte pour m'appeler !"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Content d'avoir pu vous aider ! Si vous avez besoin d'autre chose, touchez cette boîte pour m'appeler !"
TID_FAQ_TITLE,Hay Day - Aide
TID_FAQ_BUTTON,Aide et assistance
TID_UPDATE_REQUIRED_DIALOG_TITLE,Mise à jour requise
TID_MAINTENANCE_DIALOG_TITLE,Maintenance
TID_FAQ_QUESTION_1,"Q : Lorsque je joue en chinois, le bouton \qDernières infos\q ne permet pas d'afficher la page Facebook de Hay Day. Pourquoi ?"
TID_FAQ_ANSWER_1,"R : Facebook n'étant pas accessible en Chine, le bouton vous redirige vers notre page en chinois sur Weibo. Si vous avez réglé les paramètres de langue sur le chinois pour Hay Day, mais que vous avez accès à Facebook dans votre région, voici le lien à suivre : http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Fraises
TID_FAQ_QUESTION_2,Q : J'ai perdu ma ferme. Comment puis-je la récupérer ?
TID_FAQ_ANSWER_2,"R : Nous vous conseillons de n'avoir qu'une seule ferme par appareil, afin de pouvoir associer votre ferme à votre compte Game Center ou Supercell ID. Si vous chargez plusieurs fermes sur un même appareil, vous risquez de perdre l'accès à un ou tous les comptes associés. Si vous avez perdu votre ferme, contactez notre service d'assistance à l'aide du bouton \qSignaler un problème\q ci-dessous. N'oubliez pas de nous donner le nom et le niveau de la ferme concernée !"
TID_FAQ_ANSWER_2_ANDROID,"R : Nous vous conseillons de n'avoir qu'une seule ferme par appareil, afin de pouvoir associer votre ferme à votre compte Google Play ou Supercell ID. Si vous chargez plusieurs fermes sur un même appareil, vous risquez de perdre l'accès à un ou tous les comptes associés. Si vous avez perdu votre ferme, contactez notre service d'assistance à l'aide du bouton \qSignaler un problème\q ci-dessous. N'oubliez pas de nous donner le nom et le niveau de la ferme concernée !"
