TID,CH
TID_PEOPLE_ORDER_REENGAGEMENT3,你前阵子去哪儿了？我就弱弱地......问一句......
TID_PEOPLE_ORDER_REENGAGEMENT4,这些东西能免费送我吗？好吧，当我没说。
TID_PEOPLE_ORDER_REENGAGEMENT5,嗨，又是我，我要的东西准备好了吗？
TID_PEOPLE_ORDER_REENGAGEMENT6,有我能穿的法兰绒裤子吗？没有的话，我就随便买点什么吧。
TID_PEOPLE_ORDER_REENGAGEMENT7,如果感到快乐你就拍拍手，\n见到你很开心我也拍拍手！
TID_PEOPLE_ORDER_REENGAGEMENT8,欢迎回来，亲爱的！今天有什么推荐的商品吗？
TID_PEOPLE_ORDER_REENGAGEMENT9,我买这么多炸药干什么？这你就别问了。
TID_PEOPLE_ORDER_REENGAGEMENT10,你回来了真好！我奶奶很挂念你。
TID_PEOPLE_ORDER_YOU_HAVE,（您有：
TID_PEOPLE_ORDER_YOU_HAVE2,）
TID_DIAMONDS_TO_START_ACTION,立刻换取
TID_NAME_FARM_TITLE,想给农场起个什么名字？
TID_DEFAULT_FARM_NAME,<NAME>的农场
TID_NAME_FARM_INPUT_FIELD_TEXT,点击这里输入
TID_NAME_FARM_WAITING,正在审核名字...
TID_NAME_FARM_FAILED,名称无效！
TID_GUEST_YES,没问题
TID_GUEST_NO,对不起，这个我不卖。
TID_GUEST_CANCEL,稍等片刻
TID_MYSTERY_BOX_TITLE,锁住了！
TID_MYSTERY_BOX_DESCRIPTION,您找到的这个神秘盒锁住了，您可以花费钻石打开它。
TID_MYSTERY_BOX_OPEN,打开神秘盒
TID_SETTINGS_TITLE,设置
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - 已连接
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - 已断开
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - 正在连接
TID_ABOUT_TITLE,关于
TID_SETTING_CHANGE_NAME,更改农场名称
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,连接
TID_ABOUT_TEXT,卡通农场和Hay Day均为注册商标，版本<VERSION>\n\n2012-2025 Supercell Oy.版权所有。\n\n对本软件的使用均需符合\nhttp://www.supercell.net/terms-of-service上的服务条款以及http://www.supercell.net/privacy-policy上的隐私保护政策\n\n制作人员\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,先为宠物购买一个屋舍！
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,先为宠物购买一个屋舍！
TID_FLOATER_PET_HABITAT_FULL,所有的宠物屋舍都住满了！
TID_FLOATER_PET_HABITAT_FULL_MOBILE,所有的宠物屋舍都住满了！
TID_FLOATER_HOUSE_COMING_SOON,成就榜将在<LEVEL>级解锁
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,成就榜将在<LEVEL>级解锁
TID_FLOATER_PAINT_SHACK_COMING_SOON,涂料铺即将推出！
TID_FLOATER_DOCK_COMING_SOON,码头和航运排行榜将在<LEVEL>级解锁
TID_FLOATER_DOCK_COMING_SOON_MOBILE,码头和航运排行榜将在<LEVEL>级解锁
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,路边小店将在<LEVEL>级解锁
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,路边小店将在<LEVEL>级解锁
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,您达到<LEVEL>级才可以开垦土地
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,您达到<LEVEL>级才可以开垦土地
TID_FLOATER_MAILBOX_COMING_SOON,报纸将于<LEVEL>级开始投递
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,报纸将于<LEVEL>级开始投递
TID_FLOATER_HABITAT_FULL,这个圈舍已经满了，从商店再买一个吧！
TID_FLOATER_HABITAT_FULL_MOBILE,这个圈舍已经满了，从商店再买一个吧！
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,货仓已满！
TID_FLOATER_INVALID_OBJECT_POSITION,此地空间不足！
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,请将动物放到合适的地方！
TID_FLOATER_BOAT_COMING_SOON,船会在<LEVEL>级时到来
TID_FLOATER_QUEUE_FULL,要继续生产，请先收集产品。
TID_FLOATER_PET_HUNGRY,在宠物的屋舍中给它喂食。
TID_FLOATER_EXPANSION_COMING_SOON,农场达到<LEVEL>级时可开始扩建
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,农场达到<LEVEL>级时可开始扩建
TID_FLOATER_EXPANSION_CONNECTION,土地需要与农场相连
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,土地需要与农场相连
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,即将到来！
TID_FLOATER_FISHING_BOAT_COMING_SOON,渔船将在<LEVEL>级解锁
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,渔船将在<LEVEL>级解锁
TID_SETTING_FEEDBACK,报告问题
TID_ADD_FRIENDS,和我一起玩《卡通农场》吧，体验全新的农场！在这里，您可以用最先进的触控方式打理您的农场，照料可爱的小动物，与其他玩家交易，无穷的乐趣在等待着您。
TID_RATE_APP_TITLE,请评价卡通农场（Hay Day）
TID_RATE_APP_MESSAGE,请在App Store给我们评分，以便我们能够不断推出更好的游戏！
TID_RATE_APP_LATER,以后再说
TID_RATE_APP_LATER_ANDROID,以后再说
TID_RATE_APP_REVIEW,确定
TID_RATE_APP_NEVER,不再询问
TID_RATE_APP_NEVER_ANDROID,不再询问
TID_NEED_MORE_COWBELL_TITLE,不能完成订单！
TID_NEED_MORE_COWBELL_TEXT,自己生产或者向好友购买这些物品：
TID_FEEDBACK_EMAIL_TITLE,Feedback%20for%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,订单板将在<LEVEL>级解锁
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,订单板将在<LEVEL>级解锁
TID_WARNING_LAST_CROP_TITLE,警告！
TID_WARNING_LAST_CROP_TEXT,您即将用掉最后一份农作物，要继续吗？
TID_NATIVE_DIALOG_BANNED_TITLE,连接失败
TID_NATIVE_DIALOG_BANNED_MESSAGE,无法连接服务器，请稍后重试。
TID_NATIVE_DIALOG_BANNED_BUTTON,确定
TID_ACHIEVEMENT_PRETTY_FARMER,梦幻农场
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,投入<NUMBER>枚金币装饰农场
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,货运能手
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,完成<NUMBER>份卡车订单
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,完成<NUMBER>份卡车订单
TID_ACHIEVEMENT_LOCAL_SELLER,招财进宝
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,通过路边小店赚取<NUMBER>枚金币
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,人流如织
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,向到访客人出售<NUMBER>次产品
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,向到访客人出售<NUMBER>次产品
TID_ACHIEVEMENT_TURBO_HARVEST,超级收割机
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,在<MINUTES>分钟内收割<NUMBER>块耕地
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,极速小卡车
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,在<MINUTES>分钟内完成<NUMBER>份卡车订单
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,快乐牧人
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,在<MINUTES>分钟内收集<NUMBER>份动物产品
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,在<MINUTES>分钟内收集<NUMBER>份动物产品
TID_ACHIEVEMENT_BONANZA,农场大亨
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,建造<NUMBER>个生产设施
TID_ACHIEVEMENT_CITIZEN_KANE,广告轰炸机
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,在报纸上刊登<NUMBER>次广告
TID_ACHIEVEMENT_EGGHEAD,鸡蛋大王
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,收集<NUMBER>个鸡蛋
TID_ACHIEVEMENT_GOT_MILK,牛奶之歌
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,收集<NUMBER>罐牛奶
TID_ACHIEVEMENT_BACONATOR,培根飘香
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,收集<NUMBER>条培根
TID_ACHIEVEMENT_SHEEP_SHEARER,无敌剪毛手
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,收集<NUMBER>份羊毛
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,礼物包装店成就
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,礼物包装店的精通之星达到<NUMBER>星
TID_ACHIEVEMENTS_TITLE,成就榜
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,领取奖励
TID_ACHIEVEMENTS_COMPLETED,完成率：<COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,农场分数：<SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,第<POINTS>级
TID_NEED_MORE_FRIENDS,再添加<NUMBER>名Supercell ID好友可解锁！
TID_CONFIRM_RESTART_FARM_TITLE,要重新开始游戏吗？
TID_CONFIRM_RESTART_FARM_TEXT,警告：如果您选择\q东山再起包裹\q，将失去当前的全部游戏进程，包括金币、钻石和在应用程序内所购的物品！\n此\q东山再起包裹\q会包含25颗钻石，以方便您建设新农场。
TID_CONFIRM_RESTART_FARM_YES,重新开始
TID_CONFIRM_RESTART_FARM_NO,取消
TID_CONFIRM_RESTART_FARM_PENDING_YES,正在等待服务器响应
TID_RESTART_FARM,重新开始游戏
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,免费广告需等待：
TID_ROADSIDE_SHOP_CREATE_AD,创建广告
TID_ROADSIDE_SHOP_EDIT_SALE,修改在售商品
TID_CONFIRM_OBJECT_TRASH_TITLE,要丢弃该物品吗？
TID_CONFIRM_OBJECT_TRASH_TEXT,您确定要丢弃该物品吗？丢弃后将无法重新获得。
TID_CONFIRM_OBJECT_TRASH_YES,丢弃
TID_CONFIRM_OBJECT_TRASH_NO,取消
TID_NEW_ACHIEVEMENT_GAINED,新成就已解锁！
TID_RESTART_PACKAGE_BILLING_NAME,东山再起包裹
TID_BOAT_WAITING_AT_DOCK,距离货船离港还有：
TID_BOAT_BONUS_REWARD,完成订单奖励：
TID_BOAT_ORDER_TITLE,装载货物
TID_BOAT_ARRIVING_IN,下一班船还需等待：
TID_BOAT_NEXT_ORDER,下一订单：
TID_FLOATER_MINE_COMING_SOON,达到<LEVEL>级即可开采贵重金属和钻石！
TID_FLOATER_MINE_COMING_SOON_MOBILE,达到<LEVEL>级即可开采贵重金属和钻石！
TID_SILVER_ORE,银矿石
TID_GOLD_ORE,金矿石
TID_PLATINUM_ORE,铂金矿石
TID_SILVER_ORE_DESCRIPTION,从矿场收集
TID_GOLD_ORE_DESCRIPTION,从矿场收集
TID_PLATINUM_ORE_DESCRIPTION,从矿场收集
TID_SILVER_BAR,银条
TID_GOLD_BAR,金条
TID_PLATINUM_BAR,铂金条
TID_SMELTER_PRODUCT_DESCRIPTION,在炼金炉中生产
TID_SMELTER,炼金炉
TID_SMELTER_DESCRIPTION,将矿石加工成金属
TID_SMELTER_DESCRIPTION_MOBILE,将矿石加工成金属
TID_SPEED_UP_BOAT,让货船现在到达
TID_SEND_SHIP_POPUP_TITLE,现在开走吗？
TID_SEND_SHIP_POPUP_DESCRIPTION,您没有完成此次送货！\n\n货船会在几小时后回来。
TID_SEND_SHIP_POPUP_YES,好的，开走
TID_SEND_SHIP_POPUP_NO,不，继续装货。
TID_HINT_FACEBOOK_LIKE,如果想获取更多信息，请关注我们的新浪蓝V认证微博@卡通农场Hay-Day。
TID_HINT_FACEBOOK_LIKE_MOBILE,如果想获取更多信息，请关注我们的新浪蓝V认证微博@卡通农场Hay-Day。
TID_HINT_FACEBOOK_LIKE_FARMS,当您看到喜欢的农场时，不妨点击农场名字右边的笑脸赞一下！
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,当您看到喜欢的农场时，不妨点击农场名字右边的笑脸赞一下！
TID_HINT_STATS,点击主界面上方显示您级别的五角星，查看农场的统计数据。
TID_HINT_STATS_MOBILE,点击主界面上方显示您级别的五角星，查看农场的统计数据。
TID_HINT_ROTATE,按住游戏中的物品不放可以旋转或移动它们。
TID_HINT_ROTATE_MOBILE,按住游戏中的物品不放可以旋转或移动它们。
TID_HINT_FAN_SWITCH,播种时，您可以通过点击\q双箭头\q按钮找到更多作物。
TID_HINT_FAN_SWITCH_MOBILE,播种时，您可以通过点击\q双箭头\q按钮找到更多作物。
TID_HINT_TREES,用木锯和斧头砍倒枯萎的果树和灌木丛。
TID_HINT_TREES_MOBILE,用木锯和斧头砍倒枯萎的果树和灌木丛。
TID_HINT_MINE,炸药、炸药桶和铁铲可用于开矿。
TID_HINT_GAMECENTER_FRIENDS,您也可以通过Game Center或Supercell ID添加好友！
TID_HINT_GAMECENTER_FRIENDS_ANDROID,如果您在Supercell ID里添加的好友也玩《卡通农场》，他们也会成为您的农场好友！
TID_HINT_ROADSIDESHOP,想开启路边小店和报纸的全部功能吗？请登录Game Center吧！
TID_HINT_ROADSIDESHOP_MOBILE,问题_17
TID_HINT_ROADSIDESHOP_ANDROID,想开启路边小店和报纸的全部功能吗？请登录Supercell ID！
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,想开启路边小店和报纸的全部功能吗？请登录Supercell ID！
TID_HINT_GENERAL_HELP,播种庄稼，开动工厂，收获果实与欢乐！
TID_HINT_GENERAL_HELP_MOBILE,播种庄稼，开动工厂，收获果实与欢乐！
TID_BOAT_ARRIVING_SOON,货船即将到港！
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,您路边小店的物品已售出！
TID_REPAIR_DOCKS_TITLE,修理码头？
TID_REPAIR_DOCKS_TEXT,码头修好后，会有货船来采购货物！
TID_REPAIR_DOCKS_TEXT_MOBILE,码头修好后，会有货船来采购货物！
TID_REPAIR_DOCKS_YES,开始修理
TID_REPAIR_MINE_TITLE,修理矿场？
TID_REPAIR_MINE_TEXT,在矿场，您可以用炸药、炸药桶和铁铲获取价值不菲的矿石和钻石！
TID_REPAIR_MINE_YES,开始修理
TID_FRUIT_TREE_FB_HELP_TITLE,我的果园需要帮助！
TID_APPLE_TREE_FB_HELP_TEXT,我的苹果树就要枯萎了，能帮我给它浇水吗？
TID_CHERRY_TREE_FB_HELP_TEXT,我的樱桃树就要枯萎了，请帮我给它浇点水吧！
TID_CACAO_TREE_FB_HELP_TEXT,我的可可树就要枯萎了，请帮我给它浇点水吧！
TID_RASPBERRY_BUSH_FB_HELP_TEXT,我的树莓丛急需浇水，你能帮下忙吗？
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,我忘给黑莓丛浇水了，能帮我浇一下水吗？
TID_FRIEND_BAR_FRIENDS_TAB,好友
TID_FRIEND_BAR_FOLLOWERS_TAB,粉丝
TID_MINE,矿场
TID_DOCKS,码头
TID_GENERIC_FB_DESCRIPTION,《卡通农场》通过引入最先进的触控方式给您带来全新的农场体验。
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,收获帮助
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,您可以在Supercell ID好友的帮助下多收获一次果实！
TID_FRIEND_BAR_FOLLOWERS,粉丝数量
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,维护即将开始
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,农场主们，大家好，我们马上就要维护了！服务器将于<MINUTES>分钟后重新启动，并于几分钟后重新上线。
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,哼哼！
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,服务器下线
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,我们正在对《卡通农场》进行维护，对于给您造成的不便深表歉意。请稍后再试！
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,尝试再次登录
TID_STAND_ALREADY_BOUGHT,对不起，此商品已被人买走！
TID_START_FOLLOWING,已添加好友并关注此农场。
TID_STOP_FOLLOWING,取消关注农场。
TID_MAX_FOLLOWERS,无法关注该农场！您关注的农场数量已达上限。
TID_FOLLOWER_BAR_INFO,您在这里可以看到所有关注您的人！
TID_FB_LOGIN_REWARD_BUTTON_TEXT,获取<NUMBER>颗钻石！
TID_FB_LOGIN_LATER_BUTTON_TEXT,暂不
TID_FB_LOGIN_NEVER_BUTTON_TEXT,不再提示
TID_BOY_FIRST_POPUP_TEXT,您好，我叫汤姆，我可以为您跑跑腿。我会在您的路边小店附近等候您的吩咐！
TID_BOY_FIRST_POPUP_BUTTON,好的，那我试试吧
TID_BOY_SEARCH_TEXT,我应该找什么？
TID_BOY_SEARCH_TIMER,还可以为您服务：<TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,还可以为您服务：
TID_BOY_SEARCH_BUTTON,开始寻找
TID_BOY_FOUND_TEXT,我找到了这些，您要哪一个？
TID_BOY_FOUND_CANCEL_BUTTON,都不需要
TID_BOY_RESTING_TEXT,Zzz...我真的需要休息一下下...zzZZZzz...
TID_BOY_RESTING_TIMER,还要等待：<TIME>
TID_BOY_HIRE_TEXT,要再次雇用我吗？
TID_BOY_HIRE_REENGAGEMENT_TEXT,<name>，你好，欢迎回来！接下来几天，如果你需要任何帮助，我随时为你效劳，免费哦！
TID_BOY_HIRE_TIME,<DAYS>天
TID_BOY_HIRE_TIME_1DAY,1天
TID_BOY_HIRE_CANCEL_BUTTON,不了，\n谢谢。
TID_BOY_HIRE_CANCELED_TEXT,能为您工作真开心！如果您还需要我的帮助，只需点击这个方盒哦！
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,能为您工作真开心！如果您还需要我的帮助，只需点击这个方盒哦！
TID_FAQ_TITLE,《卡通农场》支持中心
TID_FAQ_BUTTON,帮助与支持
TID_UPDATE_REQUIRED_DIALOG_TITLE,需要更新
TID_MAINTENANCE_DIALOG_TITLE,维护
TID_FAQ_QUESTION_1,问：为什么我无法访问《卡通农场》的Facebook官方页面呢？
TID_FAQ_ANSWER_1,答：我们特意为中国玩家准备了新的互动平台：新浪蓝V认证微博@卡通农场Hay-Day，如果您点击下方的\q关注我们\q，您就能访问我们的新浪微博了。如果您想同时访问我们的Facebook官方页面，请访问这个网址：http://www.facebook.com/HayDayOfficial
TID_STRAWBERRY,草莓
TID_FAQ_QUESTION_2,问：我丢失了我的农场，怎样才能把它找回来呢？
TID_FAQ_ANSWER_2,答：我们建议您在一台设备上只加载一个农场，并将农场与Game Center或Supercell ID账号绑定。如果在同一台设备上载入多个农场， 您可能会失去其中一个或所有农场账号。如果您丢失了农场，请通过游戏内\q帮助和支持\q按钮联系玩家支持团队。请别忘了提供丢失农场的名称和等级！
TID_FAQ_ANSWER_2_ANDROID,答：我们建议您在一台设备上只加载一个农场，并将农场与Google Play或Supercell ID账号绑定。如果在同一台设备上载入多个农场， 您可能会失去其中一个或所有农场账号。如果您丢失了农场，请通过游戏内\q帮助和支持\q按钮联系玩家支持团队。请别忘了提供丢失农场的名称和等级！
TID_FAQ_QUESTION_3,问：我不能购买钻石，怎么办呢？
TID_FAQ_ANSWER_3,答：购买钻石或金币时出现的问题通常是暂时的。请几个小时后再尝试进行购买！此外，请确认您使用的iOS操作系统是最新版本，且启用了App 内购买项目。如果问题仍然存在，请通过游戏内\q帮助和支持\q按钮联系玩家支持团队。
TID_FAQ_ANSWER_3_ANDROID,答：购买钻石或金币时出现的问题通常是暂时的。请几个小时后再尝试进行购买！此外，请确认您使用的Android操作系统是最新版本，且启用了应用程序内购买。如果问题仍然存在，请通过游戏内\q帮助和支持\q按钮联系玩家支持团队。
TID_FAQ_QUESTION_4,问：怎样才能获得更多钻石？
TID_FAQ_ANSWER_4,答：您可以通过实现成就和升级来获取钻石。 您偶尔也能在神秘盒或者矿场中找到一些钻石。拜访其他玩家的农场可以让您发现更多的神秘盒。另外，您也可以直接购买更多钻石！
TID_FAQ_QUESTION_5,问：我的小麦或其他作物用完了，怎样才能获得更多作物呢？
TID_FAQ_ANSWER_5,答：如果您用完了某种作物的全部种子，只要等待它们成熟，然后从地里收割。如果您的粮仓和土地里都没有剩下该作物，您可以去格雷格的店里或好友的路边小店购买，也可以去报纸上看看是否有人出售该作物。
TID_FAQ_QUESTION_6,问：我收获了一些农产品，怎么在粮仓里看不到它们呢？
TID_FAQ_ANSWER_6,答：您种植农产品时可直接从粮仓中获得种子。比方说，假如您的粮仓内有6棵小麦，您种掉了3棵，那么您还剩余3棵小麦可用于生产或出售。有时候玩家们将刚刚收获的农产品立刻全部用于再次播种。这可能是您觉得农产品丢失了的原因。只需稍候片刻待它们成熟，您就可以再次拥有大量的农产品！
TID_FAQ_QUESTION_7,问：怎么给动物和宠物喂食呢？
TID_FAQ_ANSWER_7,答：您需要拥有一个饲料厂。您可以在商店中的建筑物选项卡下找到饲料厂。建成饲料厂后，点击该建筑，并将需要的饲料类型拖到饲料厂。动物饲料的生产需要耗用基本农作物，因此请栽种和收割更多相关作物。要喂养宠物，您只需点击狗舍、猫舍或马厩，然后把宠物食品拖动到它的上方。
TID_FAQ_QUESTION_8,问：我的宠物从农场失踪了！
TID_FAQ_ANSWER_8,答：有时候宠物会藏在树木或建筑物的后面！您只需点击宠物屋舍并把口哨拖到它上面，所有的宠物就会立刻回家了！
TID_FAQ_QUESTION_9,问：我在哪里可以找到木蓝、南瓜、比萨饼和巧克力蛋糕呢？
TID_FAQ_ANSWER_9,答：一旦您达到可以种植木蓝和其他高级作物的级别，您可以按以下步骤找到这些作物：\n\n1) 点击一块空闲的耕地以打开作物选项\n2) 点击作物菜单左下角的双箭头按钮\n3) 将您想要种植的作物拖到耕地即可栽种\n如要您想回到小麦、胡萝卜等基本作物菜单，只需再次点击双箭头按钮。
TID_FAQ_QUESTION_10,问：如何从果树和灌木丛收获果实呢？
TID_FAQ_ANSWER_10,答：与其他作物不同，果树和灌木丛无需在耕地中生长。您可将它们栽种在农场的任何位置！但是它们的寿命有限，您只能采摘他们三次。采摘三次后，果树和灌木丛会枯萎。这时您可以请好友帮助您复活已枯萎的果树和灌木丛。这样，您就可以在果树和灌木丛永久枯萎之前再采摘一次了。在这之后您必须砍伐这些果树和灌木丛，以便给新的果树和灌木丛腾出空间。
TID_FAQ_QUESTION_11,问：我有很多樱桃，怎么没法做樱桃雪糕呢！
TID_FAQ_ANSWER_11,答：如果您想制作樱桃雪糕，您需要有樱桃汁，而不仅仅是樱桃。
TID_FAQ_QUESTION_12,问：为什么生产某些物品要花这么长时间？
TID_FAQ_ANSWER_12,答：有些产品可以在市面上卖得很贵，所以生产周期很长！
TID_FAQ_QUESTION_13,问：我的粮仓和货仓满了，怎么才能腾出空间？
TID_FAQ_ANSWER_13,答：您可以出售或用掉一些物品，或者增加您的粮仓或货仓的容量。当您在路边小店出售商品时，可以点击粮仓或货仓打开它们的选项卡，这样就可以通过出售储放在粮仓或货仓中的物品来腾出空间。您也可以在生产设施中用掉一些物品以腾出空间。您还可以收集建筑材料以增加粮仓或货仓的容量，这样就可以存储更多物品了。
TID_FAQ_QUESTION_14,问：从哪里可以找到斧头、木锯和其他一些可以扩建农场或增加粮仓与货仓容量的工具？
TID_FAQ_ANSWER_14,答：您可以从神秘盒中找到这些工具，阅读报纸广告从其他出售这些物品的玩家那购买，在收获农产品时偶尔获得一些作为随机奖励，去幸运大转盘那试试手气，或者直接用钻石购买！别忘了，可爱的小汤姆也能为您寻找到斧头、木锯、炸药、炸药桶和铁铲，但不包括其他用于扩建农场或增加粮仓与货仓容量的工具。
