TID,FI
TID_NOTIFICATION_ORDER_READY,"Sinulla on tilaus, jonka voit täyttää!"
TID_NOTIFICATION_DAILY_GIFT,"Hei farmari, tule lunastamaan päivän lahja!"
TID_NATIVE_DIALOG_CONNECTION_LOST_TITLE,Yhteys katkesi
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,Yhteys palvelimeen katkesi. Tarkista verkkoyhteytesi ja yritä uudelleen.
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,Yritä uudelleen
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,Yhteys katkesi
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,Palvelin ei vastaa. Tarkista verkkoyhteytesi ja yritä uudelleen.
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,Yritä uudelleen
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,Yhteys katkesi
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,Laskutuspalvelin ei vastaa. Yritä myöhemmin uudelleen.
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,OK
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,Päivitys vaaditaan
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,Uusi päivitys on täällä! Päivitä peli uusimpaan versioon ja varaudu erikoisyllätykseen – ilmaiset timantit odottavat sinua pian kaupassa!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,Lataa
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,Yhteysvirhe
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,Yhteyttä palvelimeen ei voitu muodostaa. Virhekoodi <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Yritä uudelleen
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Yhteysvirhe
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,Palvelimeen ei saada yhteyttä. Tarkista verkkoyhteytesi ja yritä uudelleen.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Yritä uudelleen
TID_FENCE_01,Aita
TID_FENCE_01_DESCRIPTION,Koristele farmiasi.
TID_FENCE_02,Kivimuuri
TID_FENCE_02_DESCRIPTION,Koristele farmiasi.
TID_FENCE_03,Kivipolku
TID_FENCE_03_DESCRIPTION,Koristele farmiasi.
TID_FLOWERPOT_1,Daaliat
TID_FLOWERPOT_1_DESCRIPTION,Houkuttele perhosia.
TID_FLOWERBED_1,Päivänkakkarat
TID_FLOWERBED_1_DESCRIPTION,Houkuttele perhosia.
TID_FLOWERBED_2,Lupiinit
TID_FLOWERBED_2_DESCRIPTION,Houkuttele perhosia.
TID_BARREL_1,Pienet tynnyrit
TID_BARREL_1_DESCRIPTION,Koristele farmiasi.
TID_BARREL_2,Tynnyrit
TID_BARREL_2_DESCRIPTION,Koristele farmiasi.
TID_BIRDHOUSE_1,Lintutalo
TID_BIRDHOUSE_1_DESCRIPTION,Houkuttele lintuja.
TID_GAZEBO_1,Huvimaja
TID_GAZEBO_1_DESCRIPTION,Koristele farmiasi.
TID_LANTERN,Lyhty
TID_LANTERN_DESCRIPTION,Koristele farmiasi.
TID_HAYCART,Heinäkärry
TID_HAYCART_DESCRIPTION,Koristele farmiasi.
TID_HAYBALE_1,Heinäpaali
TID_HAYBALE_1_DESCRIPTION,Koristele farmiasi.
TID_WHEELBARROW,Kottikärry
TID_WHEELBARROW_DESCRIPTION,Houkuttele perhosia.
TID_BIRDHOUSE_2,Peukaloisenpönttö
TID_BIRDHOUSE_2_DESCRIPTION,Houkuttele lintuja.
TID_GAZEBO_2,Paviljonki
TID_GAZEBO_2_DESCRIPTION,Koristele farmiasi.
TID_HAYBALE_2,Tuoretta heinää
TID_HAYBALE_2_DESCRIPTION,Koristele farmiasi.
TID_PEOPLE_ORDER_GREETING1,Päiviä! Olisiko sinulla antaa tällaista?
TID_PEOPLE_ORDER_GREETING2,Hei! Onko sinulla tätä varastossa?
TID_PEOPLE_ORDER_GREETING3,Iltapäivää! Haluaisin tehdä kauppoja.
TID_PEOPLE_ORDER_GREETING4,Voisitko myydä tämän minulle?
TID_PEOPLE_ORDER_GREETING5,Heipä hei! Onko sinulla tavaraa myytävänä?
TID_PEOPLE_ORDER_GREETING6,Terve! Käydään kauppaa.
TID_PEOPLE_ORDER_GREETING7,Voisitko myydä tämän minulle?
TID_PEOPLE_ORDER_GREETING8,Upea sää! Haluatko käydä kauppaa?
TID_PEOPLE_ORDER_GREETING9,Hei! Äitini lähetti minut ostamaan tavaraa.
TID_PEOPLE_ORDER_GREETING10,Hei! Käyn ostoksilla mummun puolesta.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Huhhuh. Olet palannut. Luulin, että ostit farmin."
TID_PEOPLE_ORDER_REENGAGEMENT2,Kuunteles tarkkaan... Haluaisin ostaa tavaroita.
TID_PEOPLE_ORDER_REENGAGEMENT3,"Ihmettelin, minne olit mennyt. Niin, itsekseni vain ihmettelin..."
TID_PEOPLE_ORDER_REENGAGEMENT4,Enkö saisi niitä ilmaiseksi? Höh. Selvä...
TID_PEOPLE_ORDER_REENGAGEMENT5,"Ai, hei taas. Onko sinulla niitä juttuja, mitä tarvitsen?"
TID_PEOPLE_ORDER_REENGAGEMENT6,"Onko sinulla flanelleja minun koossani? Jos ei, otan ne, mitä sinulla on."
TID_PEOPLE_ORDER_REENGAGEMENT7,"Hippelihoi, kiva nähdä sinuakin!"
TID_PEOPLE_ORDER_REENGAGEMENT8,"Tervetuloa takaisin, kultaseni! Mitä suosittelisit tänään?"
TID_PEOPLE_ORDER_REENGAGEMENT9,"Ostinko mielestäsi liikaa räjähteitä? Älä kysy, miksi."
TID_PEOPLE_ORDER_REENGAGEMENT10,Onpa mukava päivä olla taas täällä! Mummoni lähettää terveisiä.
TID_PEOPLE_ORDER_YOU_HAVE,(Sinulla on:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,Aloita toiminto
TID_NAME_FARM_TITLE,Mikä on farmisi nimi?
TID_DEFAULT_FARM_NAME,Farmi <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,KIRJOITA NAPAUTTAMALLA TÄTÄ.
TID_NAME_FARM_WAITING,Hyväksytään nimeä...
TID_NAME_FARM_FAILED,NIMI EI KELPAA!
TID_GUEST_YES,"Kyllä, kas tässä!"
TID_GUEST_NO,Ikävä kyllä ei.
TID_GUEST_CANCEL,Odota hetki.
TID_MYSTERY_BOX_TITLE,Lukittu!
TID_MYSTERY_BOX_DESCRIPTION,Tämä löytämäsi mysteerilaatikko on lukittu! Voit avata sen käyttämällä timantteja.
TID_MYSTERY_BOX_OPEN,Avaa laatikko
TID_SETTINGS_TITLE,Asetukset
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Yhdistetty
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Ei yhdistetty
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Yhdistetään
TID_ABOUT_TITLE,Tietoja
TID_SETTING_CHANGE_NAME,Muuta farmin nimeä
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Yhdistä
TID_ABOUT_TEXT,Hay Day (tm) v. <VERSION>\n\nCopyright 2012–2025 Supercell Oy. Kaikki oikeudet pidätetään.\n\nTämän ohjelmiston kaikenlainen käyttö on osoitteessa\nhttps://supercell.com/en/terms-of-service/fi/ olevien käyttöehtojen ja osoitteessa https://supercell.com/en/privacy-policy/fi/ olevan yksityisyyskäytännön alaista.\n\nTEKIJÄT\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Osta ensin lemmikillesi asumus!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Osta ensin lemmikillesi asumus!
TID_FLOATER_PET_HABITAT_FULL,Kaikki lemmikkitalot ovat täysiä!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Kaikki lemmikkitalot ovat täysiä!
TID_FLOATER_HOUSE_COMING_SOON,Saavutukset avautuvat tasolla <LEVEL>.
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Saavutukset avautuvat tasolla <LEVEL>.
TID_FLOATER_PAINT_SHACK_COMING_SOON,Maalivaja on tulossa pian!
TID_FLOATER_DOCK_COMING_SOON,Laituri ja laivan pistetaulukko avautuvat tasolla <LEVEL>.
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Laituri ja laivan pistetaulukko avautuvat tasolla <LEVEL>.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,Tienvarsikoju avautuu tasolla <LEVEL>.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,Tienvarsikoju avautuu tasolla <LEVEL>.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Voit raivata maata tasolla <LEVEL>.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Voit raivata maata tasolla <LEVEL>.
TID_FLOATER_MAILBOX_COMING_SOON,Sanomalehti toimitetaan tasolla <LEVEL>.
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Sanomalehti toimitetaan tasolla <LEVEL>.
TID_FLOATER_HABITAT_FULL,Tämä karsina on täynnä. Osta toinen kaupasta!
TID_FLOATER_HABITAT_FULL_MOBILE,Tämä karsina on täynnä. Osta toinen kaupasta!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,Lato on täynnä!
TID_FLOATER_INVALID_OBJECT_POSITION,Tila ei riitä!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Aseta eläimet karsinoihin!
TID_FLOATER_BOAT_COMING_SOON,Laiva tulee tasolla <LEVEL>.
TID_FLOATER_QUEUE_FULL,Tyhjennä tuotantojonoa keräämällä esineitä!
TID_FLOATER_PET_HUNGRY,Ruoki lemmikkiäsi sen asumuksessa.
TID_FLOATER_EXPANSION_COMING_SOON,Laajennukset avautuvat tasolla <LEVEL>.
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Laajennukset avautuvat tasolla <LEVEL>.
TID_FLOATER_EXPANSION_CONNECTION,Maan on oltava yhteydessä farmiin.
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Maan on oltava yhteydessä farmiin.
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Tulossa pian!
TID_FLOATER_FISHING_BOAT_COMING_SOON,Kalastusvene avautuu tasolla <LEVEL>.
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,Kalastusvene avautuu tasolla <LEVEL>.
TID_SETTING_FEEDBACK,Ilmoita ongelmasta
TID_ADD_FRIENDS,"Tule kanssani pelaamaan Hay Day -peliä, joka on aivan uusi farmikokemus! Työskentele farmillasi käyttämällä innovatiivista kosketusohjausta, pidä huolta ihanista eläimistäsi ja vaihda tuotteita muiden pelaajien kanssa."
TID_RATE_APP_TITLE,Anna Hay Daylle arvosana
TID_RATE_APP_MESSAGE,"Anna meille arvosana App Storessa, jotta voimme jatkaa upeiden pelien tekemistä!"
TID_RATE_APP_LATER,Ei juuri nyt
TID_RATE_APP_LATER_ANDROID,Ei juuri nyt
TID_RATE_APP_REVIEW,OK
TID_RATE_APP_NEVER,Älä kysy uudelleen
TID_RATE_APP_NEVER_ANDROID,Älä kysy uudelleen
TID_NEED_MORE_COWBELL_TITLE,Tilausta ei voi täyttää!
TID_NEED_MORE_COWBELL_TEXT,Tuota nämä tavarat tai osta ne kavereilta:
TID_FEEDBACK_EMAIL_TITLE,Palautetta%20Hay%20Daystä
TID_FLOATER_ORDER_TABLE_COMING_SOON,Tilaustaulu tulee käytettäväksi tasolla <LEVEL>.
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Tilaustaulu tulee käytettäväksi tasolla <LEVEL>.
TID_WARNING_LAST_CROP_TITLE,Varoitus!
TID_WARNING_LAST_CROP_TEXT,Olet käyttämässä viimeisen satosi. Haluatko jatkaa?
TID_NATIVE_DIALOG_BANNED_TITLE,Yhteysvirhe
TID_NATIVE_DIALOG_BANNED_MESSAGE,Yhteyttä palvelimeen ei voitu muodostaa. Yritä myöhemmin uudelleen.
TID_NATIVE_DIALOG_BANNED_BUTTON,OK
TID_ACHIEVEMENT_PRETTY_FARMER,Unelmafarmi
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Käytä <NUMBER> kolikkoa farmisi koristeluun.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,"Tööt, tööt!"
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Tee <NUMBER> tavararekkatoimitusta.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Tee <NUMBER> tavararekkatoimitusta.
TID_ACHIEVEMENT_LOCAL_SELLER,Ka-tsing!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Ansaitse <NUMBER> kolikkoa tienvarsikojusi myynneillä.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Asiakaskunta
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Myy tavaroita käymään tuleville asiakkaille <NUMBER> kertaa.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Myy tavaroita käymään tuleville asiakkaille <NUMBER> kertaa.
TID_ACHIEVEMENT_TURBO_HARVEST,Supersadonkorjaaja
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Korjaa <NUMBER> peltoa <MINUTES> minuutissa.
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Turborekkakuski
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Toimita <NUMBER> tavararekkatilausta <MINUTES> minuutissa.
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Superpaimen
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Kerää <NUMBER> eläintuotetta <MINUTES> minuutissa.
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Kerää <NUMBER> eläintuotetta <MINUTES> minuutissa.
TID_ACHIEVEMENT_BONANZA,Farmipohatta
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Rakenna <NUMBER> tuotantorakennusta.
TID_ACHIEVEMENT_CITIZEN_KANE,Kansalainen Kane
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Laita mainos sanomalehteen <NUMBER> kertaa.
TID_ACHIEVEMENT_EGGHEAD,Kanatarhuri
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Kerää <NUMBER> munaa.
TID_ACHIEVEMENT_GOT_MILK,Maitoparta
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Kerää <NUMBER> maitotonkkaa.
TID_ACHIEVEMENT_BACONATOR,Pekonaattori
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Kerää <NUMBER> pekonisuikaletta.
TID_ACHIEVEMENT_SHEEP_SHEARER,Lampaankeritsijä
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Kerää <NUMBER> villaa.
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Paketointipöytä-saavutus
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Nosta paketointipöydän taituruus tasolle <NUMBER>.
TID_ACHIEVEMENTS_TITLE,Saavutukset
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Lunasta palkinto
TID_ACHIEVEMENTS_COMPLETED,Suoritettu: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Farmin pisteet: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Taso <POINTS>
TID_NEED_MORE_FRIENDS,Avaamiseen tarvitaan <NUMBER> uutta Supercell ID -kaveria!
TID_CONFIRM_RESTART_FARM_TITLE,Aloitetaanko peli alusta?
TID_CONFIRM_RESTART_FARM_TEXT,"VAROITUS: Jos valitset alusta aloittamisen, menetät nykyisen edistymisesi pelissä, kolikot, timantit ja pelinsisäiset ostot!\nUusi farmisi saa alkuun pääsemiseksi 25 timantin aloituspaketin."
TID_CONFIRM_RESTART_FARM_YES,Aloita alusta
TID_CONFIRM_RESTART_FARM_NO,Peruuta
TID_CONFIRM_RESTART_FARM_PENDING_YES,Odotetaan palvelinta.
TID_RESTART_FARM,Aloita peli alusta.
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Ilmainen mainos ajassa:
TID_ROADSIDE_SHOP_CREATE_AD,Luo mainos
TID_ROADSIDE_SHOP_EDIT_SALE,Muokkaa
TID_CONFIRM_OBJECT_TRASH_TITLE,Hävitetäänkö kohde?
TID_CONFIRM_OBJECT_TRASH_TEXT,Haluatko varmasti hävittää kohteen? Et saa sitä takaisin.
TID_CONFIRM_OBJECT_TRASH_YES,Hävitä se
TID_CONFIRM_OBJECT_TRASH_NO,Peruuta
TID_NEW_ACHIEVEMENT_GAINED,Saavutus avattu!
TID_RESTART_PACKAGE_BILLING_NAME,Aloituspaketti
TID_BOAT_WAITING_AT_DOCK,Laivan lähtöön:
TID_BOAT_BONUS_REWARD,Suorita lähetys:
TID_BOAT_ORDER_TITLE,Lastaa laiva
TID_BOAT_ARRIVING_IN,Laivan saapumiseen:
TID_BOAT_NEXT_ORDER,Seuraava tilaus:
TID_FLOATER_MINE_COMING_SOON,Louhi jalometalleja ja timantteja tasolla <LEVEL>!
TID_FLOATER_MINE_COMING_SOON_MOBILE,Louhi jalometalleja ja timantteja tasolla <LEVEL>!
TID_SILVER_ORE,Hopeamalmi
TID_GOLD_ORE,Kultamalmi
TID_PLATINUM_ORE,Platinamalmi
TID_SILVER_ORE_DESCRIPTION,Kerää kaivoksesta.
TID_GOLD_ORE_DESCRIPTION,Kerää kaivoksesta.
TID_PLATINUM_ORE_DESCRIPTION,Kerää kaivoksesta.
TID_SILVER_BAR,Hopeaharkko
TID_GOLD_BAR,Kultaharkko
TID_PLATINUM_BAR,Platinaharkko
TID_SMELTER_PRODUCT_DESCRIPTION,Tuota sulatusuunilla.
TID_SMELTER,Sulatusuuni
TID_SMELTER_DESCRIPTION,Tuottaa malmeista metallia.
TID_SMELTER_DESCRIPTION_MOBILE,Tuottaa malmeista metallia.
TID_SPEED_UP_BOAT,Hanki laiva nyt
TID_SEND_SHIP_POPUP_TITLE,Irrotetaanko kiinnikkeet?
TID_SEND_SHIP_POPUP_DESCRIPTION,Et ole suorittanut toimitusta!\n\nLaiva palaa muutaman tunnin päästä.
TID_SEND_SHIP_POPUP_YES,"Kyllä, irrota kiinnikkeet."
TID_SEND_SHIP_POPUP_NO,"Ei, jatka lastausta."
TID_HINT_FACEBOOK_LIKE,Etsi meidät Facebookista kaikkia Hay Dayhin liittyviä asioita varten! Siirry osoitteeseen: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Etsi meidät Facebookista kaikkia Hay Dayhin liittyviä asioita varten! Siirry osoitteeseen: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Kun käyt kivalla farmilla, tykkää siitä napauttamalla hymiötä!"
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Kun käyt kivalla farmilla, tykkää siitä napauttamalla hymiötä!"
TID_HINT_STATS,Voit katsoa farmin tilastoja napauttamalla tasotähteä.
TID_HINT_STATS_MOBILE,Voit katsoa farmin tilastoja napauttamalla tasotähteä.
TID_HINT_ROTATE,Voit siirtää ja kääntää kohteita napauttamalla ja pitämällä niitä painettuina.
TID_HINT_ROTATE_MOBILE,Voit siirtää ja kääntää kohteita napauttamalla ja pitämällä niitä painettuina.
TID_HINT_FAN_SWITCH,"Kun kylvät siemeniä, voit näyttää lisää viljatyyppejä napauttamalla vaihtopainiketta."
TID_HINT_FAN_SWITCH_MOBILE,"Kun kylvät siemeniä, voit näyttää lisää viljatyyppejä napauttamalla vaihtopainiketta."
TID_HINT_TREES,Sahoja ja kirveitä voidaan käyttää hedelmäpuiden ja pensaiden raivaamiseen.
TID_HINT_TREES_MOBILE,Sahoja ja kirveitä voidaan käyttää hedelmäpuiden ja pensaiden raivaamiseen.
TID_HINT_MINE,"Dynamiittia, TNT-tynnyreitä ja lapioita voidaan käyttää kaivoksessa."
TID_HINT_GAMECENTER_FRIENDS,Voit lisätä kavereita myös Game Center -sovelluksesta tai Supercell ID:ltä!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Voit lisätä kavereita Hay Dayhin lisäämällä kaverin Supercell ID:ssä!
TID_HINT_ROADSIDESHOP,"Jos haluat käyttää tienvarsikojua ja sanomalehteä, kirjaudu Game Centeriin!"
TID_HINT_ROADSIDESHOP_MOBILE,KYSYMYS_17
TID_HINT_ROADSIDESHOP_ANDROID,"Jos haluat käyttää tienvarsikojua ja sanomalehteä, kirjaudu Supercell ID:hen!"
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,"Jos haluat käyttää tienvarsikojua ja sanomalehteä, kirjaudu Supercell ID:hen!"
TID_HINT_GENERAL_HELP,"Korjaa satoa ja tuota tavaroita, varastoi niitä ja myy kysynnän mukaan!"
TID_HINT_GENERAL_HELP_MOBILE,"Korjaa satoa ja tuota tavaroita, varastoi niitä ja myy kysynnän mukaan!"
TID_BOAT_ARRIVING_SOON,Laiva saapuu!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Tienvarsikojussasi olevat tavarat on myyty!
TID_REPAIR_DOCKS_TITLE,Korjataanko laituri?
TID_REPAIR_DOCKS_TEXT,"Korjaa laituri, jotta voit aloittaa laivatilausten täyttämisen!"
TID_REPAIR_DOCKS_TEXT_MOBILE,"Korjaa laituri, jotta voit aloittaa laivatilausten täyttämisen!"
TID_REPAIR_DOCKS_YES,Aloita korjaus
TID_REPAIR_MINE_TITLE,Korjataanko kaivos?
TID_REPAIR_MINE_TEXT,"Kaivoksella voit tehdä kaivauksia käyttämällä apuna dynamiittia, TNT-tynnyreitä ja lapiota. Voit löytää arvokkaita malmeja tai jopa timantteja!"
TID_REPAIR_MINE_YES,Aloita korjaus
TID_FRUIT_TREE_FB_HELP_TITLE,Tarvitsen apua hedelmätarhani kanssa!!
TID_APPLE_TREE_FB_HELP_TEXT,Omenapuuni kuihtuu. Voisitko kastella sen puolestani?
TID_CHERRY_TREE_FB_HELP_TEXT,Kirsikkapuuni kuihtuu. Ole kiltti ja kastele se puolestani!
TID_CACAO_TREE_FB_HELP_TEXT,Kaakaopuuni kuihtuu. Ole kiltti ja kastele se puolestani!
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Vadelmapensaani kaipaa pikaisesti kastelua. Voisitko auttaa?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,Unohdin kastella karhunvatukkapensaani. Voisitko tehdä sen puolestani?
TID_FRIEND_BAR_FRIENDS_TAB,Kaverit
TID_FRIEND_BAR_FOLLOWERS_TAB,Seuraajat
TID_MINE,Kaivos
TID_DOCKS,Laituri
TID_GENERIC_FB_DESCRIPTION,"Hay Day on täysin uusi farmikokemus, jonka sulava eleohjaus on luotu huolellisesti kosketuslaitettasi varten."
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Sadonkorjuuapu
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Saat vieläkin enemmän satoa Supercell ID -kavereiden avulla!
TID_FRIEND_BAR_FOLLOWERS,Seuraajien määrä
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Kunnossapito tulossa
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Hei, farmarit! Kohta tulee kunnossapitotauko. Palvelimet käynnistetään uudelleen <MINUTES> minuutin kuluttua ja niiden pitäisi palata online-tilaan muutamaa minuuttia myöhemmin."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Röh!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Palvelin offline-tilassa
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,"Teemme kunnossapitotoimia Hay Daylle. Pahoittelemme häiriötä, yritä myöhemmin uudelleen!"
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Yritä kirjautua uudelleen
TID_STAND_ALREADY_BOUGHT,Ikävä kyllä joku osti jo tämän!
TID_START_FOLLOWING,Farmin seuraaminen on aloitettu ja se on lisätty kaveripalkkiin.
TID_STOP_FOLLOWING,Farmin seuraaminen on lopetettu.
TID_MAX_FOLLOWERS,Ei voi seurata farmia! Kaikki paikat ovat käytössä.
TID_FOLLOWER_BAR_INFO,Täältä näet kaikki sinua seuraavat ihmiset!
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Hanki <NUMBER> timanttia!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Ei nyt
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Älä näytä uudelleen
TID_BOY_FIRST_POPUP_TEXT,"Hei! Olen Tom, ja voin toimia juoksupoikanasi. Odottelen tienvarsikojusi luona!"
TID_BOY_FIRST_POPUP_BUTTON,"Selvä, kokeillaan."
TID_BOY_SEARCH_TEXT,Mitä minun pitäisi etsiä?
TID_BOY_SEARCH_TIMER,Palveluksessasi: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Palveluksessasi:
TID_BOY_SEARCH_BUTTON,Aloita etsintä
TID_BOY_FOUND_TEXT,Tällaisia löysin. Minkä haluat?
TID_BOY_FOUND_CANCEL_BUTTON,En mitään
TID_BOY_RESTING_TEXT,Zzz... Minun täytyy nyt levätä hetki... zzZZZzz...
TID_BOY_RESTING_TIMER,Käytettävissä seuraavan kerran: <TIME>
TID_BOY_HIRE_TEXT,Haluatko palkata minut uudelleen?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Heippa, <name>. Onpa mukavaa, että olet palannut! Oleskelen täällä seuraavan parin päivän ajan, jos tarvitset apua. Sinulle se on ilmaista!"
TID_BOY_HIRE_TIME,<DAYS> päivää
TID_BOY_HIRE_TIME_1DAY,1 päivä
TID_BOY_HIRE_CANCEL_BUTTON,Ei kiitos
TID_BOY_HIRE_CANCELED_TEXT,"Oli mukava työskennellä sinulle! Jos tarvitset jotakin tuotetta, voit kutsua minut napauttamalla tätä laatikkoa!"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Oli mukava työskennellä sinulle! Jos tarvitset jotakin tuotetta, voit kutsua minut napauttamalla tätä laatikkoa!"
TID_FAQ_TITLE,Hay Day -tuki
TID_FAQ_BUTTON,Ohje ja tuki
TID_UPDATE_REQUIRED_DIALOG_TITLE,Päivitys vaaditaan
TID_MAINTENANCE_DIALOG_TITLE,Kunnossapito
TID_FAQ_QUESTION_1,"K: Miksi en voi avata Facebook-sivuanne Uusimmat päivitykset -painikkeen avulla, kun kieleksi on asetettu kiina?"
TID_FAQ_ANSWER_1,"V: Koska Facebook ei ole käytettävissä Kiinassa, painike ohjaa kiinalaiselle Weibo-fanisivullemme. Jos käytät kiinalaista kieliasetusta Hay Day -pelissä ja Facebookin pitäisi toimia alueellasi, linkki sivustolle on: http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Mansikka
TID_FAQ_QUESTION_2,K: Kadotin farmini. Miten saan sen takaisin?
