TID,MS
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,Anda telah kehilangan sambungan dengan pelayan. Periksa sambungan Internet anda dan cuba lagi.
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,Cuba lagi
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,Sambungan hilang
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,Pelayan tidak memberi respons. Periksa sambungan Internet dan cuba lagi.
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,Cuba lagi
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,Sambungan hilang
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,Pelayan pengebilan tidak memberikan respons. Sila cuba lagi kemudian.
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,Ok
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,Kemas kini diperlukan
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,Kemas kini baharu kini tiba! Kemas kini sekarang untuk menikmati versi terbaharu permainan dan bersedia untuk kejutan istimewa—Berlian percuma akan menanti anda di kedai!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,Muat turun
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,Sambungan gagal
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,Tidak dapat disambungkan ke pelayan. Kod ralat <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Cuba lagi
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Sambungan gagal
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,Tidak dapat membuat sambungan dengan pelayan. Periksa sambungan Internet anda dan cuba lagi.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Cuba lagi
TID_FENCE_01,Pagar
TID_FENCE_01_DESCRIPTION,Hias ladang anda
TID_FENCE_02,Benteng Batu
TID_FENCE_02_DESCRIPTION,Hias ladang anda
TID_FENCE_03,Laluan Berbatu
TID_FENCE_03_DESCRIPTION,Hias ladang anda
TID_FLOWERPOT_1,Bunga Dahlia
TID_FLOWERPOT_1_DESCRIPTION,Menarik rama-rama
TID_FLOWERBED_1,Bunga Daisi
TID_FLOWERBED_1_DESCRIPTION,Menarik rama-rama
TID_FLOWERBED_2,Lupin
TID_FLOWERBED_2_DESCRIPTION,Menarik rama-rama
TID_BARREL_1,Tong Kecil
TID_BARREL_1_DESCRIPTION,Hias ladang anda
TID_BARREL_2,Tong
TID_BARREL_2_DESCRIPTION,Hias ladang anda
TID_BIRDHOUSE_1,Rumah burung
TID_BIRDHOUSE_1_DESCRIPTION,Menarik burung
TID_GAZEBO_1,Gazebo
TID_GAZEBO_1_DESCRIPTION,Hias ladang anda
TID_LANTERN,Tanglung
TID_LANTERN_DESCRIPTION,Hias ladang anda
TID_HAYCART,Kart Rumput Kering
TID_HAYCART_DESCRIPTION,Hias ladang anda
TID_HAYBALE_1,Rumput Kering
TID_HAYBALE_1_DESCRIPTION,Hias ladang anda
TID_WHEELBARROW,Kereta Sorong
TID_WHEELBARROW_DESCRIPTION,Menarik rama-rama
TID_BIRDHOUSE_2,Rumah Ren
TID_BIRDHOUSE_2_DESCRIPTION,Menarik burung
TID_GAZEBO_2,Pavilion
TID_GAZEBO_2_DESCRIPTION,Hias ladang anda
TID_HAYBALE_2,Rumput Kering Segar
TID_HAYBALE_2_DESCRIPTION,Hias ladang anda
TID_PEOPLE_ORDER_GREETING1,Hai! Boleh kamu beri ini?
TID_PEOPLE_ORDER_GREETING2,Helo! Ada ini dalam stok?
TID_PEOPLE_ORDER_GREETING3,Selamat tengah hari! Ingin membeli.
TID_PEOPLE_ORDER_GREETING4,Boleh kamu jual ini kepada saya?
TID_PEOPLE_ORDER_GREETING5,Hai! Ada barang yang hendak dijual?
TID_PEOPLE_ORDER_GREETING6,Hai! Mari berniaga.
TID_PEOPLE_ORDER_GREETING7,Apa kata kamu jual ini kepada saya?
TID_PEOPLE_ORDER_GREETING8,Cuaca yang baik! Perniagaan dibuka?
TID_PEOPLE_ORDER_GREETING9,Hai! Ibu minta saya beli barang.
TID_PEOPLE_ORDER_GREETING10,Hai! Saya membeli-belah untuk Nenek.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Ah, bagus! Anda sudah kembali. Ingatkan tadi nak beli ladang anda."
TID_PEOPLE_ORDER_REENGAGEMENT2,Dengar baik-baik... Saya nak beli barang.
TID_PEOPLE_ORDER_REENGAGEMENT3,Saya tertanya-tanya ke mana anda pergi. Diam-diam... tertanya-tanya...
TID_PEOPLE_ORDER_REENGAGEMENT4,Boleh bagi saya secara percuma? Is. Biarlah.
TID_PEOPLE_ORDER_REENGAGEMENT5,"Hi, saya datang lagi. Anda ada barang yang saya nak?"
TID_PEOPLE_ORDER_REENGAGEMENT6,"Ada tak flanel saiz saya? Jika tak, saya ambil sajalah apa yang ada."
TID_PEOPLE_ORDER_REENGAGEMENT7,"Hai, awak! Kita bertemu lagi!"
TID_PEOPLE_ORDER_REENGAGEMENT8,"Selamat kembali, sayang! Apa yang anda syorkan hari ini?"
TID_PEOPLE_ORDER_REENGAGEMENT9,Semua benda letupan yang saya beli? Jangan tanya sebab saya perlukannya.
TID_PEOPLE_ORDER_REENGAGEMENT10,Indahnya hari ni. Nenek saya bertanya khabar.
TID_PEOPLE_ORDER_YOU_HAVE,(Anda ada:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,untuk memulakan tindakan
TID_NAME_FARM_TITLE,Apakah nama ladang anda?
TID_DEFAULT_FARM_NAME,Ladang <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,KETIK DI SINI UNTUK MENULIS
TID_NAME_FARM_WAITING,Meluluskan nama...
TID_NAME_FARM_FAILED,NAMA TIDAK SAH!
TID_GUEST_YES,"Ya, nah"
TID_GUEST_NO,"Tidak, maaf"
TID_GUEST_CANCEL,Tunggu sekejap
TID_MYSTERY_BOX_TITLE,Dikunci!
TID_MYSTERY_BOX_DESCRIPTION,Kotak misteri yang anda temui terkunci! Anda boleh membukanya menggunakan berlian.
TID_MYSTERY_BOX_OPEN,untuk membuka kotak
TID_SETTINGS_TITLE,Tetapan
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Disambungkan
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Dinyahsambungkan
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Menyambung
TID_ABOUT_TITLE,Perihal
TID_SETTING_CHANGE_NAME,Tukar Nama Ladang
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Sambung
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nHak Cipta 2012-2025 Supercell Oy. Hak Cipta Terpelihara.\n\nSemua penggunaan perisian ini tertakluk pada\nTerma Perkhidmatan di http://www.supercell.net/terms-of-service dan Dasar Privasi di http://www.supercell.net/privacy-policy\n\nKREDIT\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Beli rumah untuk haiwan peliharaan dahulu!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Beli rumah untuk haiwan peliharaan dahulu!
TID_FLOATER_PET_HABITAT_FULL,Semua rumah haiwan peliharaan penuh!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Semua rumah haiwan peliharaan penuh!
TID_FLOATER_HOUSE_COMING_SOON,Pencapaian dibuka pada tahap <LEVEL>
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Pencapaian dibuka pada tahap <LEVEL>
TID_FLOATER_PAINT_SHACK_COMING_SOON,Pondok cat akan datang!
TID_FLOATER_DOCK_COMING_SOON,Dok dan papan pemimpin bot dibuka pada tahap <LEVEL>
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Dok dan papan pemimpin bot dibuka pada tahap <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,Gerai Tepi Jalan akan dibuka pada tahap <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,Gerai Tepi Jalan akan dibuka pada tahap <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Anda boleh mengosongkan tanah pada tahap <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Anda boleh mengosongkan tanah pada tahap <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON,Surat khabar dihantar pada tahap <LEVEL>
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Surat khabar dihantar pada tahap <LEVEL>
TID_FLOATER_HABITAT_FULL,Kandang ini penuh. Beli satu lagi dari kedai!
TID_FLOATER_HABITAT_FULL_MOBILE,Kandang ini penuh. Beli satu lagi dari kedai!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,Bangsal penuh!
TID_FLOATER_INVALID_OBJECT_POSITION,Tidak cukup ruang di sini!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Letakkan haiwan dalam kandang!
TID_FLOATER_BOAT_COMING_SOON,Bot akan datang pada tahap <LEVEL>
TID_FLOATER_QUEUE_FULL,Kumpul item untuk mengosongkan giliran pengeluaran!
TID_FLOATER_PET_HUNGRY,Beri haiwan peliharaan anda makan di dalam rumah mereka.
TID_FLOATER_EXPANSION_COMING_SOON,Peluasan dibuka pada tahap <LEVEL>
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Peluasan dibuka pada tahap <LEVEL>
TID_FLOATER_EXPANSION_CONNECTION,Tanah perlu bersambung dengan ladang
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Tanah perlu bersambung dengan ladang
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Akan datang!
TID_FLOATER_FISHING_BOAT_COMING_SOON,Bot untuk memancing dibuka pada tahap <LEVEL>
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,Bot untuk memancing dibuka pada tahap <LEVEL>
TID_SETTING_FEEDBACK,Laporkan isu
TID_ADD_FRIENDS,"Sertai saya dalam Hay Day, pengalaman perladangan baharu! Usahakan ladang anda dengan kawalan sentuhan inovatif, ternak haiwan anda yang comel dan jual barangan dengan pemain lain."
TID_RATE_APP_TITLE,Sila nilai Hay Day
TID_RATE_APP_MESSAGE,Sila nilaikan kami di App Store supaya kami boleh terus menghasilkan permainan hebat!
TID_RATE_APP_LATER,Bukan sekarang
TID_RATE_APP_LATER_ANDROID,Bukan sekarang
TID_RATE_APP_REVIEW,OK
TID_RATE_APP_NEVER,Jangan tanya lagi
TID_RATE_APP_NEVER_ANDROID,Jangan tanya lagi
TID_NEED_MORE_COWBELL_TITLE,Tidak boleh mengisi pesanan!
TID_NEED_MORE_COWBELL_TEXT,Hasilkan item ini atau beli daripada rakan:
TID_FEEDBACK_EMAIL_TITLE,Maklum balas%20untuk%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,Papan pesanan disediakan pada tahap <LEVEL>
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Papan pesanan disediakan pada tahap <LEVEL>
TID_WARNING_LAST_CROP_TITLE,Amaran!
TID_WARNING_LAST_CROP_TEXT,Anda akan menggunakan hasil tanaman terakhir anda. Adakah anda ingin teruskan?
TID_NATIVE_DIALOG_BANNED_TITLE,Sambungan gagal
TID_NATIVE_DIALOG_BANNED_MESSAGE,Tidak dapat membuat sambungan dengan pelayan. Sila cuba lagi kemudian.
TID_NATIVE_DIALOG_BANNED_BUTTON,Ok
TID_ACHIEVEMENT_PRETTY_FARMER,Ladang Impian
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Melabur <NUMBER> duit syiling untuk menghias ladang anda
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Bip Bip!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Selesaikan <NUMBER> hantaran trak
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Selesaikan <NUMBER> hantaran trak
TID_ACHIEVEMENT_LOCAL_SELLER,Cha-Ching!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Buat <NUMBER> duit syiling dalam penjualan di gerai tepi jalan anda
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Naungan
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Jual barangan kepada pelanggan yang melawat <NUMBER> kali
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Jual barangan kepada pelanggan yang melawat <NUMBER> kali
TID_ACHIEVEMENT_TURBO_HARVEST,Penuai Hiper
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Tuai <NUMBER> batas dalam <MINUTES> minit
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Trak Turbo
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Hantar <NUMBER> pesanan trak dalam <MINUTES> minit
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Penternak Hiper
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Kumpul <NUMBER> produk haiwan dalam <MINUTES> minit
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Kumpul <NUMBER> produk haiwan dalam <MINUTES> minit
TID_ACHIEVEMENT_BONANZA,Hartawan Ladang
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Bina <NUMBER> bangunan pengeluaran
TID_ACHIEVEMENT_CITIZEN_KANE,Warga Kane
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Letakkan iklan dalam surat khabar <NUMBER> kali
TID_ACHIEVEMENT_EGGHEAD,Cendekiawan
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Ambil <NUMBER> telur
TID_ACHIEVEMENT_GOT_MILK,Ada Susu?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Kumpul <NUMBER> jag susu
TID_ACHIEVEMENT_BACONATOR,Baconator
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Kumpul <NUMBER> jalur bakon
TID_ACHIEVEMENT_SHEEP_SHEARER,Pengetam Bulu Biri-biri
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Ambil <NUMBER> kapas
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Pencapaian Stesen Membungkus Hadiah
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Meningkatkan Stesen Membungkus Hadiah ke Penguasaan <NUMBER>
TID_ACHIEVEMENTS_TITLE,Pencapaian
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Tuntut Ganjaran
TID_ACHIEVEMENTS_COMPLETED,Selesaikan: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Skor Ladang: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Tahap <POINTS>
TID_NEED_MORE_FRIENDS,Memerlukan <NUMBER> rakan Supercell ID baharu untuk buka!
TID_CONFIRM_RESTART_FARM_TITLE,Mulakan semula permainan?
TID_CONFIRM_RESTART_FARM_TEXT,"AMARAN: Jika anda memilih Mula Semula, anda akan kehilangan semua perkembangan semasa, duit syiling, berlian dan pembelian dalam aplikasi!\nPakej mula semula mengandungi 25 berlian untuk mengusahakan ladang baharu anda."
TID_CONFIRM_RESTART_FARM_YES,Mula Semula
TID_CONFIRM_RESTART_FARM_NO,Batal
TID_CONFIRM_RESTART_FARM_PENDING_YES,Menunggu pelayan...
TID_RESTART_FARM,Mula Semula Permainan
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Iklan percuma dalam:
TID_ROADSIDE_SHOP_CREATE_AD,Cipta iklan
TID_ROADSIDE_SHOP_EDIT_SALE,Edit Jualan
TID_CONFIRM_OBJECT_TRASH_TITLE,Buang Item?
TID_CONFIRM_OBJECT_TRASH_TEXT,Adakah anda pasti ingin membuang item? Anda tidak akan mendapatnya semula.
TID_CONFIRM_OBJECT_TRASH_YES,Buangkannya
TID_CONFIRM_OBJECT_TRASH_NO,Batal
TID_NEW_ACHIEVEMENT_GAINED,Pencapaian dibuka kunci!
TID_RESTART_PACKAGE_BILLING_NAME,Pakej Mula Semula
TID_BOAT_WAITING_AT_DOCK,Bot bertolak dalam:
TID_BOAT_BONUS_REWARD,Penghantaran selesai:
TID_BOAT_ORDER_TITLE,Muatkan Kargo
TID_BOAT_ARRIVING_IN,Bot tiba dalam:
TID_BOAT_NEXT_ORDER,Pesanan seterusnya:
TID_FLOATER_MINE_COMING_SOON,Gali logam dan berlian berharga pada tahap <LEVEL>!
TID_FLOATER_MINE_COMING_SOON_MOBILE,Gali logam dan berlian berharga pada tahap <LEVEL>!
TID_SILVER_ORE,Bijih Perak
TID_GOLD_ORE,Bijih Emas
TID_PLATINUM_ORE,Bijih Platinum
TID_SILVER_ORE_DESCRIPTION,Kumpul dari lombong
TID_GOLD_ORE_DESCRIPTION,Kumpul dari lombong
TID_PLATINUM_ORE_DESCRIPTION,Kumpul dari lombong
TID_SILVER_BAR,Bar Perak
TID_GOLD_BAR,Bar Emas
TID_PLATINUM_BAR,Bar Platinum
TID_SMELTER_PRODUCT_DESCRIPTION,Hasilkan di Relau Lebur
TID_SMELTER,Relau Lebur
TID_SMELTER_DESCRIPTION,Proses bijih menjadi logam
TID_SMELTER_DESCRIPTION_MOBILE,Proses bijih menjadi logam
TID_SPEED_UP_BOAT,Dapatkan Bot sekarang
TID_SEND_SHIP_POPUP_TITLE,Berangkat?
TID_SEND_SHIP_POPUP_DESCRIPTION,Anda belum menyelesaikan penghantaran!\n\nBot akan kembali dalam masa beberapa jam.
TID_SEND_SHIP_POPUP_YES,"Ya, berangkat."
TID_SEND_SHIP_POPUP_NO,"Tidak, teruskan memuat."
TID_HINT_FACEBOOK_LIKE,Cari kami di Facebook untuk Hay Day! Pergi ke: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Cari kami di Facebook untuk Hay Day! Pergi ke: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Apabila melawat ladang yang cantik, ketik senyuman untuk menyukainya!"
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Apabila melawat ladang yang cantik, ketik senyuman untuk menyukainya!"
TID_HINT_STATS,Ketik pada bintang tahap anda untuk melihat statistik ladang anda.
TID_HINT_STATS_MOBILE,Ketik pada bintang tahap anda untuk melihat statistik ladang anda.
TID_HINT_ROTATE,Anda boleh mengalih dan memutar objek dengan mengetik dan memegangnya.
TID_HINT_ROTATE_MOBILE,Anda boleh mengalih dan memutar objek dengan mengetik dan memegangnya.
TID_HINT_FAN_SWITCH,"Semasa menanam biji benih, anda boleh menemui lebih banyak jenis biji benih dengan mengetik butang \qtukar\q."
TID_HINT_FAN_SWITCH_MOBILE,"Semasa menanam biji benih, anda boleh menemui lebih banyak jenis biji benih dengan mengetik butang \qtukar\q."
TID_HINT_TREES,Gergaji dan Kapak boleh digunakan untuk memotong pokok dan rimbunan buah.
TID_HINT_TREES_MOBILE,Gergaji dan Kapak boleh digunakan untuk memotong pokok dan rimbunan buah.
TID_HINT_MINE,"Dinamit, Tong TNT dan Penyodok boleh digunakan dalam Lombong."
TID_HINT_GAMECENTER_FRIENDS,Anda juga boleh menambah rakan daripada aplikasi Game Center atau Supercell ID!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Anda boleh menambah rakan ke Hay Day apabila anda menambah rakan dalam Supercell ID!
TID_HINT_ROADSIDESHOP,"Untuk menggunakan gerai tepi jalan dan surat khabar, log masuk ke Game Center!"
TID_HINT_ROADSIDESHOP_MOBILE,SOALAN_17
TID_HINT_ROADSIDESHOP_ANDROID,"Untuk menggunakan gerai tepi jalan dan surat khabar, log masuk ke Supercell ID!"
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,"Untuk menggunakan gerai tepi jalan dan surat khabar, log masuk ke Supercell ID!"
TID_HINT_GENERAL_HELP,"Tuai tanaman dan hasilkan barangan, tambah stok dan jual mengikut permintaan!"
TID_HINT_GENERAL_HELP_MOBILE,"Tuai tanaman dan hasilkan barangan, tambah stok dan jual mengikut permintaan!"
TID_BOAT_ARRIVING_SOON,Bot tiba!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Barang dari gerai tepi jalan anda telah dijual!
TID_REPAIR_DOCKS_TITLE,Baiki Dok?
TID_REPAIR_DOCKS_TEXT,Baiki dok untuk menyambut bot dan menyelesaikan penghantaran!
TID_REPAIR_DOCKS_TEXT_MOBILE,Baiki dok untuk menyambut bot dan menyelesaikan penghantaran!
TID_REPAIR_DOCKS_YES,Mula membaiki
TID_REPAIR_MINE_TITLE,Baiki Lombong?
TID_REPAIR_MINE_TEXT,"Di lombong, anda boleh menggali barangan menggunakan Dinamit, Tong TNT dan Penyodok. Anda boleh menemui bijih yang berharga dan juga berlian!"
TID_REPAIR_MINE_YES,Mula membaiki
TID_FRUIT_TREE_FB_HELP_TITLE,Saya perlukan bantuan di kebun saya!
TID_APPLE_TREE_FB_HELP_TEXT,Pokok epal saya layu. Boleh kamu siramkan untuk saya?
TID_CHERRY_TREE_FB_HELP_TEXT,Pokok ceri saya layu. Boleh kamu siramkan untuk saya?
TID_CACAO_TREE_FB_HELP_TEXT,Pokok koko saya layu. Tolong siramkan untuk saya!
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Rimbunan raspberi saya perlu disiram dengan cepat. Boleh kamu bantu?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,Saya terlupa untuk menyiram rimbunan beri hitam saya. Boleh kamu lakukannya untuk saya?
TID_FRIEND_BAR_FRIENDS_TAB,Rakan
TID_FRIEND_BAR_FOLLOWERS_TAB,Pengikut
TID_MINE,Lombong
TID_DOCKS,Dok
TID_GENERIC_FB_DESCRIPTION,Hay Day sememangnya pengalaman perladangan baharu dengan kawalan gerak isyarat lancar yang dihasilkan penuh kasih sayang untuk peranti sentuh anda.
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Bantuan Menuai
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Anda boleh mendapatkan lebih banyak tuaian dengan bantuan rakan Supercell ID!
TID_FRIEND_BAR_FOLLOWERS,Kiraan pengikut
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Penyelenggaraan akan datang
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Hei petani, tidak lama lagi kami akan menyelenggara! Pelayan akan but semula dalam <MINUTES> minit dan akan kembali ke dalam talian tidak lama lagi."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Oink!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Pelayan di luar talian
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,"Kami sedang membuat penyelenggaraan pada Hay Day. Maaf atas kesulitan, sila cuba lagi kemudian!"
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Cuba semula log masuk
TID_STAND_ALREADY_BOUGHT,"Maaf, ada orang yang sudah membeli ini!"
TID_START_FOLLOWING,Ladang Diikuti dan ditambah ke bar Rakan.
TID_STOP_FOLLOWING,Ladang tidak diikuti.
TID_MAX_FOLLOWERS,Tidak boleh mengikuti ladang! Semua slot sedang digunakan.
TID_FOLLOWER_BAR_INFO,"Di sini, anda akan menemui orang yang mengikuti anda!"
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Dapatkan <NUMBER> berlian!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Bukan sekarang
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Jangan tunjukkan lagi
TID_BOY_FIRST_POPUP_TEXT,"Hai, saya Tom dan saya boleh melakukan kerja seharian untuk kamu. Saya akan tunggu di gerai tepi jalan kamu!"
TID_BOY_FIRST_POPUP_BUTTON,"Ok, mari cuba"
TID_BOY_SEARCH_TEXT,Apakah yang patut saya cari?
TID_BOY_SEARCH_TIMER,Berkhidmat untuk anda: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Berkhidmat untuk anda:
TID_BOY_SEARCH_BUTTON,Mulakan pencarian
TID_BOY_FOUND_TEXT,Ini yang saya temui. Mana satukah yang anda mahu?
TID_BOY_FOUND_CANCEL_BUTTON,Tiada satu pun
TID_BOY_RESTING_TEXT,Zzz... Saya betul-betul perlu berehat sebentar... zzZZZzz...
TID_BOY_RESTING_TIMER,Tersedia semula dalam: <TIME>
TID_BOY_HIRE_TEXT,Ingin mengambil saya bekerja semula?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Hai, <name>! Selamat kembali! Saya akan berada di sini untuk beberapa hari jika anda perlukan bantuan. Untuk anda sahaja, saya takkan mengenakan bayaran!"
TID_BOY_HIRE_TIME,<DAYS> Hari
TID_BOY_HIRE_TIME_1DAY,1 Hari
TID_BOY_HIRE_CANCEL_BUTTON,"Tidak, terima kasih"
TID_BOY_HIRE_CANCELED_TEXT,"Seronok bekerja dengan kamu! Jika kamu ada kerja seharian yang perlu dilakukan, panggil sahaja dengan mengetik kotak di sini!"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Seronok bekerja dengan kamu! Jika kamu ada kerja seharian yang perlu dilakukan, panggil sahaja dengan mengetik kotak di sini!"
TID_FAQ_TITLE,Sokongan Hay Day
TID_FAQ_BUTTON,Bantuan & Sokongan
TID_UPDATE_REQUIRED_DIALOG_TITLE,Kemas Kini Diperlukan
TID_MAINTENANCE_DIALOG_TITLE,Penyelenggaraan
TID_FAQ_QUESTION_1,S: Mengapakah saya tidak boleh membuka halaman Facebook anda menggunakan butang \qKemas Kini Terkini\q apabila saya menetapkan bahasa saya kepada bahasa Cina?
TID_FAQ_ANSWER_1,"J: Facebook tidak dapat diakses di China, butang mengarah semula ke halaman peminat Cina di Weibo. Jika anda menggunakan tetapan bahasa Cina dalam Hay Day tetapi sepatutnya mendapat akses ke Facebook dalam rantau anda, pautan ialah http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Strawberi
TID_FAQ_QUESTION_2,S: Saya kehilangan ladang saya. Bagaimanakah saya boleh mendapatkannya semula?
TID_FAQ_ANSWER_2,"J: Kami mengesyorkan anda bermain hanya satu ladang pada setiap peranti dan menyambungkan ladang anda kepada akaun Game Center atau Supercell ID anda sendiri. Jika anda memuat berbilang ladang pada satu peranti, anda mungkin akan kehilangan akses kepada satu atau kesemua akaun. Jika anda kehilangan ladang anda, hubungi Sokongan Pemain menggunakan butang \qLaporkan isu\q di bawah. Jangan lupa untuk memberikan nama ladang dan tahap lama anda!"
TID_FAQ_ANSWER_2_ANDROID,"J: Kami mengesyorkan anda bermain hanya satu ladang pada setiap peranti dan menyambungkan ladang anda kepada akaun Google Play atau Supercell ID anda sendiri. Jika anda memuat berbilang ladang pada satu peranti, anda mungkin akan kehilangan akses kepada satu atau kesemua akaun. Jika anda kehilangan ladang anda, hubungi Sokongan Pemain menggunakan butang \qLaporkan isu\q di bawah. Jangan lupa untuk memberikan nama ladang dan tahap lama anda!"
TID_FAQ_QUESTION_3,S: Saya tidak boleh membeli berlian. Bantu saya!
