TID,ES
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,No se ha podido conectar con el servidor (código de error: <CODE>).
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Reintentar
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Fallo de conexión
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,No se ha podido establecer la conexión con el servidor. Comprueba tu conexión a Internet y vuelve a intentarlo.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Reintentar
TID_FENCE_01,Valla
TID_FENCE_01_DESCRIPTION,Decora tu granja.
TID_FENCE_02,Muro de piedra
TID_FENCE_02_DESCRIPTION,Decora tu granja.
TID_FENCE_03,Camino de piedra
TID_FENCE_03_DESCRIPTION,Decora tu granja.
TID_FLOWERPOT_1,Dalias
TID_FLOWERPOT_1_DESCRIPTION,Atrae mariposas.
TID_FLOWERBED_1,Margaritas
TID_FLOWERBED_1_DESCRIPTION,Atrae mariposas.
TID_FLOWERBED_2,Altramuces
TID_FLOWERBED_2_DESCRIPTION,Atrae mariposas.
TID_BARREL_1,Barriles
TID_BARREL_1_DESCRIPTION,Decora tu granja.
TID_BARREL_2,Toneles
TID_BARREL_2_DESCRIPTION,Decora tu granja.
TID_BIRDHOUSE_1,Pajarera
TID_BIRDHOUSE_1_DESCRIPTION,Atrae pájaros.
TID_GAZEBO_1,Glorieta
TID_GAZEBO_1_DESCRIPTION,Decora tu granja.
TID_LANTERN,Farola
TID_LANTERN_DESCRIPTION,Decora tu granja.
TID_HAYCART,Carro de heno
TID_HAYCART_DESCRIPTION,Decora tu granja.
TID_HAYBALE_1,Fardos de heno
TID_HAYBALE_1_DESCRIPTION,Decora tu granja.
TID_WHEELBARROW,Carretilla
TID_WHEELBARROW_DESCRIPTION,Atrae mariposas.
TID_BIRDHOUSE_2,Casita de reyezuelo
TID_BIRDHOUSE_2_DESCRIPTION,Atrae pájaros.
TID_GAZEBO_2,Pabellón
TID_GAZEBO_2_DESCRIPTION,Decora tu granja.
TID_HAYBALE_2,Heno fresco
TID_HAYBALE_2_DESCRIPTION,Decora tu granja.
TID_PEOPLE_ORDER_GREETING1,¡Hola! ¿Te sobra de esto?
TID_PEOPLE_ORDER_GREETING2,¡Hola! ¿Tienes de esto?
TID_PEOPLE_ORDER_GREETING3,¡Buenas tardes! Vengo a comprar.
TID_PEOPLE_ORDER_GREETING4,¿Puedes venderme esto?
TID_PEOPLE_ORDER_GREETING5,¡Hola! ¿Tienes productos en venta?
TID_PEOPLE_ORDER_GREETING6,¡Saludos! Hagamos negocios.
TID_PEOPLE_ORDER_GREETING7,¿Qué te parece si me vendes esto?
TID_PEOPLE_ORDER_GREETING8,¡Qué buen día hace! ¿Tienes tiempo para hacer negocios?
TID_PEOPLE_ORDER_GREETING9,¡Hola! Mi mamá me ha enviado a hacer la compra.
TID_PEOPLE_ORDER_GREETING10,¡Hola! Vengo a comprar para mi abuela.
TID_PEOPLE_ORDER_REENGAGEMENT1,¡Viva! ¡Has vuelto! Pensaba que habías vendido la granja.
TID_PEOPLE_ORDER_REENGAGEMENT2,Escúchame con atención... Quiero comprar cosas.
TID_PEOPLE_ORDER_REENGAGEMENT3,"Me preguntaba dónde estarías. En silencio, claro..."
TID_PEOPLE_ORDER_REENGAGEMENT4,"¿Son gratis? Jo, vaaale."
TID_PEOPLE_ORDER_REENGAGEMENT5,¡Hola! ¿Tienes lo que necesito?
TID_PEOPLE_ORDER_REENGAGEMENT6,"¿Tienes alguna camisa de mi talla? Si no, me llevaré lo que tengas."
TID_PEOPLE_ORDER_REENGAGEMENT7,"Esto sí que es una suerte, ¡cuánto me alegro de verte!"
TID_PEOPLE_ORDER_REENGAGEMENT8,¡Qué alegría que hayas vuelto! ¿Cuál es tu recomendación de hoy?
TID_PEOPLE_ORDER_REENGAGEMENT9,No me preguntes para qué necesito todos estos explosivos.
TID_PEOPLE_ORDER_REENGAGEMENT10,¡Un día estupendo para volver! Mi abuela te manda saludos.
TID_PEOPLE_ORDER_YOU_HAVE,(Tienes:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,INICIAR ACCIÓN
TID_NAME_FARM_TITLE,¿Cómo se llama tu granja?
TID_DEFAULT_FARM_NAME,Granja de <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,TOCA AQUÍ PARA ESCRIBIR...
TID_NAME_FARM_WAITING,Aprobando nombre...
TID_NAME_FARM_FAILED,¡NOMBRE NO VÁLIDO!
TID_GUEST_YES,"Sí, aquí tienes"
TID_GUEST_NO,"No, lo siento"
TID_GUEST_CANCEL,Espera un momento
TID_MYSTERY_BOX_TITLE,¡Por abrir!
TID_MYSTERY_BOX_DESCRIPTION,"La caja misteriosa está cerrada, ¡pero puedes abrirla con diamantes!"
TID_MYSTERY_BOX_OPEN,ABRIR CAJA
TID_SETTINGS_TITLE,Ajustes
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Conectado
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Desconectado
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Conectando
TID_ABOUT_TITLE,Acerca de
TID_SETTING_CHANGE_NAME,Nombre de la granja
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Conectar
TID_ABOUT_TEXT,Hay Day (tm) v. <VERSION>\n\nCopyright 2012-2025 de Supercell Oy. Todos los derechos reservados.\n\nEl uso de este software está sujeto a las\nCondiciones del servicio expuestas en https://supercell.com/en/terms-of-service/es/ y a la Política de privacidad que encontrarás en https://supercell.com/en/privacy-policy/es/\n\nCRÉDITOS\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,¡Primero compra una caseta para la mascota!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,¡Primero compra una caseta para la mascota!
TID_FLOATER_PET_HABITAT_FULL,¡Casetas llenas!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,¡Casetas llenas!
TID_FLOATER_HOUSE_COMING_SOON,Los logros estarán disponibles en el nivel <LEVEL>.
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Los logros estarán disponibles en el nivel <LEVEL>.
TID_FLOATER_PAINT_SHACK_COMING_SOON,Pronto estará disponible la choza de las pinturas.
TID_FLOATER_DOCK_COMING_SOON,El muelle y la clasificación del barco estarán disponibles en el nivel <LEVEL>.
TID_FLOATER_DOCK_COMING_SOON_MOBILE,El muelle y la clasificación del barco estarán disponibles en el nivel <LEVEL>.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,El puesto de venta abrirá en el nivel <LEVEL>.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,El puesto de venta abrirá en el nivel <LEVEL>.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Podrás despejar el terreno en el nivel <LEVEL>.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Podrás despejar el terreno en el nivel <LEVEL>.
TID_FLOATER_MAILBOX_COMING_SOON,El periódico se entrega a partir del nivel <LEVEL>.
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,El periódico se entrega a partir del nivel <LEVEL>.
TID_FLOATER_HABITAT_FULL,Este habitáculo está lleno. ¡Compra otro en la tienda!
TID_FLOATER_HABITAT_FULL_MOBILE,Este habitáculo está lleno. ¡Compra otro en la tienda!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,¡El granero está lleno!
TID_FLOATER_INVALID_OBJECT_POSITION,¡No hay suficiente espacio!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,¡Mete a los animales en corrales!
TID_FLOATER_BOAT_COMING_SOON,El barco llega en el nivel <LEVEL>.
TID_FLOATER_QUEUE_FULL,Recoge artículos para reducir la cola de producción.
TID_FLOATER_PET_HUNGRY,Toca su caseta para darle de comer.
TID_FLOATER_EXPANSION_COMING_SOON,Ampliación disponible en el nivel <LEVEL>.
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Ampliación disponible en el nivel <LEVEL>.
TID_FLOATER_EXPANSION_CONNECTION,Solo puedes desbloquear terrenos adyacentes a tu granja.
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Solo puedes desbloquear terrenos adyacentes a tu granja.
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,¡Próximamente!
TID_FLOATER_FISHING_BOAT_COMING_SOON,La barca de pesca se desbloquea en el nivel <LEVEL>.
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,La barca de pesca se desbloquea en el nivel <LEVEL>.
TID_SETTING_FEEDBACK,Informar de un problema
TID_ADD_FRIENDS,"Juega conmigo a Hay Day, ¡una experiencia en la granja totalmente distinta! Trabaja en la granja con controles táctiles innovadores, cuida de tus adorables animales e intercambia productos con otros jugadores."
TID_RATE_APP_TITLE,Valorar Hay Day
TID_RATE_APP_MESSAGE,Valora la aplicación en el App Store para que podamos seguir haciendo juegos increíbles.
TID_RATE_APP_LATER,Ahora no
TID_RATE_APP_LATER_ANDROID,Ahora no
TID_RATE_APP_REVIEW,Vale
TID_RATE_APP_NEVER,No volver a preguntar
TID_RATE_APP_NEVER_ANDROID,No volver\na preguntar
TID_NEED_MORE_COWBELL_TITLE,¡No puedes enviar este pedido!
TID_NEED_MORE_COWBELL_TEXT,Produce estos artículos o cómpraselos a amigos:
TID_FEEDBACK_EMAIL_TITLE,Comentarios%20sobre%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,El tablón de pedidos estará disponible a partir del nivel <LEVEL>.
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,El tablón de pedidos estará disponible a partir del nivel <LEVEL>.
TID_WARNING_LAST_CROP_TITLE,¡Ojo!
TID_WARNING_LAST_CROP_TEXT,Estás a punto de usar tus últimas cosechas. ¿Quieres continuar?
TID_NATIVE_DIALOG_BANNED_TITLE,Fallo de conexión
TID_NATIVE_DIALOG_BANNED_MESSAGE,No se ha podido establecer la conexión con el servidor. Inténtalo de nuevo más tarde.
TID_NATIVE_DIALOG_BANNED_BUTTON,Vale
TID_ACHIEVEMENT_PRETTY_FARMER,Granja de ensueño
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Invierte <NUMBER> monedas en decorar tu granja.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,"¡Bip, biiip!"
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Completa <NUMBER> repartos con la camioneta.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Completa <NUMBER> repartos con la camioneta.
TID_ACHIEVEMENT_LOCAL_SELLER,¡Caja llena!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Consigue <NUMBER> monedas vendiendo productos en el puesto de venta.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Patrocinio
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Vende productos <NUMBER> veces a los clientes que te visiten.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Vende productos <NUMBER> veces a los clientes que te visiten.
TID_ACHIEVEMENT_TURBO_HARVEST,Supercosechador
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Cosecha <NUMBER> parcelas en <MINUTES> minutos.
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Transportista veloz
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Reparte <NUMBER> pedidos con la camioneta en <MINUTES> minutos.
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Superpastor
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Recoge <NUMBER> productos de animales en <MINUTES> minutos.
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Recoge <NUMBER> productos de animales en <MINUTES> minutos.
TID_ACHIEVEMENT_BONANZA,Magnate agricultor
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Construye <NUMBER> edificios de producción.
TID_ACHIEVEMENT_CITIZEN_KANE,Ciudadano Kane
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Pon un anuncio en el periódico <NUMBER> veces.
TID_ACHIEVEMENT_EGGHEAD,Cabezahuevo
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Recoge <NUMBER> huevos.
TID_ACHIEVEMENT_GOT_MILK,¿Tienes leche?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Recoge <NUMBER> jarras de leche.
TID_ACHIEVEMENT_BACONATOR,Adicto al beicon
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Recoge <NUMBER> lonchas de beicon.
TID_ACHIEVEMENT_SHEEP_SHEARER,Esquilador de ovejas
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Recoge <NUMBER> vellones de lana.
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Logro de la estación de papel de regalo
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,¡Alcanza la maestría <NUMBER> en la estación de papel de regalo!
TID_ACHIEVEMENTS_TITLE,Logros
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Reclamar
TID_ACHIEVEMENTS_COMPLETED,Completados: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Puntuación: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Nivel <POINTS>
TID_NEED_MORE_FRIENDS,¡Necesitas <NUMBER> amigos nuevos de Supercell ID para desbloquear esto!
TID_CONFIRM_RESTART_FARM_TITLE,¿Reiniciar la partida?
TID_CONFIRM_RESTART_FARM_TEXT,"AVISO: Si seleccionas Reiniciar, perderás el progreso actual y las monedas, diamantes y compras realizadas.\nEl paquete de reinicio contiene 25 diamantes para poder volver a empezar en tu nueva granja."
TID_CONFIRM_RESTART_FARM_YES,Reiniciar
TID_CONFIRM_RESTART_FARM_NO,Cancelar
TID_CONFIRM_RESTART_FARM_PENDING_YES,Esperando al servidor...
TID_RESTART_FARM,Reiniciar partida
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Anuncio gratis en:
TID_ROADSIDE_SHOP_CREATE_AD,Crear anuncio
TID_ROADSIDE_SHOP_EDIT_SALE,Editar venta
TID_CONFIRM_OBJECT_TRASH_TITLE,Tirar artículo
TID_CONFIRM_OBJECT_TRASH_TEXT,¿Seguro que quieres tirar este artículo? No podrás recuperarlo.
TID_CONFIRM_OBJECT_TRASH_YES,Tirar
TID_CONFIRM_OBJECT_TRASH_NO,Cancelar
TID_NEW_ACHIEVEMENT_GAINED,¡Logro desbloqueado!
TID_RESTART_PACKAGE_BILLING_NAME,Paquete de reinicio
TID_BOAT_WAITING_AT_DOCK,El barco zarpa en:
TID_BOAT_BONUS_REWARD,Completar el pedido:
TID_BOAT_ORDER_TITLE,Cargar mercancía
TID_BOAT_ARRIVING_IN,El barco llega en:
TID_BOAT_NEXT_ORDER,Siguiente pedido:
TID_FLOATER_MINE_COMING_SOON,Extrae metales preciosos y diamantes en el nivel <LEVEL>.
TID_FLOATER_MINE_COMING_SOON_MOBILE,Extrae metales preciosos y diamantes en el nivel <LEVEL>.
TID_SILVER_ORE,Mineral de plata
TID_GOLD_ORE,Mineral de oro
TID_PLATINUM_ORE,Mineral de platino
TID_SILVER_ORE_DESCRIPTION,Se extrae de la mina.
TID_GOLD_ORE_DESCRIPTION,Se extrae de la mina.
TID_PLATINUM_ORE_DESCRIPTION,Se extrae de la mina.
TID_SILVER_BAR,Lingote de plata
TID_GOLD_BAR,Lingote de oro
TID_PLATINUM_BAR,Lingote de platino
TID_SMELTER_PRODUCT_DESCRIPTION,Se elabora en la fundición.
TID_SMELTER,Fundición
TID_SMELTER_DESCRIPTION,Aquí se convierte mineral en metal.
TID_SMELTER_DESCRIPTION_MOBILE,Aquí se convierte mineral en metal.
TID_SPEED_UP_BOAT,Hacer que regrese ya
TID_SEND_SHIP_POPUP_TITLE,¿Zarpar?
TID_SEND_SHIP_POPUP_DESCRIPTION,¡No has completado el pedido!\n\nEl bote regresará en unas horas.
TID_SEND_SHIP_POPUP_YES,"Sí, zarpar"
TID_SEND_SHIP_POPUP_NO,"No, seguir cargando"
TID_HINT_FACEBOOK_LIKE,Búscanos en Facebook para cualquier cosa relacionada con Hay Day. Visita facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Búscanos en Facebook para cualquier cosa relacionada con Hay Day. Visita facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Cuando visites una granja bonita, toca el emoticono sonriente para decir que te gusta."
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Cuando visites una granja bonita, toca el emoticono sonriente para dejar claro que te gusta."
TID_HINT_STATS,Toca tu estrella de nivel para ver las estadísticas de tu granja.
TID_HINT_STATS_MOBILE,Toca tu estrella de nivel para ver las estadísticas de tu granja.
TID_HINT_ROTATE,Toca y mantén pulsados los objetos para girarlos o moverlos de lugar.
TID_HINT_ROTATE_MOBILE,Toca y mantén pulsados los objetos para girarlos o moverlos de lugar.
TID_HINT_FAN_SWITCH,"Al sembrar, puedes encontrar más tipos de cultivos tocando el botón de intercambio."
TID_HINT_FAN_SWITCH_MOBILE,"Al sembrar, puedes encontrar más tipos de cultivos tocando el botón de intercambio."
TID_HINT_TREES,Utiliza sierras y hachas para cortar árboles y arbustos.
TID_HINT_TREES_MOBILE,Utiliza sierras y hachas para cortar árboles y arbustos.
TID_HINT_MINE,"Puedes usar dinamita, barriles de TNT y palas en la mina."
TID_HINT_GAMECENTER_FRIENDS,Puedes añadir amigos a través de la aplicación de Game Center o de Supercell ID.
TID_HINT_GAMECENTER_FRIENDS_ANDROID,"Cuando añadas a un amigo en Supercell ID, también podrás añadirlo en Hay Day."
TID_HINT_ROADSIDESHOP,Inicia sesión en Game Center para usar el puesto de venta y el periódico.
TID_HINT_ROADSIDESHOP_MOBILE,QUESTION_17
TID_HINT_ROADSIDESHOP_ANDROID,Inicia sesión en Supercell ID para usar el puesto de venta y el periódico.
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,Inicia sesión en Supercell ID para usar el puesto de venta y el periódico.
TID_HINT_GENERAL_HELP,Cosecha cultivos y elabora productos para almacenarlos o venderlos.
TID_HINT_GENERAL_HELP_MOBILE,Cosecha cultivos y elabora productos para almacenarlos o venderlos.
TID_BOAT_ARRIVING_SOON,¡Llega el barco!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,¡Se han vendido los artículos de tu puesto de venta!
TID_REPAIR_DOCKS_TITLE,¿Restaurar el muelle?
TID_REPAIR_DOCKS_TEXT,Restaura el muelle para que el barco atraque en tu granja y puedas enviar pedidos.
TID_REPAIR_DOCKS_TEXT_MOBILE,Restaura el muelle para que el barco atraque en tu granja y puedas enviar pedidos.
TID_REPAIR_DOCKS_YES,Iniciar restauración
TID_REPAIR_MINE_TITLE,¿Restaurar la mina?
TID_REPAIR_MINE_TEXT,"Usa palas, dinamita y barriles de TNT para extraer objetos de la mina. Seguro que encuentras valiosos minerales ¡e incluso diamantes!"
TID_REPAIR_MINE_YES,Iniciar restauración
TID_FRUIT_TREE_FB_HELP_TITLE,¡Necesito ayuda con mis árboles!
TID_APPLE_TREE_FB_HELP_TEXT,Mi manzano se está marchitando. ¿Puedes regarlo por mí?
TID_CHERRY_TREE_FB_HELP_TEXT,"Mi cerezo se está marchitando. ¡Por favor, riégalo por mí!"
TID_CACAO_TREE_FB_HELP_TEXT,"Mi árbol del cacao se está marchitando. ¡Por favor, riégalo por mí!"
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Hay que regar mi frambueso urgentemente. ¿Me puedes ayudar?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,He olvidado regar mi morera. ¿Lo puedes hacer por mí?
TID_FRIEND_BAR_FRIENDS_TAB,Amigos
TID_FRIEND_BAR_FOLLOWERS_TAB,Seguidores
TID_MINE,Mina
TID_DOCKS,Muelle
TID_GENERIC_FB_DESCRIPTION,Hay Day te ofrece una nueva experiencia agrícola con suaves controles gestuales hechos a medida para tu dispositivo táctil.
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Ayuda con la cosecha
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Puedes conseguir una cosecha más con la ayuda de tus amigos de Supercell ID.
TID_FRIEND_BAR_FOLLOWERS,Recuento de seguidores
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Próximo mantenimiento
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"¡Hola, granjeros! En breve vamos a realizar algunas tareas de mantenimiento. Los servidores se reiniciarán en <MINUTES> minutos y deberían volver a estar en línea unos cuantos minutos después."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,¡Oinc!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Servidor desconectado
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,Estamos realizando tareas de mantenimiento en Hay Day. ¡Inténtalo más tarde!
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Reintentar
TID_STAND_ALREADY_BOUGHT,¡Alguien lo ha comprado ya!
TID_START_FOLLOWING,Ahora sigues esta granja y la hemos añadido a tu barra de amigos.
TID_STOP_FOLLOWING,Ya no sigues esta granja.
TID_MAX_FOLLOWERS,No puedes seguir esta granja. Todos los espacios están ocupados.
TID_FOLLOWER_BAR_INFO,Aquí encontrarás a tus seguidores.
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Conseguir <NUMBER> diamantes
TID_FB_LOGIN_LATER_BUTTON_TEXT,Ahora no
TID_FB_LOGIN_NEVER_BUTTON_TEXT,No volver a mostrar
TID_BOY_FIRST_POPUP_TEXT,¡Hola! Me llamo Tom y puedo hacer los recados por ti. ¡Estaré esperando al lado de tu puesto de venta!
TID_BOY_FIRST_POPUP_BUTTON,Dar una oportunidad
TID_BOY_SEARCH_TEXT,¿Qué debo ir a buscar?
TID_BOY_SEARCH_TIMER,A tu servicio: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,A tu servicio:
TID_BOY_SEARCH_BUTTON,Iniciar la búsqueda
TID_BOY_FOUND_TEXT,Esto es lo que he encontrado. ¿Cuál quieres?
TID_BOY_FOUND_CANCEL_BUTTON,Ninguno
TID_BOY_RESTING_TEXT,"¡Ay, necesito descansar un poco! Zzzz..."
TID_BOY_RESTING_TIMER,Disponible otra vez en: <TIME>
TID_BOY_HIRE_TEXT,¿Quieres contratarme de nuevo?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Hola, <name>. ¡Me alegro mucho de que hayas vuelto! Estaré por aquí durante un par de días por si necesitas algo. ¡Invita la casa!"
TID_BOY_HIRE_TIME,<DAYS> días
TID_BOY_HIRE_TIME_1DAY,1 día
TID_BOY_HIRE_CANCEL_BUTTON,"No, gracias"
TID_BOY_HIRE_CANCELED_TEXT,"¡Un placer trabajar contigo! Si tienes más recados, solo tienes que llamarme tocando esta caja de aquí."
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"¡Un placer trabajar contigo! Si tienes más recados, solo tienes que llamarme tocando esta caja de aquí."
TID_FAQ_TITLE,Asistencia al jugador
TID_FAQ_BUTTON,Ayuda y asistencia
TID_UPDATE_REQUIRED_DIALOG_TITLE,Actualización necesaria
TID_MAINTENANCE_DIALOG_TITLE,En mantenimiento
TID_FAQ_QUESTION_1,P: ¿Por qué no puedo abrir vuestra página de Facebook a través del botón \qÚltimas actualizaciones\q con el idioma chino?
TID_FAQ_ANSWER_1,"R: Como en China no se puede acceder a Facebook, el botón te redirige a nuestra página de fans china de Weibo. Si utilizas la configuración de chino en Hay Day y te encuentras en una región con acceso a Facebook, sigue este enlace: http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Fresa
TID_FAQ_QUESTION_2,P: He perdido mi granja. ¿Cómo puedo recuperarla?
TID_FAQ_ANSWER_2,"R: Te recomendamos que juegues con una sola granja por dispositivo y que la enlaces a tu cuenta de Game Center o de tu cuenta de Supercell ID. Si cargas varias granjas en un solo dispositivo, puedes perder el acceso a una o a todas las cuentas. Si has perdido tu granja, ponte en contacto con el servicio de asistencia al jugador a través del botón \qInformar de un problema\q. No olvides mencionar el nombre y el nivel de la antigua granja."
TID_FAQ_ANSWER_2_ANDROID,"R: Te recomendamos que juegues con una sola granja por dispositivo y que la enlaces a tu cuenta de Google Play o de tu cuenta de Supercell ID. Si cargas varias granjas en un solo dispositivo, puedes perder el acceso a una o a todas las cuentas. Si has perdido tu granja, ponte en contacto con el servicio de asistencia al jugador a través del botón \qInformar de un problema\q. No olvides mencionar el nombre y el nivel de la antigua granja."
TID_FAQ_QUESTION_3,"P: No puedo comprar diamantes, ¡ayuda!"
TID_FAQ_ANSWER_3,"R: Los problemas con las compras de diamantes o de monedas suelen ser temporales. ¡Intenta volver a comprar en un par de horas! Asegúrate también de que las compras integradas estén activadas en tu dispositivo y de que tienes la versión de iOS más reciente. Si el problema continúa, ponte en contacto con el servicio de asistencia al jugador a través del botón \qInformar de un problema\q."
TID_FAQ_ANSWER_3_ANDROID,"R: Los problemas con las compras de diamantes o de monedas suelen ser temporales. ¡Intenta volver a comprar en un par de horas! Asegúrate también de que las compras integradas estén activadas en tu dispositivo y de que tienes la versión de Android más reciente. Si el problema continúa, ponte en contacto con el servicio de asistencia al jugador a través del botón \qInformar de un problema\q."
TID_FAQ_QUESTION_4,P: ¿Cómo puedo conseguir más diamantes?
TID_FAQ_ANSWER_4,R: Puedes ganar diamantes con los logros y al subir de nivel. También puedes encontrarlos aleatoriamente en cajas misteriosas y en la mina. Si visitas otras granjas tendrás la posibilidad de encontrar más cajas misteriosas. Y recuerda: ¡también puedes comprarlos!
