Name,Rewards,RewardAmounts,Probabilities
,Mallet,2,102
,Marker Stake,2,102
,Hammer,2,36
,Hand Drill,2,36
,Paint Bucket,2,36
,Stone Block,2,36
,Brick,2,36
,Tar Bucket,2,36
,Map Piece,2,9
,Voucher3,2,36
,Voucher4,1,36
,Horse lounge,1,36
,GnomePolice,1,36
,Puzzle Piece 1,1,1302
,FasterBuildings1_lv3,1,8
,FasterBuildings1_lv4,1,2
,FasterBuildings2_lv3,1,8
,FasterBuildings2_lv4,1,2
,FasterBuildings3_lv3,1,8
,FasterBuildings3_lv4,1,2
,MoreXP_lv3,1,8
,MoreXP_lv4,1,2
,FasterBoats_lv3,1,8
,FasterBoats_lv4,1,2
,FasterTom_lv2,1,2
,FasterTom_lv3,1,8
,FreeTom_lv2,1,2
,FreeTom_lv3,1,8
,FreeRose_lv2,1,2
,FreeRose_lv3,1,8
,FreeErnest_lv2,1,2
,FreeErnest_lv3,1,8
,EasierBoats_lv2,1,2
,EasierBoats_lv3,1,8
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,FasterFishingSpots_lv3,1,8
,FasterTownBuildings1_lv3,1,8
,FasterTownBuildings2_lv3,1,8
,FasterPersonalTrain_lv3,1,8
,MoreCash_lv2,1,2
,MoreCash_lv3,1,8
,HeavierFish_lv2,1,2
,HeavierFish_lv3,1,8
,MiningMoreOres_lv3,1,8
DerbyRewardSet6_18_2017_expert,FreeDiamonds,3,68
,Plank,2,136
,Nail,2,136
,Bolt,2,136
,Screw,2,136
,Duct Tape,2,136
,Wood Panel,2,136
,Land Deed,2,136
,Mallet,2,136
,Marker Stake,2,136
,Hammer,2,48
,Hand Drill,2,48
,Paint Bucket,2,48
,Stone Block,2,48
,Brick,2,48
,Tar Bucket,2,48
,Map Piece,2,8
,Voucher3,2,52
,Voucher4,2,48
,Horse lounge,1,52
,GnomePolice,1,52
,Puzzle Piece 1,1,1748
,FasterBuildings1_lv4,1,11
,FasterBuildings1_lv5,1,3
,FasterBuildings2_lv4,1,11
,FasterBuildings2_lv5,1,3
,FasterBuildings3_lv4,1,11
,FasterBuildings3_lv5,1,3
,MoreXP_lv4,1,11
,MoreXP_lv5,1,3
,FasterBoats_lv4,1,11
,FasterBoats_lv5,1,3
,FasterTom_lv3,1,3
,FasterTom_lv4,1,11
,FreeTom_lv3,1,3
,FreeTom_lv4,1,11
,FreeRose_lv3,1,3
,FreeRose_lv4,1,11
,FreeErnest_lv3,1,3
,FreeErnest_lv4,1,11
,EasierBoats_lv3,1,3
,EasierBoats_lv4,1,11
,FasterFishingSpots_lv3,1,3
,FasterTownBuildings1_lv3,1,3
,FasterTownBuildings2_lv3,1,3
,FasterPersonalTrain_lv3,1,3
,FasterFishingSpots_lv4,1,11
,FasterTownBuildings1_lv4,1,11
,FasterTownBuildings2_lv4,1,11
,FasterPersonalTrain_lv4,1,11
,MoreCash_lv3,1,3
,MoreCash_lv4,1,11
,HeavierFish_lv3,1,3
,HeavierFish_lv4,1,11
,MiningMoreOres_lv3,1,3
DerbyRewardSet6_18_2017_champions,FreeDiamonds,3,68
,Plank,2,136
,Nail,2,136
,Bolt,2,136
,Screw,2,136
,Duct Tape,2,136
,Wood Panel,2,136
,Land Deed,2,136
,Mallet,2,136
,Marker Stake,2,136
,Hammer,2,48
,Hand Drill,2,48
,Paint Bucket,2,48
,Stone Block,2,48
,Brick,2,48
,Tar Bucket,2,48
,Map Piece,2,8
,Voucher3,2,52
,Voucher4,2,48
,Horse lounge,1,52
,GnomePolice,1,52
,Puzzle Piece 1,1,1748
,FasterBuildings1_lv4,1,11
,FasterBuildings1_lv5,1,3
,FasterBuildings2_lv4,1,11
,FasterBuildings2_lv5,1,3
,FasterBuildings3_lv4,1,11
,FasterBuildings3_lv5,1,3
,MoreXP_lv4,1,11
,MoreXP_lv5,1,3
,FasterBoats_lv4,1,11
,FasterBoats_lv5,1,3
,FasterTom_lv4,1,11
,FasterTom_lv5,1,3
,FreeTom_lv4,1,11
,FreeTom_lv5,1,3
,FreeRose_lv4,1,11
,FreeRose_lv5,1,3
,FreeErnest_lv4,1,11
,FreeErnest_lv5,1,3
,EasierBoats_lv4,1,11
,EasierBoats_lv5,1,3
,FasterFishingSpots_lv4,1,11
,FasterTownBuildings1_lv4,1,11
,FasterTownBuildings2_lv4,1,11
,FasterPersonalTrain_lv4,1,11
,FasterFishingSpots_lv5,1,3
,FasterTownBuildings1_lv5,1,3
,FasterTownBuildings2_lv5,1,3
,FasterPersonalTrain_lv5,1,3
,MoreCash_lv4,1,11
,MoreCash_lv5,1,3
,HeavierFish_lv4,1,11
,HeavierFish_lv5,1,3
,MiningMoreOres_lv5,1,3
DerbyRewardSet6_41_2017_novice,FreeDiamonds,2,40
,Plank,2,104
,Nail,2,104
,Bolt,2,104
,Screw,2,104
,Duct Tape,2,104
,Wood Panel,2,104
,Land Deed,2,104
,Mallet,2,104
,Marker Stake,2,104
,Hammer,2,36
,Hand Drill,2,36
,Paint Bucket,2,36
,Stone Block,2,36
,Brick,2,36
,Tar Bucket,2,36
,Map Piece,2,8
,Voucher3,1,52
,Horse lounge,1,28
,GnomePolice,1,28
,Puzzle Piece 1,1,1260
,FasterBuildings1_lv2,1,7
,FasterBuildings1_lv3,1,3
,FasterBuildings2_lv2,1,7
,FasterBuildings2_lv3,1,3
,FasterBuildings3_lv2,1,7
,FasterBuildings3_lv3,1,3
,FasterBuildings4_lv2,1,7
,FasterBuildings4_lv3,1,3
,MoreXP_lv2,1,7
,MoreXP_lv3,1,3
,FasterBoats_lv2,1,7
,FasterBoats_lv3,1,3
,FasterTom_lv1,1,3
,FasterTom_lv2,1,7
,FreeTom_lv1,1,3
,FreeTom_lv2,1,7
,FreeRose_lv1,1,3
,FreeRose_lv2,1,7
,FreeErnest_lv1,1,3
,FreeErnest_lv2,1,7
,EasierBoats_lv1,1,3
,EasierBoats_lv2,1,7
,FasterFishingSpots_lv1,1,3
,FasterTownBuildings1_lv1,1,3
,FasterTownBuildings2_lv1,1,3
,FasterPersonalTrain_lv1,1,3
,FasterFishingSpots_lv2,1,7
,FasterTownBuildings1_lv2,1,7
,FasterTownBuildings2_lv2,1,7
,FasterPersonalTrain_lv2,1,7
,MoreCash_lv1,1,3
,MoreCash_lv2,1,7
,HeavierFish_lv1,1,3
,HeavierFish_lv2,1,7
,MiningMoreOres_lv1,1,3
DerbyRewardSet6_41_2017_professional,FreeDiamonds,3,52
,Plank,2,102
,Nail,2,102
,Bolt,2,102
,Screw,2,102
,Duct Tape,2,102
,Wood Panel,2,102
,Land Deed,2,102
,Mallet,2,102
,Marker Stake,2,102
,Hammer,2,34
,Hand Drill,2,34
,Paint Bucket,2,34
,Stone Block,2,34
,Brick,2,34
,Tar Bucket,2,34
,Map Piece,2,10
,Voucher3,2,34
,Voucher4,1,34
,Horse lounge,1,34
,GnomePolice,1,34
,Puzzle Piece 1,1,1302
,FasterBuildings1_lv3,1,7
,FasterBuildings1_lv4,1,3
,FasterBuildings2_lv3,1,7
,FasterBuildings2_lv4,1,3
,FasterBuildings3_lv3,1,7
,FasterBuildings3_lv4,1,3
,FasterBuildings4_lv3,1,7
,FasterBuildings4_lv4,1,3
,MoreXP_lv3,1,7
,MoreXP_lv4,1,3
,FasterBoats_lv3,1,7
,FasterBoats_lv4,1,3
,FasterTom_lv2,1,3
,FasterTom_lv3,1,7
,FreeTom_lv2,1,3
,FreeTom_lv3,1,7
,FreeRose_lv2,1,3
,FreeRose_lv3,1,7
,FreeErnest_lv2,1,3
,FreeErnest_lv3,1,7
,EasierBoats_lv2,1,3
,EasierBoats_lv3,1,7
,FasterFishingSpots_lv2,1,3
,FasterTownBuildings1_lv2,1,3
,FasterTownBuildings2_lv2,1,3
,FasterPersonalTrain_lv2,1,3
,FasterFishingSpots_lv3,1,7
,FasterTownBuildings1_lv3,1,7
,FasterTownBuildings2_lv3,1,7
,FasterPersonalTrain_lv3,1,7
,HeavierFish_lv2,1,3
,HeavierFish_lv3,1,7
,MoreCash_lv2,1,3
,MoreCash_lv3,1,7
,MiningMoreOres_lv3,1,7
DerbyRewardSet6_41_2017_expert,FreeDiamonds,3,60
,Plank,2,120
,Nail,2,120
,Bolt,2,120
,Screw,2,120
,Duct Tape,2,120
,Wood Panel,2,120
,Land Deed,2,120
,Mallet,2,120
,Marker Stake,2,120
,Hammer,2,40
,Hand Drill,2,40
,Paint Bucket,2,40
,Stone Block,2,40
,Brick,2,40
,Tar Bucket,2,40
,Map Piece,2,5
,Voucher3,2,45
,Voucher4,2,40
,Horse lounge,1,45
,GnomePolice,1,45
,Puzzle Piece 1,1,1560
,FasterBuildings1_lv4,1,9
,FasterBuildings1_lv5,1,4
,FasterBuildings2_lv4,1,9
,FasterBuildings2_lv5,1,4
,FasterBuildings3_lv4,1,9
,FasterBuildings3_lv5,1,4
,FasterBuildings4_lv4,1,9
,FasterBuildings4_lv5,1,4
,MoreXP_lv4,1,9
,MoreXP_lv5,1,4
,FasterBoats_lv4,1,9
,FasterBoats_lv5,1,4
,FasterTom_lv3,1,4
,FasterTom_lv4,1,9
,FreeTom_lv3,1,4
,FreeTom_lv4,1,9
,FreeRose_lv3,1,4
,FreeRose_lv4,1,9
,FreeErnest_lv3,1,4
,FreeErnest_lv4,1,9
,EasierBoats_lv3,1,4
,EasierBoats_lv4,1,9
,FasterFishingSpots_lv3,1,4
,FasterTownBuildings1_lv3,1,4
,FasterTownBuildings2_lv3,1,4
,FasterPersonalTrain_lv3,1,4
,FasterFishingSpots_lv4,1,9
,FasterTownBuildings1_lv4,1,9
,FasterTownBuildings2_lv4,1,9
,FasterPersonalTrain_lv4,1,9
,MoreCash_lv3,1,4
,MoreCash_lv4,1,9
,HeavierFish_lv3,1,4
,HeavierFish_lv4,1,9
,MiningMoreOres_lv3,1,4
DerbyRewardSet6_41_2017_champions,FreeDiamonds,3,60
,Plank,2,120
,Nail,2,120
,Bolt,2,120
,Screw,2,120
,Duct Tape,2,120
,Wood Panel,2,120
,Land Deed,2,120
,Mallet,2,120
,Marker Stake,2,120
,Hammer,2,40
,Hand Drill,2,40
,Paint Bucket,2,40
,Stone Block,2,40
,Brick,2,40
,Tar Bucket,2,40
,Map Piece,2,5
,Voucher3,2,45
,Voucher4,2,40
,Horse lounge,1,45
,GnomePolice,1,45
,Puzzle Piece 1,1,1560
,FasterBuildings1_lv4,1,9
,FasterBuildings1_lv5,1,4
,FasterBuildings2_lv4,1,9
,FasterBuildings2_lv5,1,4
,FasterBuildings3_lv4,1,9
,FasterBuildings3_lv5,1,4
,FasterBuildings4_lv4,1,9
,FasterBuildings4_lv5,1,4
,MoreXP_lv4,1,9
,MoreXP_lv5,1,4
,FasterBoats_lv4,1,9
,FasterBoats_lv5,1,4
,FasterTom_lv4,1,9
,FasterTom_lv5,1,4
,FreeTom_lv4,1,9
,FreeTom_lv5,1,4
,FreeRose_lv4,1,9
,FreeRose_lv5,1,4
,FreeErnest_lv4,1,9
,FreeErnest_lv5,1,4
,EasierBoats_lv4,1,9
,EasierBoats_lv5,1,4
,FasterFishingSpots_lv4,1,9
,FasterTownBuildings1_lv4,1,9
,FasterTownBuildings2_lv4,1,9
,FasterPersonalTrain_lv4,1,9
,FasterFishingSpots_lv5,1,4
,FasterTownBuildings1_lv5,1,4
,FasterTownBuildings2_lv5,1,4
,FasterPersonalTrain_lv5,1,4
,MoreCash_lv4,1,9
,MoreCash_lv5,1,4
,HeavierFish_lv4,1,9
,HeavierFish_lv5,1,4
,MiningMoreOres_lv5,1,4
DerbyRewardSet8_18_2017_expert,FreeDiamonds,3,18
,Plank,3,72
,Nail,3,72
,Bolt,3,72
,Screw,3,72
,Duct Tape,3,72
,Wood Panel,3,72
,Land Deed,3,72
,Mallet,3,72
,Marker Stake,3,72
,Voucher3,2,36
,Voucher4,2,36
,MoreXP_lv4,1,5
,MoreXP_lv5,1,1
,FasterBoats_lv4,1,5
,FasterBoats_lv5,1,1
,FasterTom_lv4,1,5
,FasterTom_lv5,1,1
,FreeTom_lv4,1,5
,FreeTom_lv5,1,1
,FreeRose_lv4,1,5
,FreeRose_lv5,1,1
,FreeErnest_lv4,1,5
,FreeErnest_lv5,1,1
,EasierBoats_lv4,1,5
,EasierBoats_lv5,1,1
,MoreCash_lv4,1,5
,MoreCash_lv5,1,1
,HeavierFish_lv4,1,5
,HeavierFish_lv5,1,1
,MiningMoreOres_lv5,1,1
DerbyRewardSet8_18_2017_champions,FreeDiamonds,3,30
,Plank,3,144
,Nail,3,144
,Bolt,3,144
,Screw,3,144
,Duct Tape,3,144
,Wood Panel,3,144
,Land Deed,3,144
,Mallet,3,144
,Marker Stake,3,144
,Voucher3,2,72
,Voucher4,2,72
,MoreXP_lv4,1,10
,MoreXP_lv5,1,2
,FasterBoats_lv4,1,10
,FasterBoats_lv5,1,2
,FasterTom_lv4,1,10
,FasterTom_lv5,1,2
,FreeTom_lv4,1,10
,FreeTom_lv5,1,2
,FreeRose_lv4,1,10
,FreeRose_lv5,1,2
,FreeErnest_lv4,1,10
,FreeErnest_lv5,1,2
,EasierBoats_lv4,1,10
,EasierBoats_lv5,1,2
,MoreCash_lv4,1,10
,MoreCash_lv5,1,2
,HeavierFish_lv4,1,10
,HeavierFish_lv5,1,2
,MiningMoreOres_lv5,1,2
DerbyRewardSet8_41_2017_expert,FreeDiamonds,3,60
,Plank,3,300
,Nail,3,300
,Bolt,3,300
,Screw,3,300
,Duct Tape,3,300
,Wood Panel,3,300
,Land Deed,3,300
,Mallet,3,300
,Marker Stake,3,300
,Voucher3,2,150
,Voucher4,2,150
,MoreXP_lv4,1,17
,MoreXP_lv5,1,7
,FasterBoats_lv4,1,17
,FasterBoats_lv5,1,7
,FasterTom_lv4,1,17
,FasterTom_lv5,1,7
,FreeTom_lv4,1,17
,FreeTom_lv5,1,7
,FreeRose_lv4,1,17
,FreeRose_lv5,1,7
,FreeErnest_lv4,1,17
,FreeErnest_lv5,1,7
,EasierBoats_lv4,1,17
,EasierBoats_lv5,1,7
,MoreCash_lv4,1,17
,MoreCash_lv5,1,7
,HeavierFish_lv4,1,17
,HeavierFish_lv5,1,7
,MiningMoreOres_lv5,1,7
,Blueprint,1,5000
DerbyRewardSet8_41_2017_champions,FreeDiamonds,3,40
,Plank,3,210
,Nail,3,210
,Bolt,3,210
,Screw,3,210
,Duct Tape,3,210
,Wood Panel,3,210
,Land Deed,3,210
,Mallet,3,210
,Marker Stake,3,210
,Voucher3,2,105
,Voucher4,2,105
,MoreXP_lv4,1,13
,MoreXP_lv5,1,6
,FasterBoats_lv4,1,13
,FasterBoats_lv5,1,6
,FasterTom_lv4,1,13
,FasterTom_lv5,1,6
,FreeTom_lv4,1,13
,FreeTom_lv5,1,6
,FreeRose_lv4,1,13
,FreeRose_lv5,1,6
,FreeErnest_lv4,1,13
,FreeErnest_lv5,1,6
,EasierBoats_lv4,1,13
,EasierBoats_lv5,1,6
,MoreCash_lv4,1,13
,MoreCash_lv5,1,6
,HeavierFish_lv4,1,13
,HeavierFish_lv5,1,6
,MiningMoreOres_lv5,1,6
,Blueprint,1,5000
DerbyRewardSet1_18_Xmas_rookie,Axe,1,6
,Saw,1,6
,Shovel,1,6
,Dynamite,1,6
,Demolition Charge,1,6
,Pickaxe,1,6
,Brown_Sugar,3,4
,White Sugar,3,4
,Vanilla Ice Cream,1,4
,Apple Jam,1,4
,Raspberry,5,4
,Cherry,5,4
,Blackberry,5,4
,Apple,5,4
,Honey,3,4
,Cream,3,4
,Butter,3,4
,Cheese,3,4
,Goat Cheese,3,4
,Flagged fence,1,3
,GnomePainter,1,3
DerbyRewardSet1_41_Xmas_rookie,Axe,1,6
,Saw,1,6
,Shovel,1,6
,Dynamite,1,6
,Demolition Charge,1,6
,Pickaxe,1,6
,Brown_Sugar,3,3
,White Sugar,3,3
,Vanilla Ice Cream,1,3
,Apple Jam,1,3
,Raspberry,5,3
,Cherry,5,3
,Blackberry,5,3
,Apple,5,3
,Honey,3,3
,Cream,3,3
,Butter,3,3
,Cheese,3,3
,Goat Cheese,3,3
,Lobster Meat,1,3
,Duck Down,1,3
,Bracelet,1,3
,SoySauce,1,3
,Horse balloon,1,3
,GnomePainter,1,3
DerbyRewardSet1_18_Xmas_novice,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Brown_Sugar,5,3
,White Sugar,5,3
,Vanilla Ice Cream,1,3
,Apple Jam,1,3
,Raspberry,9,3
,Cherry,9,3
,Blackberry,9,3
,Apple,9,3
,Honey,5,3
,Cream,5,3
,Butter,5,3
,Cheese,3,3
,Goat Cheese,3,3
,Flagged fence,1,3
,GnomePainter,1,3
DerbyRewardSet1_41_Xmas_novice,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Brown_Sugar,5,3
,White Sugar,5,3
,Vanilla Ice Cream,1,2
,Apple Jam,1,2
,Raspberry,9,2
,Cherry,9,2
,Blackberry,9,2
,Apple,9,2
,Honey,5,3
,Cream,5,3
,Butter,5,3
,Cheese,3,3
,Goat Cheese,3,3
,Lobster Meat,2,2
,Duck Down,2,2
,Bracelet,1,2
,SoySauce,1,2
,Horse balloon,1,3
,GnomePainter,1,3
DerbyRewardSet1_18_Xmas_pro,Axe,2,16
,Saw,2,16
,Shovel,1,16
,Dynamite,2,16
,Demolition Charge,1,16
,Pickaxe,1,16
,Brown_Sugar,5,9
,White Sugar,5,9
,Vanilla Ice Cream,1,9
,Apple Jam,1,9
,Honey,5,9
,Cream,5,9
,Butter,5,9
,Cheese,3,9
,Goat Cheese,3,9
,Flagged fence,1,4
,GnomePainter,1,4
,GnomeElf,1,4
DerbyRewardSet1_41_Xmas_pro,Axe,2,7
,Saw,2,7
,Shovel,1,7
,Dynamite,2,7
,Demolition Charge,1,7
,Pickaxe,1,7
,Brown_Sugar,5,3
,White Sugar,5,3
,Vanilla Ice Cream,1,3
,Apple Jam,1,2
,Honey,5,3
,Cream,5,3
,Butter,5,3
,Cheese,3,3
,Goat Cheese,3,3
,Lobster Meat,2,3
,Duck Down,2,3
,Bracelet,1,2
,SoySauce,1,2
,Horse balloon,1,2
,GnomePainter,1,2
,GnomeElf,1,2
DerbyRewardSet1_18_Xmas_expert,Axe,2,30
,Saw,2,30
,Shovel,1,30
,Dynamite,2,30
,Demolition Charge,1,30
,Pickaxe,1,30
,Brown_Sugar,5,17
,White Sugar,5,17
,Vanilla Ice Cream,1,17
,Apple Jam,1,17
,Honey,5,17
,Cream,5,17
,Butter,5,17
,Cheese,5,17
,Goat Cheese,5,17
,Flagged fence,1,6
,GnomePainter,1,6
,GnomeElf,1,6
,GnomeFirefighter,1,6
DerbyRewardSet1_41_Xmas_expert,Axe,2,15
,Saw,2,15
,Shovel,1,15
,Dynamite,2,15
,Demolition Charge,1,15
,Pickaxe,1,15
,Brown_Sugar,5,6
,White Sugar,5,6
,Vanilla Ice Cream,1,6
,Apple Jam,1,6
,Honey,5,5
,Cream,5,5
,Butter,5,6
,Cheese,5,6
,Goat Cheese,5,6
,Lobster Meat,2,5
,Duck Down,2,5
,Bracelet,1,5
,SoySauce,1,5
,Horse balloon,1,3
,GnomePainter,1,3
,GnomeElf,1,3
,GnomeFirefighter,1,3
DerbyRewardSet1_18_Xmas_champion,Axe,2,30
,Saw,2,30
,Shovel,1,30
,Dynamite,2,30
,Demolition Charge,1,30
,Pickaxe,1,30
,White Sugar,5,17
,Vanilla Ice Cream,1,17
,Apple Jam,1,17
,Honey,5,17
,Butter,5,17
,Cheese,5,17
,Goat Cheese,5,17
,Flagged fence,1,5
,GnomePainter,1,5
,GnomeElf,1,5
,GnomeFirefighter,1,5
DerbyRewardSet1_41_Xmas_champion,Axe,2,15
,Saw,2,15
,Shovel,1,15
,Dynamite,2,15
,Demolition Charge,1,15
,Pickaxe,1,15
,Brown_Sugar,5,6
,White Sugar,5,6
,Vanilla Ice Cream,1,6
,Apple Jam,1,6
,Honey,5,5
,Cream,5,5
,Butter,5,6
,Cheese,5,6
,Goat Cheese,5,6
,Lobster Meat,2,5
,Duck Down,2,5
,Bracelet,1,5
,SoySauce,1,5
,Horse balloon,1,3
,GnomePainter,1,3
,GnomeElf,1,3
,GnomeFirefighter,1,3
DerbyRewardSet2_18_2017_Xmas_rookie,Axe,1,9
,Saw,1,9
,Shovel,1,9
,Dynamite,1,9
,Demolition Charge,1,9
,Pickaxe,1,9
,Land Deed,1,16
,Mallet,1,16
,Marker Stake,1,16
,White Sugar,3,5
,Syrup,3,5
,Cherry Popsicle,1,5
,Raspberry Jam,1,5
,Blackberry Jam,1,5
,Raspberry,5,5
,Cherry,5,5
,Blackberry,5,5
,Apple,5,5
,Honey,3,5
,Cream,3,5
,Butter,3,5
,Cheese,3,5
,Goat Cheese,3,5
,GnomeFisherman,1,6
,GnomeFlowergirl,1,6
,FasterCrops1_lv1,1,2
,FasterCrops2_lv1,1,2
,FasterCrops3_lv1,1,2
,FasterTrees_lv1,1,2
,FasterBushes_lv1,1,2
,FasterBaitMaker_lv1,1,2
,FasterNetMaker_lv1,1,2
DerbyRewardSet2_18_2017_Xmas_novice,Axe,1,15
,Saw,1,15
,Shovel,1,15
,Dynamite,1,15
,Demolition Charge,1,15
,Pickaxe,1,15
,Land Deed,1,30
,Mallet,1,30
,Marker Stake,1,30
,White Sugar,3,6
,Syrup,3,6
,Cherry Popsicle,1,6
,Raspberry Jam,1,6
,Blackberry Jam,1,6
,Raspberry,9,6
,Cherry,9,6
,Blackberry,9,6
,Apple,9,6
,Honey,3,6
,Cream,3,6
,Butter,3,6
,Cheese,3,6
,Goat Cheese,3,6
,GnomeFisherman,1,6
,GnomeFlowergirl,1,6
,Horse lounge,1,6
,FasterCrops1_lv1,1,1
,FasterCrops1_lv2,1,2
,FasterCrops2_lv1,1,1
,FasterCrops2_lv2,1,2
,FasterCrops3_lv1,1,1
,FasterCrops3_lv2,1,2
,FasterTrees_lv1,1,1
,FasterTrees_lv2,1,2
,FasterBushes_lv1,1,1
,FasterBushes_lv2,1,2
,FasterBaitMaker_lv1,1,1
,FasterNetMaker_lv1,1,1
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
DerbyRewardSet2_18_2017_Xmas_professional,Axe,2,15
,Saw,2,15
,Shovel,1,15
,Dynamite,1,15
,Demolition Charge,1,15
,Pickaxe,1,15
,Land Deed,1,30
,Mallet,1,30
,Marker Stake,1,30
,Voucher1,1,12
,White Sugar,5,9
,Syrup,4,9
,Cherry Popsicle,1,9
,Raspberry Jam,1,9
,Blackberry Jam,1,9
,Honey,5,9
,Cream,5,9
,Butter,5,9
,Cheese,3,9
,Goat Cheese,3,9
,GnomeFisherman,1,5
,GnomeFlowergirl,1,5
,Horse lounge,1,5
,Covered stand,1,5
,FasterCrops1_lv2,1,1
,FasterCrops1_lv3,1,2
,FasterCrops2_lv2,1,1
,FasterCrops2_lv3,1,2
,FasterCrops3_lv2,1,1
,FasterCrops3_lv3,1,2
,FasterTrees_lv2,1,1
,FasterTrees_lv3,1,2
,FasterBushes_lv2,1,1
,FasterBushes_lv3,1,2
,FasterBaitMaker_lv2,1,1
,FasterNetMaker_lv2,1,1
,FasterBaitMaker_lv3,1,2
,FasterNetMaker_lv3,1,2
DerbyRewardSet2_18_2017_Xmas_expert,Axe,2,15
,Saw,2,15
,Shovel,1,15
,Dynamite,2,15
,Demolition Charge,2,15
,Pickaxe,1,15
,Land Deed,2,30
,Mallet,2,30
,Marker Stake,2,30
,Voucher1,2,12
,White Sugar,6,6
,Syrup,5,6
,Cherry Popsicle,1,6
,Raspberry Jam,1,6
,Blackberry Jam,1,6
,Honey,6,6
,Cream,6,6
,Butter,6,6
,Cheese,4,6
,Goat Cheese,4,6
,GnomeFisherman,1,5
,GnomeFlowergirl,1,5
,Horse lounge,1,5
,Covered stand,1,5
,FasterCrops1_lv3,1,1
,FasterCrops1_lv4,1,2
,FasterCrops2_lv3,1,1
,FasterCrops2_lv4,1,2
,FasterCrops3_lv3,1,1
,FasterCrops3_lv4,1,2
,FasterTrees_lv3,1,1
,FasterTrees_lv4,1,2
,FasterBushes_lv3,1,1
,FasterBushes_lv4,1,2
,FasterBaitMaker_lv3,1,1
,FasterNetMaker_lv3,1,1
,FasterBaitMaker_lv4,1,2
,FasterNetMaker_lv4,1,2
DerbyRewardSet2_18_2017_Xmas_champions,Axe,2,15
,Saw,2,15
,Shovel,1,15
,Dynamite,2,15
,Demolition Charge,2,15
,Pickaxe,1,15
,Land Deed,2,30
,Mallet,2,30
,Marker Stake,2,30
,Voucher1,2,12
,White Sugar,6,6
,Syrup,5,6
,Cherry Popsicle,1,6
,Raspberry Jam,1,6
,Blackberry Jam,1,6
,Honey,6,6
,Butter,6,6
,Cheese,4,6
,Goat Cheese,4,6
,GnomeFisherman,1,5
,GnomeFlowergirl,1,5
,Horse lounge,1,5
,Covered stand,1,5
,FasterCrops1_lv4,1,2
,FasterCrops1_lv5,1,1
,FasterCrops2_lv4,1,2
,FasterCrops2_lv5,1,1
,FasterCrops3_lv4,1,2
,FasterCrops3_lv5,1,1
,FasterTrees_lv4,1,2
,FasterTrees_lv5,1,1
,FasterBushes_lv4,1,2
,FasterBushes_lv5,1,1
,FasterBaitMaker_lv4,1,2
,FasterNetMaker_lv4,1,2
,FasterBaitMaker_lv5,1,1
,FasterNetMaker_lv5,1,1
DerbyRewardSet2_41_2017_Xmas_rookie,Axe,3,6
,Saw,3,6
,Shovel,2,6
,Dynamite,2,6
,Demolition Charge,1,6
,Pickaxe,1,6
,Land Deed,1,12
,Mallet,1,12
,Marker Stake,1,12
,White Sugar,5,2
,Syrup,5,2
,Cherry Popsicle,1,2
,Raspberry Jam,1,2
,Blackberry Jam,1,2
,Raspberry,9,2
,Cherry,9,2
,Blackberry,9,2
,Apple,9,2
,Honey,5,2
,Cream,5,2
,Butter,5,2
,Cheese,3,2
,Goat Cheese,3,2
,Lobster Meat,3,2
,Duck Down,3,2
,GnomeFisherman,1,4
,GnomeFlowergirl,1,4
,FasterCrops1_lv1,1,1
,FasterCrops2_lv1,1,1
,FasterCrops3_lv1,1,1
,FasterCrops4_lv1,1,1
,FasterTrees_lv1,1,1
,FasterBushes_lv1,1,1
,FasterBaitMaker_lv1,1,1
,FasterNetMaker_lv1,1,1
DerbyRewardSet2_41_2017_Xmas_novice,Axe,1,20
,Saw,1,20
,Shovel,1,20
,Dynamite,1,20
,Demolition Charge,1,20
,Pickaxe,1,20
,Land Deed,1,39
,Mallet,1,39
,Marker Stake,1,39
,White Sugar,3,8
,Syrup,3,8
,Cherry Popsicle,1,4
,Raspberry Jam,1,4
,Blackberry Jam,1,4
,Raspberry,9,8
,Cherry,9,8
,Blackberry,9,8
,Apple,9,8
,Honey,3,8
,Cream,3,8
,Butter,3,8
,Cheese,3,8
,Goat Cheese,3,8
,Lollipop,1,4
,Lobster Meat,2,4
,Duck Down,2,4
,GnomeFisherman,1,8
,GnomeFlowergirl,1,8
,Horse lounge,1,8
,FasterCrops1_lv1,1,1
,FasterCrops1_lv2,1,2
,FasterCrops2_lv1,1,1
,FasterCrops2_lv2,1,2
,FasterCrops3_lv1,1,1
,FasterCrops3_lv2,1,2
,FasterCrops4_lv1,1,1
,FasterCrops4_lv2,1,2
,FasterTrees_lv1,1,1
,FasterTrees_lv2,1,2
,FasterBushes_lv1,1,1
,FasterBushes_lv2,1,2
,FasterBaitMaker_lv1,1,1
,FasterNetMaker_lv1,1,1
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
DerbyRewardSet2_41_2017_Xmas_professional,Axe,2,36
