TID,KR
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,서버와의 연결이 끊어졌습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,다시 시도
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,연결 끊김
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,서버가 응답하지 않습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,다시 시도
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,연결 끊김
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,결제 서버가 응답하지 않습니다. 나중에 다시 시도해주세요.
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,확인
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,업데이트 필요
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,신규 업데이트가 출시되었습니다! 지금 게임을 최신 버전으로 업데이트하고 특별 선물을 받으세요. 무료 다이아몬드가 곧 상점에 등장할 예정입니다!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,다운로드
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,연결 실패
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,서버에 연결할 수 없습니다. (오류 코드: <CODE>)
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,다시 시도
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,연결 실패
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,서버에 연결할 수 없습니다. 인터넷 연결 상태를 확인하고 다시 시도해주세요.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,다시 시도
TID_FENCE_01,울타리
TID_FENCE_01_DESCRIPTION,농장 장식
TID_FENCE_02,돌담
TID_FENCE_02_DESCRIPTION,농장 장식
TID_FENCE_03,돌길
TID_FENCE_03_DESCRIPTION,농장 장식
TID_FLOWERPOT_1,달리아
TID_FLOWERPOT_1_DESCRIPTION,나비를 불러들입니다.
TID_FLOWERBED_1,데이지
TID_FLOWERBED_1_DESCRIPTION,나비를 불러들입니다.
TID_FLOWERBED_2,루핀
TID_FLOWERBED_2_DESCRIPTION,나비를 불러들입니다.
TID_BARREL_1,작은 나무통
TID_BARREL_1_DESCRIPTION,농장 장식
TID_BARREL_2,큰 나무통
TID_BARREL_2_DESCRIPTION,농장 장식
TID_BIRDHOUSE_1,새 집
TID_BIRDHOUSE_1_DESCRIPTION,새를 불러들입니다.
TID_GAZEBO_1,육각 정자
TID_GAZEBO_1_DESCRIPTION,농장 장식
TID_LANTERN,가로등
TID_LANTERN_DESCRIPTION,농장 장식
TID_HAYCART,건초 수레
TID_HAYCART_DESCRIPTION,농장 장식
TID_HAYBALE_1,건초 더미
TID_HAYBALE_1_DESCRIPTION,농장 장식
TID_WHEELBARROW,손수레
TID_WHEELBARROW_DESCRIPTION,나비를 불러들입니다.
TID_BIRDHOUSE_2,굴뚝새 집
TID_BIRDHOUSE_2_DESCRIPTION,새를 불러들입니다.
TID_GAZEBO_2,사각 정자
TID_GAZEBO_2_DESCRIPTION,농장 장식
TID_HAYBALE_2,싱싱한 건초
TID_HAYBALE_2_DESCRIPTION,농장 장식
TID_PEOPLE_ORDER_GREETING1,안녕하세요! 혹시 이 물건 있으신가요?
TID_PEOPLE_ORDER_GREETING2,안녕하세요! 이걸 살 수 있을까요?
TID_PEOPLE_ORDER_GREETING3,안녕하세요! 물건 좀 사러 왔어요.
TID_PEOPLE_ORDER_GREETING4,이 물건 살 수 있을까요?
TID_PEOPLE_ORDER_GREETING5,안녕하세요! 파는 물건 좀 있으세요?
TID_PEOPLE_ORDER_GREETING6,안녕하세요. 필요한 게 있는데요.
TID_PEOPLE_ORDER_GREETING7,이것 좀 살 수 있을까요?
TID_PEOPLE_ORDER_GREETING8,날씨가 참 좋죠? 혹시 물건 좀 살 수 있을까요?
TID_PEOPLE_ORDER_GREETING9,안녕하세요! 엄마가 심부름을 보내셨어요!
TID_PEOPLE_ORDER_GREETING10,안녕하세요! 할머니 드릴 물건을 사러 왔어요.
TID_PEOPLE_ORDER_REENGAGEMENT1,오 오 오. 돌아오셨군요. 농장을 아예 사신 줄 알았어요.
TID_PEOPLE_ORDER_REENGAGEMENT2,"자, 잘 들으세요. 물건을 좀 사고 싶은데요."
TID_PEOPLE_ORDER_REENGAGEMENT3,그동안 어디 가셨나 궁금했어요. 별별 생각을 했답니다...
TID_PEOPLE_ORDER_REENGAGEMENT4,그냥 공짜로 주시면 안 돼요? 에그. 알았어요.
TID_PEOPLE_ORDER_REENGAGEMENT5,잘 지내셨어요? 제가 필요한 물건은 갖고 있나요?
TID_PEOPLE_ORDER_REENGAGEMENT6,제 사이즈의 체크 셔츠 있나요? 없으면 있는 거 아무거나 주세요.
TID_PEOPLE_ORDER_REENGAGEMENT7,"어머나, 또 뵙게 되니 반가워요!"
TID_PEOPLE_ORDER_REENGAGEMENT8,다시 보니 반가워요! 오늘은 어떤 물건이 좋나요?
TID_PEOPLE_ORDER_REENGAGEMENT9,왜 이렇게 폭발물을 많이 구입했냐고요? 이유는 묻지 말아 주세요.
TID_PEOPLE_ORDER_REENGAGEMENT10,좋은 날에 딱 맞춰 돌아오셨네요! 할머니가 안부 전해드리래요.
TID_PEOPLE_ORDER_YOU_HAVE,(보유 수량:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,즉시 시작하기
TID_NAME_FARM_TITLE,농장 이름이 무엇인가요?
TID_DEFAULT_FARM_NAME,<NAME>의 농장
TID_NAME_FARM_INPUT_FIELD_TEXT,여기를 터치해서 입력하세요
TID_NAME_FARM_WAITING,이름 확인 중...
TID_NAME_FARM_FAILED,사용할 수 없는 이름입니다!
TID_GUEST_YES,"네, 여기 있어요."
TID_GUEST_NO,"아니요, 팔지 않아요."
TID_GUEST_CANCEL,잠시만 기다려주세요.
TID_MYSTERY_BOX_TITLE,잠겨 있는 상자!
TID_MYSTERY_BOX_DESCRIPTION,신비한 상자가 잠겨 있습니다!\n다이아몬드를 사용하여 열 수 있습니다.
TID_MYSTERY_BOX_OPEN,즉시 상자 열기
TID_SETTINGS_TITLE,설정
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - 연동됨
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - 연동되지 않음
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - 연동 중
TID_ABOUT_TITLE,개발사 소개
TID_SETTING_CHANGE_NAME,농장 이름 변경
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,연동
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nCopyright 2012-2025 Supercell Oy. All Rights Reserved.\n\n이 소프트웨어의 모든 이용은\n이용 약관(http://www.supercell.net/terms-of-service)과 개인정보 처리방침(http://www.supercell.net/privacy-policy)을 따릅니다.\n\n제작진\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,먼저 애완동물의 집을 마련해주세요!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,먼저 애완동물의 집을 마련해주세요!
TID_FLOATER_PET_HABITAT_FULL,모든 애완동물 집이 가득 찼습니다!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,모든 애완동물 집이 가득 찼습니다!
TID_FLOATER_HOUSE_COMING_SOON,도전 과제는 <LEVEL>레벨부터 열립니다.
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,도전 과제는 <LEVEL>레벨부터 열립니다.
TID_FLOATER_PAINT_SHACK_COMING_SOON,페인트 집이 곧 공개됩니다!
TID_FLOATER_DOCK_COMING_SOON,부두와 화물선 순위표는 <LEVEL>레벨부터 열립니다.
TID_FLOATER_DOCK_COMING_SOON_MOBILE,부두와 화물선 순위표는 <LEVEL>레벨부터 열립니다.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,가판대는 <LEVEL>레벨부터 이용 가능합니다.
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,가판대는 <LEVEL>레벨부터 이용 가능합니다.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,나무와 바위는 <LEVEL>레벨부터 제거할 수 있습니다.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,나무와 바위는 <LEVEL>레벨부터 제거할 수 있습니다.
TID_FLOATER_MAILBOX_COMING_SOON,신문은 <LEVEL>레벨부터 배달됩니다.
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,신문은 <LEVEL>레벨부터 배달됩니다.
TID_FLOATER_HABITAT_FULL,공간이 부족합니다. 상점에서 다른 우리를 구매하세요!
TID_FLOATER_HABITAT_FULL_MOBILE,공간이 부족합니다. 상점에서 다른 우리를 구매하세요!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,헛간이 가득 찼습니다!
TID_FLOATER_INVALID_OBJECT_POSITION,공간이 부족합니다!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,우리 안에 동물을 넣어주세요!
TID_FLOATER_BOAT_COMING_SOON,화물선은 <LEVEL>레벨부터 이용 가능합니다.
TID_FLOATER_QUEUE_FULL,아이템을 모아 생산 대기 목록을 비우세요!
TID_FLOATER_PET_HUNGRY,집에 있는 애완동물에게 먹이를 줘야 합니다.
TID_FLOATER_EXPANSION_COMING_SOON,확장은 <LEVEL>레벨부터 가능합니다.
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,확장은 <LEVEL>레벨부터 가능합니다.
TID_FLOATER_EXPANSION_CONNECTION,확장할 토지는 농장과 이어져 있어야 합니다.
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,확장할 토지는 농장과 이어져 있어야 합니다.
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,곧 공개됩니다!
TID_FLOATER_FISHING_BOAT_COMING_SOON,낚싯배는 <LEVEL>레벨부터 이용 가능합니다.
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,낚싯배는 <LEVEL>레벨부터 이용 가능합니다.
TID_SETTING_FEEDBACK,문제 신고
TID_ADD_FRIENDS,새로운 농장 경영 게임 헤이데이를 함께 즐겨주세요! 혁신적인 터치 컨트롤 방식으로 농장을 관리하고 사랑스런 동물들을 기르며 다른 플레이어와 물품도 교환하세요.
TID_RATE_APP_TITLE,헤이데이 평가
TID_RATE_APP_MESSAGE,App Store에서 평가를 남겨주시면 계속 멋진 게임을 만들 수 있는 힘이 됩니다!
TID_RATE_APP_LATER,나중에
TID_RATE_APP_LATER_ANDROID,나중에
TID_RATE_APP_REVIEW,평가하기
TID_RATE_APP_NEVER,다시 보지 않음
TID_RATE_APP_NEVER_ANDROID,다시 보지 않음
TID_NEED_MORE_COWBELL_TITLE,주문 생산품 부족!
TID_NEED_MORE_COWBELL_TEXT,다음 아이템을 생산하거나 친구에게서 구매하세요:
TID_FEEDBACK_EMAIL_TITLE,Hay%20Day%20의견%20이메일
TID_FLOATER_ORDER_TABLE_COMING_SOON,주문판은 <LEVEL>레벨부터 사용할 수 있습니다.
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,주문판은 <LEVEL>레벨부터 사용할 수 있습니다.
TID_WARNING_LAST_CROP_TITLE,경고!
TID_WARNING_LAST_CROP_TEXT,이 농작물이 하나도 남지 않습니다. 계속하시겠습니까?
TID_NATIVE_DIALOG_BANNED_TITLE,연결 실패
TID_NATIVE_DIALOG_BANNED_MESSAGE,서버에 연결할 수 없습니다. 나중에 다시 시도해 주세요.
TID_NATIVE_DIALOG_BANNED_BUTTON,확인
TID_ACHIEVEMENT_PRETTY_FARMER,꿈의 농장
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,농장 장식에 코인 <NUMBER>개 사용하기
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,빵빵!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,트럭 배달 <NUMBER>번 완료하기
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,트럭 배달 <NUMBER>번 완료하기
TID_ACHIEVEMENT_LOCAL_SELLER,땡그랑!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,가판대 물건 판매로 코인 <NUMBER>개 획득하기
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,단골 손님
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,방문하는 손님에게 상품 <NUMBER>번 판매하기
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,방문하는 손님에게 상품 <NUMBER>번 판매하기
TID_ACHIEVEMENT_TURBO_HARVEST,일등급 수확가
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,<MINUTES>분 안에 밭 <NUMBER>곳 수확하기
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,터보 트럭 배달꾼
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,<MINUTES>분 안에 트럭 배달 <NUMBER>번 완료하기
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,일등급 축산업자
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,<MINUTES>분 안에 축산물 <NUMBER>개 모으기
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,<MINUTES>분 안에 축산물 <NUMBER>개 모으기
TID_ACHIEVEMENT_BONANZA,농장 재벌
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,생산시설 <NUMBER>개 건설하기
TID_ACHIEVEMENT_CITIZEN_KANE,시민 케인
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,신문 광고 <NUMBER>번 싣기
TID_ACHIEVEMENT_EGGHEAD,달걀 애호가
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,달걀 <NUMBER>개 모으기
TID_ACHIEVEMENT_GOT_MILK,우유 있어요?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,우유 <NUMBER>통 모으기
TID_ACHIEVEMENT_BACONATOR,베이컨 애호가
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,베이컨 <NUMBER>장 모으기
TID_ACHIEVEMENT_SHEEP_SHEARER,양털 수집가
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,양털 <NUMBER> 뭉치 모으기
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,선물 포장대 도전 과제
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,선물 포장대 숙련도 <NUMBER> 달성하기
TID_ACHIEVEMENTS_TITLE,도전 과제
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,보상 받기
TID_ACHIEVEMENTS_COMPLETED,완료: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,농장 점수: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,레벨 <POINTS>
TID_NEED_MORE_FRIENDS,잠금 해제하려면 새로운 Supercell ID 친구 <NUMBER>명이 필요합니다!
TID_CONFIRM_RESTART_FARM_TITLE,게임을 다시 시작하시겠습니까?
TID_CONFIRM_RESTART_FARM_TEXT,"경고: 다시 시작을 선택하면 현재 진행 사항과 코인, 다이아몬드 및 인앱 구매 내역이 모두 사라집니다!\n다시 시작할 경우 새 농장을 꾸리는 데 도움을 줄 다이아몬드 25개가 제공됩니다."
TID_CONFIRM_RESTART_FARM_YES,다시 시작
TID_CONFIRM_RESTART_FARM_NO,취소
TID_CONFIRM_RESTART_FARM_PENDING_YES,서버를 기다리는 중
TID_RESTART_FARM,게임 다시 시작
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,무료 광고까지 남은 시간:
TID_ROADSIDE_SHOP_CREATE_AD,광고 제작
TID_ROADSIDE_SHOP_EDIT_SALE,물품 제거
TID_CONFIRM_OBJECT_TRASH_TITLE,아이템 버리기
TID_CONFIRM_OBJECT_TRASH_TEXT,아이템을 정말 버리시겠습니까? 버린 아이템은 되찾을 수 없습니다.
TID_CONFIRM_OBJECT_TRASH_YES,버리기
TID_CONFIRM_OBJECT_TRASH_NO,취소
TID_NEW_ACHIEVEMENT_GAINED,도전 과제 달성!
TID_RESTART_PACKAGE_BILLING_NAME,꾸러미 다시 시작
TID_BOAT_WAITING_AT_DOCK,남은 시간:
TID_BOAT_BONUS_REWARD,선적 완료 보상:
TID_BOAT_ORDER_TITLE,화물 싣기
TID_BOAT_ARRIVING_IN,화물선 도착까지 남은 시간:
TID_BOAT_NEXT_ORDER,다음 주문:
TID_FLOATER_MINE_COMING_SOON,귀금속과 다이아몬드는 <LEVEL>레벨부터 채굴할 수 있습니다!
TID_FLOATER_MINE_COMING_SOON_MOBILE,귀금속과 다이아몬드는 <LEVEL>레벨부터 채굴할 수 있습니다!
TID_SILVER_ORE,은 광석
TID_GOLD_ORE,금광석
TID_PLATINUM_ORE,백금광석
TID_SILVER_ORE_DESCRIPTION,광산에서 캐냅니다.
TID_GOLD_ORE_DESCRIPTION,광산에서 캐냅니다.
TID_PLATINUM_ORE_DESCRIPTION,광산에서 캐냅니다.
TID_SILVER_BAR,은괴
TID_GOLD_BAR,금괴
TID_PLATINUM_BAR,백금괴
TID_SMELTER_PRODUCT_DESCRIPTION,용광로에서 만듭니다.
TID_SMELTER,용광로
TID_SMELTER_DESCRIPTION,광석을 제련합니다.
TID_SMELTER_DESCRIPTION_MOBILE,광석을 제련합니다.
TID_SPEED_UP_BOAT,즉시 화물선 부르기
TID_SEND_SHIP_POPUP_TITLE,화물선을 보낼까요?
TID_SEND_SHIP_POPUP_DESCRIPTION,주문량을 다 채우지 못했습니다!\n\n화물선은 몇 시간 후에 다시 돌아옵니다.
TID_SEND_SHIP_POPUP_YES,보내기
TID_SEND_SHIP_POPUP_NO,계속 싣기
TID_HINT_FACEBOOK_LIKE,Facebook에서 헤이데이의 모든 것을 만나보세요!\n주소는 facebook.com/HayDayOfficial입니다.
TID_HINT_FACEBOOK_LIKE_MOBILE,Facebook에서 헤이데이의 모든 것을 만나보세요!\n주소는 facebook.com/HayDayOfficial입니다.
TID_HINT_FACEBOOK_LIKE_FARMS,방문한 농장이 마음에 들면 스마일 아이콘을 터치해 좋아하는 농장으로 등록하세요!
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,방문한 농장이 마음에 들면 스마일 아이콘을 터치해 좋아하는 농장으로 등록하세요!
TID_HINT_STATS,레벨이 표시된 별을 터치하면 농장의 통계 수치를 볼 수 있습니다.
TID_HINT_STATS_MOBILE,레벨이 표시된 별을 터치하면 농장의 통계 수치를 볼 수 있습니다.
TID_HINT_ROTATE,물체를 길게 터치하면 자리를 옮기거나 방향을 돌려놓을 수 있습니다.
TID_HINT_ROTATE_MOBILE,물체를 길게 터치하면 자리를 옮기거나 방향을 돌려놓을 수 있습니다.
TID_HINT_FAN_SWITCH,씨를 뿌릴 때 \q전환\q 버튼을 터치하면 더 많은 농작물을 볼 수 있습니다.
TID_HINT_FAN_SWITCH_MOBILE,씨를 뿌릴 때 \q전환\q 버튼을 터치하면 더 많은 농작물을 볼 수 있습니다.
TID_HINT_TREES,톱과 도끼는 과일나무와 덤불을 자르는 데 사용합니다.
TID_HINT_TREES_MOBILE,톱과 도끼는 과일나무와 덤불을 자르는 데 사용합니다.
TID_HINT_MINE,"다이너마이트, TNT 폭탄, 삽은 광산에서 사용할 수 있습니다."
TID_HINT_GAMECENTER_FRIENDS,Game Center 앱이나 Supercell ID를 통해서도 친구를 추가할 수 있습니다!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Supercell ID에 친구를 추가하면 헤이데이 친구로도 맞이할 수 있습니다!
TID_HINT_ROADSIDESHOP,가판대나 신문을 이용하려면 Game Center에 로그인하세요!
TID_HINT_ROADSIDESHOP_MOBILE,QUESTION_17
TID_HINT_ROADSIDESHOP_ANDROID,가판대나 신문을 이용하려면 Supercell ID로 로그인하세요!
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,가판대나 신문을 이용하려면 Supercell ID로 로그인하세요!
TID_HINT_GENERAL_HELP,농작물과 물품을 생산하여 저장하고 주문에 따라 판매해보세요!
TID_HINT_GENERAL_HELP_MOBILE,농작물과 물품을 생산하여 저장하고 주문에 따라 판매해보세요!
TID_BOAT_ARRIVING_SOON,화물선 들어오는 중!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,가판대에 내놓은 물건이 팔렸습니다!
TID_REPAIR_DOCKS_TITLE,부두 수리
TID_REPAIR_DOCKS_TEXT,부두를 수리하고 화물선을 불러 상자에 주문량을 채우세요!
TID_REPAIR_DOCKS_TEXT_MOBILE,부두를 수리하고 화물선을 불러 상자에 주문량을 채우세요!
TID_REPAIR_DOCKS_YES,수리 시작
TID_REPAIR_MINE_TITLE,광산 수리
TID_REPAIR_MINE_TEXT,"광산에서는 다이너마이트, TNT 폭탄, 삽으로 채굴 작업을 하여, 귀중한 광석이나 다이아몬드를 얻을 수 있습니다!"
TID_REPAIR_MINE_YES,수리 시작
TID_FRUIT_TREE_FB_HELP_TITLE,과수원에 일손이 부족해요!
TID_APPLE_TREE_FB_HELP_TEXT,사과 나무가 시들어가고 있어요. 도와주시겠어요?
TID_CHERRY_TREE_FB_HELP_TEXT,체리 나무가 시들어가고 있어요. 도와주시겠어요?
TID_CACAO_TREE_FB_HELP_TEXT,카카오 나무가 시들어가고 있어요. 도와주시겠어요?
TID_RASPBERRY_BUSH_FB_HELP_TEXT,라즈베리 덤불에 물을 줘야 해요. 도와주시겠어요?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,블랙베리 덤불에 물 주는 걸 깜빡했어요. 도와주시겠어요?
TID_FRIEND_BAR_FRIENDS_TAB,친구
TID_FRIEND_BAR_FOLLOWERS_TAB,팔로워
TID_MINE,광산
TID_DOCKS,부두
TID_GENERIC_FB_DESCRIPTION,헤이데이는 매끄러운 터치 방식 조작이 돋보이는 새로운 농장 경영 게임입니다.
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,수확 도움 요청
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Supercell ID 친구가 도와주면 수확을 한 번 더 할 수 있습니다!
TID_FRIEND_BAR_FOLLOWERS,팔로워 수
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,점검 중
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"안녕하세요, 농부 여러분. 곧 점검을 진행할 예정입니다. <MINUTES>분 후 서버가 재부팅되며 몇 분 후 다시 가동됩니다."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,꿀꿀!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,서버 오프라인
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,헤이데이 점검 중입니다. 불편을 끼쳐드려 죄송합니다. 나중에 다시 시도해주세요!
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,다시 로그인
TID_STAND_ALREADY_BOUGHT,죄송합니다. 이미 팔렸네요!
TID_START_FOLLOWING,농장이 친구 탭에 추가되었습니다.
TID_STOP_FOLLOWING,농장 팔로우를 끊었습니다.
TID_MAX_FOLLOWERS,더 이상 농장을 팔로우할 수 없습니다.
TID_FOLLOWER_BAR_INFO,여기서 내 팔로워를 볼 수 있습니다!
TID_FB_LOGIN_REWARD_BUTTON_TEXT,다이아몬드 <NUMBER>개를 받으세요!
TID_FB_LOGIN_LATER_BUTTON_TEXT,나중에
TID_FB_LOGIN_NEVER_BUTTON_TEXT,다시 보지 않음
TID_BOY_FIRST_POPUP_TEXT,"안녕하세요. 저는 톰이라고 해요. 심부름을 해드릴 수 있는데, 생각 있으시면 가판대 옆에서 기다릴게요!"
TID_BOY_FIRST_POPUP_BUTTON,"좋아요, 한번 해보죠."
TID_BOY_SEARCH_TEXT,무엇이 필요하세요?
TID_BOY_SEARCH_TIMER,남은 찾기 시간: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,남은 찾기 시간:
TID_BOY_SEARCH_BUTTON,찾기 시작
TID_BOY_FOUND_TEXT,"이런 것들을 찾았는데, 필요한 게 있으세요?"
TID_BOY_FOUND_CANCEL_BUTTON,필요한 게 없군요.
TID_BOY_RESTING_TEXT,흠냐... 좀 쉬어야겠어요... 쿨쿨...
TID_BOY_RESTING_TIMER,남은 휴식 시간: <TIME>
TID_BOY_HIRE_TEXT,일을 또 맡겨주시겠어요?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"안녕하세요, <name> 님. 또 뵙게 되어 반가워요! 며칠간 머무를 테니 도움이 필요하시면 알려주세요. 농부님에게는 무료로 서비스해 드릴게요."
