TID,DE
TID_NOTIFICATION_ORDER_READY,"Du hast eine Bestellung, die du ausführen kannst!"
TID_NOTIFICATION_DAILY_GIFT,"Hallo Farmer, dein tägliches Gratisgeschenk wartet auf dich!"
TID_NATIVE_DIALOG_CONNECTION_LOST_TITLE,Verbindung verloren
TID_NATIVE_DIALOG_CONNECTION_LOST_MESSAGE,Du hast die Verbindung zum Server verloren. Überprüfe deine Internetverbindung und versuche es erneut.
TID_NATIVE_DIALOG_CONNECTION_LOST_BUTTON,Erneut versuchen
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_TITLE,Verbindung verloren
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_MESSAGE,Keine Rückmeldung vom Server. Überprüfe deine Internetverbindung und versuche es erneut.
TID_NATIVE_DIALOG_GAME_SERVER_NOT_RESPONDING_BUTTON,Erneut versuchen
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_TITLE,Verbindung verloren
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_MESSAGE,Abrechnungsserver antwortet nicht. Versuche es bitte später erneut.
TID_NATIVE_DIALOG_BILLING_SERVER_NOT_RESPONDING_BUTTON,O. K.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_TITLE,Aktualisierung notwendig
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_MESSAGE,"Ein neues Update ist da! Aktualisiere jetzt das Spiel, um die neueste Version zu genießen. Außerdem gibt es einen besonderen Leckerbissen – im Laden werden in Kürze kostenlose Diamanten auf dich warten!"
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_BUTTON,Herunterladen
TID_NATIVE_DIALOG_LOGIN_FAILED_TITLE,Verbindung fehlgeschlagen
TID_NATIVE_DIALOG_LOGIN_FAILED_MESSAGE,Verbinden mit Server nicht möglich. Fehlercode <CODE>
TID_NATIVE_DIALOG_LOGIN_FAILED_BUTTON,Erneut versuchen
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,Verbindung fehlgeschlagen
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,Verbindung zum Server nicht möglich. Überprüfe deine Internetverbindung und versuche es erneut.
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,Erneut versuchen
TID_FENCE_01,Zaun
TID_FENCE_01_DESCRIPTION,Dekoriere deine Farm
TID_FENCE_02,Steinmauer
TID_FENCE_02_DESCRIPTION,Dekoriere deine Farm
TID_FENCE_03,Steinweg
TID_FENCE_03_DESCRIPTION,Dekoriere deine Farm
TID_FLOWERPOT_1,Dahlien
TID_FLOWERPOT_1_DESCRIPTION,Lockt Schmetterlinge an
TID_FLOWERBED_1,Gänseblumen
TID_FLOWERBED_1_DESCRIPTION,Lockt Schmetterlinge an
TID_FLOWERBED_2,Lupinen
TID_FLOWERBED_2_DESCRIPTION,Lockt Schmetterlinge an
TID_BARREL_1,Fässchen
TID_BARREL_1_DESCRIPTION,Dekoriere deine Farm
TID_BARREL_2,Fässer
TID_BARREL_2_DESCRIPTION,Dekoriere deine Farm
TID_BIRDHOUSE_1,Vogelhäuschen
TID_BIRDHOUSE_1_DESCRIPTION,Lockt Vögel an
TID_GAZEBO_1,Pavillon
TID_GAZEBO_1_DESCRIPTION,Dekoriere deine Farm
TID_LANTERN,Laterne
TID_LANTERN_DESCRIPTION,Dekoriere deine Farm
TID_HAYCART,Heuwagen
TID_HAYCART_DESCRIPTION,Dekoriere deine Farm
TID_HAYBALE_1,Heuballen
TID_HAYBALE_1_DESCRIPTION,Dekoriere deine Farm
TID_WHEELBARROW,Schubkarre
TID_WHEELBARROW_DESCRIPTION,Lockt Schmetterlinge an
TID_BIRDHOUSE_2,Zaunkönighäuschen
TID_BIRDHOUSE_2_DESCRIPTION,Lockt Vögel an
TID_GAZEBO_2,Gartenlaube
TID_GAZEBO_2_DESCRIPTION,Dekoriere deine Farm
TID_HAYBALE_2,Frisches Heu
TID_HAYBALE_2_DESCRIPTION,Dekoriere deine Farm
TID_PEOPLE_ORDER_GREETING1,Grüße! Kannst du das entbehren?
TID_PEOPLE_ORDER_GREETING2,Hallo! Hast du das auf Lager?
TID_PEOPLE_ORDER_GREETING3,Guten Tag! Ich möchte etwas kaufen.
TID_PEOPLE_ORDER_GREETING4,Kannst du mir das verkaufen?
TID_PEOPLE_ORDER_GREETING5,"He, du! Hast du etwas zu verkaufen?"
TID_PEOPLE_ORDER_GREETING6,Grüße! Lass uns handeln.
TID_PEOPLE_ORDER_GREETING7,Möchtest du mir das verkaufen?
TID_PEOPLE_ORDER_GREETING8,Schönes Wetter! Bereit für Geschäfte?
TID_PEOPLE_ORDER_GREETING9,Hallo! Mama hat mich einkaufen geschickt.
TID_PEOPLE_ORDER_GREETING10,Hallo! Ich kaufe für meine Oma ein.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Uff. Du bist zurück. Dachte mir, dass du die Farm gekauft hast."
TID_PEOPLE_ORDER_REENGAGEMENT2,Hör mir jetzt gut zu ... Ich will etwas kaufen.
TID_PEOPLE_ORDER_REENGAGEMENT3,"Ich habe mich gefragt, wo du hingegangen bist. Im Stillen ... gefragt ..."
TID_PEOPLE_ORDER_REENGAGEMENT4,Kann ich das einfach gratis haben? Och. Na gut.
TID_PEOPLE_ORDER_REENGAGEMENT5,"Oh, hallo noch mal. Ich bräuchte diese Dinge von dir."
TID_PEOPLE_ORDER_REENGAGEMENT6,"Hast du ein Flanellhemd in meiner Größe? Wenn nicht, nehme ich, was du da hast."
TID_PEOPLE_ORDER_REENGAGEMENT7,"Hei di dei, ich dachte, ich schau mal vorbei."
TID_PEOPLE_ORDER_REENGAGEMENT8,Willkommen zurück! Was kannst du mir heute empfehlen?
TID_PEOPLE_ORDER_REENGAGEMENT9,"Der ganze Sprengstoff, den ich gekauft habe? Frag nicht, wozu ich den brauche."
TID_PEOPLE_ORDER_REENGAGEMENT10,"Ein guter Tag, um hierher zurückzukommen. Meine Oma lässt grüßen."
TID_PEOPLE_ORDER_YOU_HAVE,(Du hast:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,um die Aktion zu starten
TID_NAME_FARM_TITLE,Wie heißt deine Farm?
TID_DEFAULT_FARM_NAME,Farm von <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,ZUM SCHREIBEN HIER TIPPEN
TID_NAME_FARM_WAITING,Namen bestätigen ...
TID_NAME_FARM_FAILED,UNGÜLTIGER NAME!
TID_GUEST_YES,"Ja, natürlich"
TID_GUEST_NO,"Nein, tut mir leid"
TID_GUEST_CANCEL,Einen Moment bitte
TID_MYSTERY_BOX_TITLE,Verschlossen!
TID_MYSTERY_BOX_DESCRIPTION,"Die Geheimkiste, die du gefunden hast, ist verschlossen! Du kannst sie mithilfe von Diamanten öffnen."
TID_MYSTERY_BOX_OPEN,um die Kiste zu öffnen
TID_SETTINGS_TITLE,Einstellungen
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> – Verbunden
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> – Getrennt
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> – Verbinden
TID_ABOUT_TITLE,Über Hay Day
TID_SETTING_CHANGE_NAME,Farmnamen ändern
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Verbinden
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nCopyright 2012–2025 Supercell Oy. Alle Rechte vorbehalten.\n\nDie Verwendung dieser Software unterliegt den\nNutzungsbedingungen unter https://supercell.com/en/terms-of-service/de/ sowie der Datenschutzrichtlinie unter https://supercell.com/en/privacy-policy/de/\n\nMITWIRKENDE\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Kaufe erst ein Zuhause für das Tier!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Kaufe erst ein Zuhause für das Tier!
TID_FLOATER_PET_HABITAT_FULL,Kein Platz für weitere Tiere!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Kein Platz für weitere Tiere!
TID_FLOATER_HOUSE_COMING_SOON,Erfolge werden ab Level <LEVEL> freigeschaltet
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Erfolge werden ab Level <LEVEL> freigeschaltet
TID_FLOATER_PAINT_SHACK_COMING_SOON,Farbschuppen bald verfügbar!
TID_FLOATER_DOCK_COMING_SOON,Anlegestelle und Schiff-Rangliste sind ab Level <LEVEL> verfügbar
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Anlegestelle und Schiff-Rangliste sind ab Level <LEVEL> verfügbar
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,Straßenverkauf öffnet ab Level <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,Straßenverkauf öffnet ab Level <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Du kannst ab Level <LEVEL> Land nutzbar machen
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Du kannst ab Level <LEVEL> Land nutzbar machen
TID_FLOATER_MAILBOX_COMING_SOON,Die Zeitung wird ab Level <LEVEL> geliefert
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Die Zeitung wird ab Level <LEVEL> geliefert
TID_FLOATER_HABITAT_FULL,Der Stall ist voll. Kaufe im Laden noch einen!
TID_FLOATER_HABITAT_FULL_MOBILE,Der Stall ist voll. Kaufe im Laden noch einen!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,Die Scheune ist voll!
TID_FLOATER_INVALID_OBJECT_POSITION,Hier ist nicht genug Platz!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Platziere Tiere in Ställen!
TID_FLOATER_BOAT_COMING_SOON,Schiff trifft bei Level <LEVEL> ein
TID_FLOATER_QUEUE_FULL,"Sammle Gegenstände, um die Produktionsreihe freizumachen!"
TID_FLOATER_PET_HUNGRY,Füttere dein Tier in seiner Hütte.
TID_FLOATER_EXPANSION_COMING_SOON,Erweiterungen sind ab Level <LEVEL> verfügbar
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Erweiterungen sind ab Level <LEVEL> verfügbar
TID_FLOATER_EXPANSION_CONNECTION,Land muss mit Farm verbunden sein
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Land muss mit Farm verbunden sein
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Bald verfügbar!
TID_FLOATER_FISHING_BOAT_COMING_SOON,Fischerboot ist ab Level <LEVEL> verfügbar
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,Fischerboot ist ab Level <LEVEL> verfügbar
TID_SETTING_FEEDBACK,Problem melden
TID_ADD_FRIENDS,"Besuche mich bei Hay Day, einem völlig neuen Farm-Erlebnis! Bestelle dein Land mit innovativer Touch-Steuerung, kümmere dich um deine niedlichen Tiere und treibe Handel mit anderen Spielern."
TID_RATE_APP_TITLE,Bitte bewerte Hay Day
TID_RATE_APP_MESSAGE,"Bitte bewerte uns im App Store, damit wir weiterhin tolle Spiele machen können!"
TID_RATE_APP_LATER,Nicht jetzt
TID_RATE_APP_LATER_ANDROID,Nicht jetzt
TID_RATE_APP_REVIEW,O. K.
TID_RATE_APP_NEVER,Nicht wieder fragen
TID_RATE_APP_NEVER_ANDROID,Nicht wieder fragen
TID_NEED_MORE_COWBELL_TITLE,Bestellung kann nicht ausgeführt werden!
TID_NEED_MORE_COWBELL_TEXT,Produziere diese Gegenstände oder kaufe sie von Freunden:
TID_FEEDBACK_EMAIL_TITLE,Feedback%20for%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,Die Bestelltafel ist ab Level <LEVEL> verfügbar
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Die Bestelltafel ist ab Level <LEVEL> verfügbar
TID_WARNING_LAST_CROP_TITLE,Warnung!
TID_WARNING_LAST_CROP_TEXT,"Du bist dabei, deine letzten Pflanzen zu verwenden. Möchtest du fortfahren?"
TID_NATIVE_DIALOG_BANNED_TITLE,Verbindung fehlgeschlagen
TID_NATIVE_DIALOG_BANNED_MESSAGE,Verbindung zum Server konnte nicht hergestellt werden. Bitte versuche es später erneut.
TID_NATIVE_DIALOG_BANNED_BUTTON,O. K.
TID_ACHIEVEMENT_PRETTY_FARMER,Traumfarm
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Investiere <NUMBER> Münzen in die Dekoration deiner Farm
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,"Tut, tut!"
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Liefere <NUMBER> Bestellungen mit dem Lieferwagen aus
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Liefere <NUMBER> Bestellungen mit dem Lieferwagen aus
TID_ACHIEVEMENT_LOCAL_SELLER,Zaster!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Verdiene <NUMBER> Münzen mit deinem Straßenverkauf
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Unterstützer
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Verkaufe Kunden <NUMBER>-mal Waren
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Verkaufe Kunden <NUMBER>-mal Waren
TID_ACHIEVEMENT_TURBO_HARVEST,Erntemaschine
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Ernte in <MINUTES> Minuten <NUMBER> Felder ab
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Turbo-Trucker
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Liefere in <MINUTES> Minuten <NUMBER> Bestellungen mit dem Lieferwagen aus
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Hyper-Hirte
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Sammle <NUMBER> Tierprodukte in <MINUTES> Minuten
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Sammle <NUMBER> Tierprodukte in <MINUTES> Minuten
TID_ACHIEVEMENT_BONANZA,Farm-Magnat
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Baue <NUMBER> Produktionsgebäude
TID_ACHIEVEMENT_CITIZEN_KANE,Medienmogul
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Setze <NUMBER>-mal ein Inserat in die Zeitung
TID_ACHIEVEMENT_EGGHEAD,Eierkopf
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Sammle <NUMBER> Eier
TID_ACHIEVEMENT_GOT_MILK,Die Milch macht's!
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Sammle <NUMBER> Krüge Milch
TID_ACHIEVEMENT_BACONATOR,Speckinator
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Sammle <NUMBER> Streifen Speck
TID_ACHIEVEMENT_SHEEP_SHEARER,Schafscherer
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Sammle <NUMBER>-mal Wolle
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Geschenke-Einpackstation-Errungenschaft
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Bring die Einpackstation auf Meisterungslevel <NUMBER>
TID_ACHIEVEMENTS_TITLE,Erfolge
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Belohnung abholen
TID_ACHIEVEMENTS_COMPLETED,Abgeschlossen: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Farm-Punkte: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Level <POINTS>
TID_NEED_MORE_FRIENDS,Zum Freischalten brauchst du <NUMBER> neue Supercell ID-Freunde!
TID_CONFIRM_RESTART_FARM_TITLE,Das Spiel neu starten?
TID_CONFIRM_RESTART_FARM_TEXT,"WARNUNG: Wenn du Neustart wählst, verlierst du deine aktuellen Fortschritte, Münzen, Diamanten und In-App-Käufe!\nDas Neustart-Paket enthält 25 Diamanten, damit deine neue Farm sich rasch entwickeln kann."
TID_CONFIRM_RESTART_FARM_YES,Neustart
TID_CONFIRM_RESTART_FARM_NO,Abbrechen
TID_CONFIRM_RESTART_FARM_PENDING_YES,Warten auf Server
TID_RESTART_FARM,Spiel neu starten
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Kostenloses Inserat in:
TID_ROADSIDE_SHOP_CREATE_AD,Inserat erstellen
TID_ROADSIDE_SHOP_EDIT_SALE,Verkauf bearbeiten
TID_CONFIRM_OBJECT_TRASH_TITLE,Objekt löschen?
TID_CONFIRM_OBJECT_TRASH_TEXT,Willst du das Objekt wirklich löschen? Du bekommst es dann nicht zurück.
TID_CONFIRM_OBJECT_TRASH_YES,Löschen
TID_CONFIRM_OBJECT_TRASH_NO,Abbrechen
TID_NEW_ACHIEVEMENT_GAINED,Erfolg freigeschaltet!
TID_RESTART_PACKAGE_BILLING_NAME,Paket neu starten
TID_BOAT_WAITING_AT_DOCK,Schiff legt ab in:
TID_BOAT_BONUS_REWARD,Vollständige Lieferung:
TID_BOAT_ORDER_TITLE,Fracht laden
TID_BOAT_ARRIVING_IN,Schiff trifft ein in:
TID_BOAT_NEXT_ORDER,Nächste Bestellung:
TID_FLOATER_MINE_COMING_SOON,Grabe ab Level <LEVEL> Metalle und Diamanten aus!
TID_FLOATER_MINE_COMING_SOON_MOBILE,Grabe ab Level <LEVEL> Metalle und Diamanten aus!
TID_SILVER_ORE,Silbererz
TID_GOLD_ORE,Golderz
TID_PLATINUM_ORE,Platinerz
TID_SILVER_ORE_DESCRIPTION,Aus Mine einsammeln
TID_GOLD_ORE_DESCRIPTION,Aus Mine einsammeln
TID_PLATINUM_ORE_DESCRIPTION,Aus Mine einsammeln
TID_SILVER_BAR,Silberbarren
TID_GOLD_BAR,Goldbarren
TID_PLATINUM_BAR,Platinbarren
TID_SMELTER_PRODUCT_DESCRIPTION,Im Schmelzofen produzieren
TID_SMELTER,Schmelzofen
TID_SMELTER_DESCRIPTION,Verarbeitet Erz zu Metall
TID_SMELTER_DESCRIPTION_MOBILE,Verarbeitet Erz zu Metall
TID_SPEED_UP_BOAT,Schiff jetzt herholen
TID_SEND_SHIP_POPUP_TITLE,Leinen los?
TID_SEND_SHIP_POPUP_DESCRIPTION,Die Lieferung ist noch nicht abgeschlossen!\n\nDas Schiff kommt in ein paar Stunden zurück.
TID_SEND_SHIP_POPUP_YES,"Ja, Leinen los."
TID_SEND_SHIP_POPUP_NO,"Nein, weiter beladen."
TID_HINT_FACEBOOK_LIKE,Du findest Hay Day natürlich bei Facebook! Gehe zu: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Du findest Hay Day natürlich bei Facebook! Gehe zu: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Wenn du eine Farm besuchst, die dir gefällt, tippe auf den Smiley, um es zu zeigen!"
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Wenn du eine Farm besuchst, die dir gefällt, tippe auf den Smiley, um es zu zeigen!"
TID_HINT_STATS,"Tippe auf den Stern mit deinem Level, um deine Farmstatistik anzusehen."
TID_HINT_STATS_MOBILE,"Tippe auf den Stern mit deinem Level, um deine Farmstatistik anzusehen."
TID_HINT_ROTATE,"Du kannst Objekte bewegen und drehen, indem du sie antippst und dann hältst."
TID_HINT_ROTATE_MOBILE,"Du kannst Objekte bewegen und drehen, indem du sie antippst und dann hältst."
TID_HINT_FAN_SWITCH,"Beim Säen findest du weitere Pflanzenarten, wenn du auf \qUmschalten\q tippst."
TID_HINT_FAN_SWITCH_MOBILE,"Beim Säen findest du weitere Pflanzenarten, wenn du auf \qUmschalten\q tippst."
TID_HINT_TREES,Mit Sägen und Äxten kannst du Obstbäume und Sträucher fällen.
TID_HINT_TREES_MOBILE,Mit Sägen und Äxten kannst du Obstbäume und Sträucher fällen.
TID_HINT_MINE,"In der Mine kannst du Dynamit, TNT-Fässer und Schaufeln einsetzen."
TID_HINT_GAMECENTER_FRIENDS,Du kannst auch über das Game Center und Supercell ID Freunde hinzufügen!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,"Du kannst Freunde zu Hay Day hinzufügen, wenn du einen Freund bei Supercell ID hinzufügst!"
TID_HINT_ROADSIDESHOP,"Um den Straßenverkauf und die Zeitung zu verwenden, musst du dich bei Game Center anmelden!"
TID_HINT_ROADSIDESHOP_MOBILE,FRAGE_17
TID_HINT_ROADSIDESHOP_ANDROID,"Um den Straßenverkauf und die Zeitung zu verwenden, musst du dich bei Supercell ID anmelden!"
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,"Um den Straßenverkauf und die Zeitung zu verwenden, musst du dich bei Supercell ID anmelden!"
TID_HINT_GENERAL_HELP,"Ernte Pflanzen, produziere Waren, fülle dein Lager und befriedige die Nachfrage!"
TID_HINT_GENERAL_HELP_MOBILE,"Ernte Pflanzen, produziere Waren, fülle dein Lager und befriedige die Nachfrage!"
TID_BOAT_ARRIVING_SOON,Schiff kommt an!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Die Artikel in deinem Straßenverkauf sind verkauft!
TID_REPAIR_DOCKS_TITLE,Anlegestelle reparieren?
TID_REPAIR_DOCKS_TEXT,"Repariere die Anlegestelle, um Schiffe anzulocken und Lieferungen auszuführen!"
TID_REPAIR_DOCKS_TEXT_MOBILE,"Repariere die Anlegestelle, um Schiffe anzulocken und Lieferungen auszuführen!"
TID_REPAIR_DOCKS_YES,Reparatur beginnen
TID_REPAIR_MINE_TITLE,Mine reparieren?
TID_REPAIR_MINE_TEXT,"In der Mine kannst du mit Dynamit, TNT-Fässern und Schaufeln Dinge zu Tage fördern. Du findest dort wertvolle Erze und sogar Diamanten!"
TID_REPAIR_MINE_YES,Reparatur beginnen
TID_FRUIT_TREE_FB_HELP_TITLE,Ich brauche Hilfe in meinem Obstgarten!
TID_APPLE_TREE_FB_HELP_TEXT,Mein Apfelbaum verdorrt. Kannst du ihn für mich gießen?
TID_CHERRY_TREE_FB_HELP_TEXT,Mein Kirschbaum verdorrt. Bitte gieße ihn für mich!
TID_CACAO_TREE_FB_HELP_TEXT,Mein Kakaobaum verdorrt. Bitte gieß ihn für mich!
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Mein Himbeerstrauch muss dringend gegossen werden. Kannst du mir helfen?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,"Ich habe vergessen, meinen Brombeerstrauch zu wässern. Kannst du das für mich erledigen?"
TID_FRIEND_BAR_FRIENDS_TAB,Freunde
TID_FRIEND_BAR_FOLLOWERS_TAB,Beobachter
TID_MINE,Mine
TID_DOCKS,Anlegestelle
TID_GENERIC_FB_DESCRIPTION,"Hay Day ist ein völlig neues Farmerlebnis mit flüssiger Gestensteuerung, die liebevoll für dein Touch-Gerät angepasst wurde."
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Erntehilfe
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Mithilfe deiner Supercell-ID-Freunde kannst du noch ein weiteres Mal ernten!
TID_FRIEND_BAR_FOLLOWERS,Anzahl der Beobachter
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Wartung beginnt bald
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Hallo, Farmer! Bald beginnen Wartungsarbeiten! Die Server werden in <MINUTES> Minuten neu starten und wenige Minuten später wieder online sein."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Grunz!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Server offline
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,Hay Day wird gewartet. Bitte entschuldige die Unannehmlichkeiten und versuche es später erneut.
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Anmeldung wiederholen
TID_STAND_ALREADY_BOUGHT,"Tut uns leid, das hat schon jemand gekauft!"
TID_START_FOLLOWING,Farm wird beobachtet und zur Freundeleiste hinzugefügt.
TID_STOP_FOLLOWING,Farm wird nicht länger beobachtet.
TID_MAX_FOLLOWERS,Die Farm kann nicht beobachtet werden! Alle Plätze sind voll.
TID_FOLLOWER_BAR_INFO,"Hier siehst du, wer dich beobachtet!"
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Du erhältst <NUMBER> Diamanten!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Jetzt nicht
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Nicht wieder zeigen
TID_BOY_FIRST_POPUP_TEXT,"Hallo, ich bin Tom und kann Besorgungen für dich machen. Du findest mich bei deinem Straßenverkauf."
TID_BOY_FIRST_POPUP_BUTTON,"Gut, versuchen wir's"
TID_BOY_SEARCH_TEXT,Wonach soll ich suchen?
TID_BOY_SEARCH_TIMER,Zu deinen Diensten: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Zu deinen Diensten:
TID_BOY_SEARCH_BUTTON,Suche starten
TID_BOY_FOUND_TEXT,Das habe ich gefunden. Was möchtest du?
TID_BOY_FOUND_CANCEL_BUTTON,Nichts davon
TID_BOY_RESTING_TEXT,Zzz ... Ich muss mich wirklich etwas ausruhen ... zzZZZzz ...
TID_BOY_RESTING_TIMER,Wieder verfügbar in: <TIME>
TID_BOY_HIRE_TEXT,Möchtest du mich wieder anheuern?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Hallo, <name>. Es ist echt schön, dass du wieder da bist! Ich werde in den nächsten Tagen hier bleiben, falls du Hilfe brauchst. Für dich geht das aufs Haus!"
TID_BOY_HIRE_TIME,<DAYS> Tage
TID_BOY_HIRE_TIME_1DAY,1 Tag
TID_BOY_HIRE_CANCEL_BUTTON,"Nein, danke"
TID_BOY_HIRE_CANCELED_TEXT,"Es hat Spaß gemacht, für dich zu arbeiten. Falls du noch mehr Besorgungen hast, ruf mich einfach durch Tippen auf diese Kiste!"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Es hat Spaß gemacht, für dich zu arbeiten. Falls du noch mehr Besorgungen hast, ruf mich einfach durch Tippen auf diese Kiste!"
TID_FAQ_TITLE,Hay Day-Support
TID_FAQ_BUTTON,Hilfe und Support
TID_UPDATE_REQUIRED_DIALOG_TITLE,Aktualisierung erforderlich
TID_MAINTENANCE_DIALOG_TITLE,Wartung
TID_FAQ_QUESTION_1,"F: Wieso kann ich eure Facebook-Seite nicht per \qNeueste Updates\q öffnen, wenn ich Chinesisch als Sprache gewählt habe?"
TID_FAQ_ANSWER_1,"A: Da der Zugriff auf Facebook aus China nicht möglich ist, wirst du auf unsere chinesische Fanseite bei Weibo umgeleitet. Falls du chinesische Spracheinstellungen bei Hay Day verwendest, aber in deiner Region Zugriff auf Facebook hast, ist der Link: http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Erdbeeren
TID_FAQ_QUESTION_2,F: Ich habe meine Farm verloren. Wie kann ich sie zurückbekommen?
TID_FAQ_ANSWER_2,"A: Wir empfehlen, dass du pro Gerät nur auf einer einzigen Farm spielst und deine Farm mit deinem Game Center- oder Supercell ID-Konto verknüpfst. Wenn du auf deinem Gerät mehrere Farmen lädst, kannst du den Zugang zu einem oder allen Konten verlieren. Falls du deine Farm verloren hast, kontaktierst du den Spieler-Support unten per \qProblem melden\q. Bitte Namen und Level der alten Farm angeben!"
