TID,JP
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_TITLE,接続できません
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_MESSAGE,サーバーとの接続を確立できません。インターネット接続を確認してもう一度お試しください。
TID_NATIVE_DIALOG_UNABLE_TO_CONNECT_BUTTON,再接続
TID_FENCE_01,柵
TID_FENCE_01_DESCRIPTION,農場をかざり\nつけられます
TID_FENCE_02,石の壁
TID_FENCE_02_DESCRIPTION,農場をかざり\nつけられます
TID_FENCE_03,石の道
TID_FENCE_03_DESCRIPTION,農場をかざり\nつけられます
TID_FLOWERPOT_1,ダリア
TID_FLOWERPOT_1_DESCRIPTION,チョウが\n寄ってきます
TID_FLOWERBED_1,デイジー
TID_FLOWERBED_1_DESCRIPTION,チョウが\n寄ってきます
TID_FLOWERBED_2,ルピナス
TID_FLOWERBED_2_DESCRIPTION,チョウが\n寄ってきます
TID_BARREL_1,タル（小）
TID_BARREL_1_DESCRIPTION,農場をかざり\nつけられます
TID_BARREL_2,タル（大）
TID_BARREL_2_DESCRIPTION,農場をかざり\nつけられます
TID_BIRDHOUSE_1,鳥の巣箱（小）
TID_BIRDHOUSE_1_DESCRIPTION,鳥が寄ってきます
TID_GAZEBO_1,ガゼボ
TID_GAZEBO_1_DESCRIPTION,農場をかざり\nつけられます
TID_LANTERN,ランタン
TID_LANTERN_DESCRIPTION,農場をかざり\nつけられます
TID_HAYCART,干し草の荷馬車
TID_HAYCART_DESCRIPTION,農場をかざり\nつけられます
TID_HAYBALE_1,干し草の俵
TID_HAYBALE_1_DESCRIPTION,農場をかざり\nつけられます
TID_WHEELBARROW,手押し車
TID_WHEELBARROW_DESCRIPTION,チョウが\n寄ってきます
TID_BIRDHOUSE_2,鳥の巣箱（大）
TID_BIRDHOUSE_2_DESCRIPTION,鳥が寄ってきます
TID_GAZEBO_2,パビリオン
TID_GAZEBO_2_DESCRIPTION,農場をかざり\nつけられます
TID_HAYBALE_2,とれたての干し草
TID_HAYBALE_2_DESCRIPTION,農場をかざり\nつけられます
TID_PEOPLE_ORDER_GREETING1,やあ、余ってたりしないかな？
TID_PEOPLE_ORDER_GREETING2,こんちは！ 在庫あるかい？
TID_PEOPLE_ORDER_GREETING3,ごきげんよう。買いたいものがあるの。
TID_PEOPLE_ORDER_GREETING4,これを売ってくれませんか？
TID_PEOPLE_ORDER_GREETING5,どうも！ 売ってもらえるかな？
TID_PEOPLE_ORDER_GREETING6,こんにちは！ お願いがあるのですが...
TID_PEOPLE_ORDER_GREETING7,これを売っていただけませんか？
TID_PEOPLE_ORDER_GREETING8,いい天気ですね！ 営業していますか？
TID_PEOPLE_ORDER_GREETING9,こんにちは！ お母さんのおつかいなの。
TID_PEOPLE_ORDER_GREETING10,こんにちは！\nおばあちゃんのおつかいなの！
TID_PEOPLE_ORDER_REENGAGEMENT1,ホッホッホ、お帰りなさい。てっきり別の農場を買ったのかと思ったよ。
TID_PEOPLE_ORDER_REENGAGEMENT2,よく聞いてくれ。欲しいものがあるんだよ。
TID_PEOPLE_ORDER_REENGAGEMENT3,一体どこに行ったのかと、こっそり心配していたの。
TID_PEOPLE_ORDER_REENGAGEMENT4,タダでもらえたりする？ダメ？じゃあもういいですー。
TID_PEOPLE_ORDER_REENGAGEMENT5,どうもどうも、この前のアレは用意できた？
TID_PEOPLE_ORDER_REENGAGEMENT6,ぴったりサイズのフランネルはありますか？ないなら今あるものでもいいです。
TID_PEOPLE_ORDER_REENGAGEMENT7,こんにちは！また会えてうれしいです！
TID_PEOPLE_ORDER_REENGAGEMENT8,お帰りなさい！今日のおすすめは何ですか？
TID_PEOPLE_ORDER_REENGAGEMENT9,買った爆薬を何に使うかって？\nそれはヒ・ミ・ツ！
TID_PEOPLE_ORDER_REENGAGEMENT10,お帰りなさい！おばあちゃんからもよろしくって！
TID_PEOPLE_ORDER_YOU_HAVE,（今ある数：
TID_PEOPLE_ORDER_YOU_HAVE2,）
TID_DIAMONDS_TO_START_ACTION,で今すぐできます
TID_NAME_FARM_TITLE,農場の名前を入力
TID_DEFAULT_FARM_NAME,<NAME>農場
TID_NAME_FARM_INPUT_FIELD_TEXT,ここをタップして入力
TID_NAME_FARM_WAITING,名前の認証中...
TID_NAME_FARM_FAILED,無効な名前です！
TID_GUEST_YES,はい、どうぞ
TID_GUEST_NO,ごめんなさい
TID_GUEST_CANCEL,少しお待ちください...
TID_MYSTERY_BOX_TITLE,{size=23}カギがかかっています！
TID_MYSTERY_BOX_DESCRIPTION,このミステリーボックスにはカギがかかっています！\nダイヤモンドを使えば開封できます。
TID_MYSTERY_BOX_OPEN,でボックスを開ける
TID_SETTINGS_TITLE,設定
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> -接続済み
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> -未接続
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA>：接続中
TID_ABOUT_TITLE,{size=23}ゲームについて
TID_SETTING_CHANGE_NAME,農場の名前変更
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,接続
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nCopyright 2012-2025 Supercell Oy. All Rights Reserved.\n\n本ソフトウェアの使用は、いかなる場合においても\n利用規約（http://www.supercell.net/terms-of-service）および\nプライバシーポリシー（http://www.supercell.net/privacy-policy）が\n適用されます。\n<CREDITS>スタッフロール\n\n
TID_FLOATER_PET_HABITAT_NEEDED,先にペットが住める\n家を買いましょう！
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,先にペットが住める\n家を買いましょう！
TID_FLOATER_PET_HABITAT_FULL,ペット用の家がどれも一杯です！
TID_FLOATER_PET_HABITAT_FULL_MOBILE,ペット用の家がどれも一杯です！
TID_FLOATER_HOUSE_COMING_SOON,チャレンジはレベル<LEVEL>から\n挑戦できます
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,チャレンジはレベル<LEVEL>から\n挑戦できます
TID_FLOATER_PAINT_SHACK_COMING_SOON,ペンキ小屋は近日登場！
TID_FLOATER_DOCK_COMING_SOON,波止場と船のランキングはレベル<LEVEL>から利用できます
TID_FLOATER_DOCK_COMING_SOON_MOBILE,波止場と船のランキングはレベル<LEVEL>から利用できます
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,売店はレベル<LEVEL>から利用できます
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,売店はレベル<LEVEL>から利用できます
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,障害物はレベル<LEVEL>から取り除けます
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,障害物はレベル<LEVEL>から\n取り除けます
TID_FLOATER_MAILBOX_COMING_SOON,新聞はレベル<LEVEL>から\n届くようになります
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,新聞はレベル<LEVEL>から\n届くようになります
TID_FLOATER_HABITAT_FULL,ここはもう一杯です。\nショップで新しいものを買いましょう！
TID_FLOATER_HABITAT_FULL_MOBILE,ここはもう一杯です。\nショップで新しいものを買いましょう！
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,納屋が一杯です！
TID_FLOATER_INVALID_OBJECT_POSITION,スペース不足です！
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,動物は囲いの中に入れましょう！
TID_FLOATER_BOAT_COMING_SOON,レベル<LEVEL>になれば船が来るようになります
TID_FLOATER_QUEUE_FULL,アイテムを集めて\n生産ラインを空けましょう！
TID_FLOATER_PET_HUNGRY,ペットのエサは住んでいる\n家に置いてあげましょう。
TID_FLOATER_EXPANSION_COMING_SOON,レベル<LEVEL>になれば農場を広げられるようになります
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,レベル<LEVEL>になれば農場を広げられるようになります
TID_FLOATER_EXPANSION_CONNECTION,広げられるのは農場に\n隣接している部分だけです
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,広げられるのは農場に\n隣接している部分だけです
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,近日公開！
TID_FLOATER_FISHING_BOAT_COMING_SOON,魚釣りはレベル<LEVEL>から利用できます
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,魚釣りはレベル<LEVEL>から利用できます
TID_SETTING_FEEDBACK,問題を報告
TID_ADD_FRIENDS,新感覚の農業ゲーム「ヘイ・デイ」を一緒に遊びましょう！かわいらしい動物たちの世話をしたり、作ったものを自分のお店で売れます！
TID_RATE_APP_TITLE,ヘイ・デイを評価してください
TID_RATE_APP_MESSAGE,App Storeでいただいた評価は、今後のゲーム開発の参考にさせていただきます！
TID_RATE_APP_LATER,後で
TID_RATE_APP_LATER_ANDROID,後で
TID_RATE_APP_REVIEW,評価する
TID_RATE_APP_NEVER,今後は表示しない
TID_RATE_APP_NEVER_ANDROID,今後は表示しない
TID_NEED_MORE_COWBELL_TITLE,必要なものがそろっていません！
TID_NEED_MORE_COWBELL_TEXT,以下のものを作るか、フレンドから買ってください：
TID_FEEDBACK_EMAIL_TITLE,Feedback%20for%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,注文の掲示板は\nレベル<LEVEL>から利用できます
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,注文の掲示板は\nレベル<LEVEL>から利用できます
TID_WARNING_LAST_CROP_TITLE,警告！
TID_WARNING_LAST_CROP_TEXT,この作物はこれで最後です。\n使ってもよろしいですか？
TID_NATIVE_DIALOG_BANNED_TITLE,接続できません
TID_NATIVE_DIALOG_BANNED_MESSAGE,サーバーに接続できませんでした。あとでまたお試しください。
TID_NATIVE_DIALOG_BANNED_BUTTON,OK
TID_ACHIEVEMENT_PRETTY_FARMER,夢に見た農場
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,コイン<NUMBER>枚を\n農場のかざりつけに使う
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,プップー！
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,トラックで<NUMBER>回\n配達する
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,トラックで<NUMBER>回\n配達する
TID_ACHIEVEMENT_LOCAL_SELLER,まいどあり！
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,売店でコイン<NUMBER>枚分の売り上げを記録する
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,常連さん
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,訪問客に商品を\n<NUMBER>回売る
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,訪問客に商品を\n<NUMBER>回売る
TID_ACHIEVEMENT_TURBO_HARVEST,収穫に集中
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,<MINUTES>分以内に\n畑<NUMBER>マス分を収穫する
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,はりきり配達
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,<MINUTES>分以内に配達トラックの\n注文に<NUMBER>回応じる
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,せっせとお世話
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,<MINUTES>分以内に家畜から\n生産物を<NUMBER>個集める
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,<MINUTES>分以内に家畜から\n生産物を<NUMBER>個集める
TID_ACHIEVEMENT_BONANZA,大農場主
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,生産系施設を<NUMBER>個建設する
TID_ACHIEVEMENT_CITIZEN_KANE,広告大手
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,新聞広告を<NUMBER>回のせる
TID_ACHIEVEMENT_EGGHEAD,生麦生米生タマゴ
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,タマゴを<NUMBER>個集める
TID_ACHIEVEMENT_GOT_MILK,なみなみミルク
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,牛乳を<NUMBER>杯集める
TID_ACHIEVEMENT_BACONATOR,スリム化計画
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,ベーコンを<NUMBER>個集める
TID_ACHIEVEMENT_SHEEP_SHEARER,ようもうかりまっせ
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,羊毛を<NUMBER>個集める
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,プレゼントラッピング台チャレンジ
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,プレゼントラッピング台を\nマスター<NUMBER>にする
TID_ACHIEVEMENTS_TITLE,チャレンジ
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,プレゼントをもらう
TID_ACHIEVEMENTS_COMPLETED,達成した数：<COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,農場のスコア：<SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,レベル<POINTS>
TID_NEED_MORE_FRIENDS,アンロックするにはSupercell IDフレンドがあと<NUMBER>人必要です！
TID_CONFIRM_RESTART_FARM_TITLE,ゲームを最初からやり直しますか？
TID_CONFIRM_RESTART_FARM_TEXT,警告：ゲームをやり直した場合、これまでの進行状況、コイン、ダイヤモンドおよびApp内での購入で得たアイテムはすべて失われてしまいます！\nリセットパッケージには新しい農場を軌道にのせるためにダイヤモンドが25個入っています。
TID_CONFIRM_RESTART_FARM_YES,農場リセット
TID_CONFIRM_RESTART_FARM_NO,キャンセル
TID_CONFIRM_RESTART_FARM_PENDING_YES,サーバーの反応を待っています
TID_RESTART_FARM,ゲームを最初からやり直す
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,無料の広告まで：
TID_ROADSIDE_SHOP_CREATE_AD,広告をのせる
TID_ROADSIDE_SHOP_EDIT_SALE,売り物の編集
TID_CONFIRM_OBJECT_TRASH_TITLE,破棄しますか？
TID_CONFIRM_OBJECT_TRASH_TEXT,本当に破棄しますか？ 後から取り消すことはできません。
TID_CONFIRM_OBJECT_TRASH_YES,破棄
TID_CONFIRM_OBJECT_TRASH_NO,キャンセル
TID_NEW_ACHIEVEMENT_GAINED,チャレンジを達成しました！
TID_RESTART_PACKAGE_BILLING_NAME,リセットパッケージ
TID_BOAT_WAITING_AT_DOCK,船の出発まで：
TID_BOAT_BONUS_REWARD,積み込み完了：
TID_BOAT_ORDER_TITLE,荷物の積み込み
TID_BOAT_ARRIVING_IN,船の到着まで：
TID_BOAT_NEXT_ORDER,次の注文：
TID_FLOATER_MINE_COMING_SOON,レベル<LEVEL>から貴重な鉱石を採掘できます
TID_FLOATER_MINE_COMING_SOON_MOBILE,レベル<LEVEL>から貴重な鉱石を採掘できます
TID_SILVER_ORE,銀鉱石
TID_GOLD_ORE,金鉱石
TID_PLATINUM_ORE,プラチナ鉱石
TID_SILVER_ORE_DESCRIPTION,鉱山で採掘できます
TID_GOLD_ORE_DESCRIPTION,鉱山で採掘できます
TID_PLATINUM_ORE_DESCRIPTION,鉱山で採掘できます
TID_SILVER_BAR,銀の延べ棒
TID_GOLD_BAR,金の延べ棒
TID_PLATINUM_BAR,プラチナの延べ棒
TID_SMELTER_PRODUCT_DESCRIPTION,溶鉱炉で作れます
TID_SMELTER,溶鉱炉
TID_SMELTER_DESCRIPTION,鉱石から金属を\n抽出して精錬します
TID_SMELTER_DESCRIPTION_MOBILE,鉱石から金属を\n抽出して精錬します
TID_SPEED_UP_BOAT,今すぐ船を呼ぶ
TID_SEND_SHIP_POPUP_TITLE,出発させますか？
TID_SEND_SHIP_POPUP_DESCRIPTION,荷物の積み込みが終わっていません！\n\n船は数時間後にまた来ます。
TID_SEND_SHIP_POPUP_YES,はい、出発させます
TID_SEND_SHIP_POPUP_NO,いいえ、まだです
TID_HINT_FACEBOOK_LIKE,Facebookでこのゲームの最新情報をチェックしましょう！\nfacebook.com/HayDayOfficialでお待ちしてます！
TID_HINT_FACEBOOK_LIKE_MOBILE,Facebookでこのゲームの最新情報をチェックしましょう！\nfacebook.com/HayDayOfficialでお待ちしてます！
TID_HINT_FACEBOOK_LIKE_FARMS,誰かの農場が気に入った時は、スマイルマークをタップして\n「いいね！」をつけましょう！
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,誰かの農場が気に入った時は、スマイルマークをタップして\n「いいね！」をつけましょう！
TID_HINT_STATS,星型のレベルアイコンをタップすれば自分の農場のデータを確認できます。
TID_HINT_STATS_MOBILE,星型のレベルアイコンをタップすれば\n自分の農場のデータを確認できます。
TID_HINT_ROTATE,農場内のものはタップしてホールドすれば\n移動したり向きを変えたりできます。
TID_HINT_ROTATE_MOBILE,農場内のものはタップしてホールドすれば\n移動したり向きを変えたりできます。
TID_HINT_FAN_SWITCH,種まき中は\q切り替え\qボタンをタップすることで作物ページを\n切り替えられます。
TID_HINT_FAN_SWITCH_MOBILE,種まき中は\q切り替え\qボタンをタップすることで\n作物ページを切り替えられます。
TID_HINT_TREES,ノコギリやオノを使えば実をつけなくなった\n果物の木や茂みを除去できます。
TID_HINT_TREES_MOBILE,ノコギリやオノを使えば実をつけなくなった\n果物の木や茂みを除去できます。
TID_HINT_MINE,ダイナマイト、TNT爆薬、シャベルは鉱山でも使えます。
TID_HINT_GAMECENTER_FRIENDS,Game Centerアプリ、またはSupercell IDからもフレンドを追加できます！
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Supercell IDでフレンドを作ると、ヘイ・デイにもフレンド登録できます！
TID_HINT_ROADSIDESHOP,売店や新聞をより効果的に使うには、Game Centerにログインしましょう！
TID_HINT_ROADSIDESHOP_MOBILE,質問_17
TID_HINT_ROADSIDESHOP_ANDROID,売店や新聞をより効果的に使うには、Supercell IDにログインしましょう！
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,売店や新聞をより効果的に使うには、Supercell IDにログインしましょう！
