TID,SV
TID_FLOWERBED_2_DESCRIPTION,Lockar fjärilar
TID_BARREL_1,Kaggar
TID_BARREL_1_DESCRIPTION,Dekorerar din bondgård
TID_BARREL_2,Tunnor
TID_BARREL_2_DESCRIPTION,Dekorerar din bondgård
TID_BIRDHOUSE_1,Fågelholk
TID_BIRDHOUSE_1_DESCRIPTION,Lockar fåglar
TID_GAZEBO_1,Lusthus
TID_GAZEBO_1_DESCRIPTION,Dekorerar din bondgård
TID_LANTERN,Lykta
TID_LANTERN_DESCRIPTION,Dekorerar din bondgård
TID_HAYCART,Höskrinda
TID_HAYCART_DESCRIPTION,Dekorerar din bondgård
TID_HAYBALE_1,Höbal
TID_HAYBALE_1_DESCRIPTION,Dekorerar din bondgård
TID_WHEELBARROW,Skottkärra
TID_WHEELBARROW_DESCRIPTION,Lockar fjärilar
TID_BIRDHOUSE_2,Kungsfågelholk
TID_BIRDHOUSE_2_DESCRIPTION,Lockar fåglar
TID_GAZEBO_2,Paviljong
TID_GAZEBO_2_DESCRIPTION,Dekorerar din bondgård
TID_HAYBALE_2,Färskt hö
TID_HAYBALE_2_DESCRIPTION,Dekorerar din bondgård
TID_PEOPLE_ORDER_GREETING1,Halloj! Kan du undvara den här?
TID_PEOPLE_ORDER_GREETING2,Hej! Har du det här på lager?
TID_PEOPLE_ORDER_GREETING3,God eftermiddag! Jag är ute efter ...
TID_PEOPLE_ORDER_GREETING4,Kan du sälja den här till mig?
TID_PEOPLE_ORDER_GREETING5,Tjenare! Har du några prylar att sälja?
TID_PEOPLE_ORDER_GREETING6,Hej! Låt oss göra affärer.
TID_PEOPLE_ORDER_GREETING7,Vill du sälja den här?
TID_PEOPLE_ORDER_GREETING8,Fint väder! Är butiken öppen?
TID_PEOPLE_ORDER_GREETING9,Hej! Mamma skickade mig för att handla.
TID_PEOPLE_ORDER_GREETING10,Hej! Jag handlar åt mormor.
TID_PEOPLE_ORDER_REENGAGEMENT1,"Jaså, du är tillbaka? Jag trodde att du hade tagit ner skylten."
TID_PEOPLE_ORDER_REENGAGEMENT2,Lyssna noga nu ... Jag vill köpa grejer.
TID_PEOPLE_ORDER_REENGAGEMENT3,Jag började nästan undra vart du hade tagit vägen ...
TID_PEOPLE_ORDER_REENGAGEMENT4,"Kan jag inte få dem gratis? Åh, okeeej då."
TID_PEOPLE_ORDER_REENGAGEMENT5,Hej igen. Har du grejerna jag behöver?
TID_PEOPLE_ORDER_REENGAGEMENT6,Har du några flanellbyxor i min storlek? Annars tar jag det du har.
TID_PEOPLE_ORDER_REENGAGEMENT7,"Hejsan, hoppsan! Kul att se dig med!"
TID_PEOPLE_ORDER_REENGAGEMENT8,"Välkommen tillbaka, kära du! Vad rekommenderar du idag?"
TID_PEOPLE_ORDER_REENGAGEMENT9,Du vet sprängämnena jag köpte? Fråga inte vad jag ska ha dem till.
TID_PEOPLE_ORDER_REENGAGEMENT10,Vilken härlig dag att vara tillbaka! Mormor hälsar.
TID_PEOPLE_ORDER_YOU_HAVE,(Du har:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,för att sätta igång
TID_NAME_FARM_TITLE,Vad heter din bondgård?
TID_DEFAULT_FARM_NAME,<NAME>s bondgård
TID_NAME_FARM_INPUT_FIELD_TEXT,TRYCK HÄR FÖR ATT SKRIVA
TID_NAME_FARM_WAITING,Godkänner namn ...
TID_NAME_FARM_FAILED,OGILTIGT NAMN!
TID_GUEST_YES,"Ja, varsågod!"
TID_GUEST_NO,"Nej, tyvärr."
TID_GUEST_CANCEL,Vänta ett ögonblick ...
TID_MYSTERY_BOX_TITLE,Låst!
TID_MYSTERY_BOX_DESCRIPTION,Den hemliga lådan du hittade är låst! Du kan öppna den med diamanter.
TID_MYSTERY_BOX_OPEN,för att öppna lådan
TID_SETTINGS_TITLE,Inställningar
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,Ansluten till <SOCIAL_MEDIA>
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,Frånkopplad från <SOCIAL_MEDIA>
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Ansluter
TID_ABOUT_TITLE,Om
TID_SETTING_CHANGE_NAME,Byt namn på gården
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Anslut
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nCopyright 2012–2025 Supercell Oy. Med ensamrätt.\n\nAll användning av den här programvaran lyder under\nanvändarvillkoren på http://www.supercell.net/terms-of-service och integritetspolicyn på http://www.supercell.net/privacy-policy\n\nMEDVERKANDE\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Köp ett hus åt husdjuret först!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Köp ett hus åt husdjuret först!
TID_FLOATER_PET_HABITAT_FULL,Alla husdjurshus är fulla!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Alla husdjurshus är fulla!
TID_FLOATER_HOUSE_COMING_SOON,Utmärkelser blir tillgängliga på nivå <LEVEL>!
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,Utmärkelser blir tillgängliga på nivå <LEVEL>!
TID_FLOATER_PAINT_SHACK_COMING_SOON,Målarverkstad kommer snart!
TID_FLOATER_DOCK_COMING_SOON,Hamnarna och båtrankningslistorna öppnar på nivå <LEVEL>!
TID_FLOATER_DOCK_COMING_SOON_MOBILE,Hamnarna och båtrankningslistorna öppnar på nivå <LEVEL>!
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,Vägbutiken öppnas på nivå <LEVEL>!
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,Vägbutiken öppnas på nivå <LEVEL>!
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Du kan röja mark på nivå <LEVEL>!
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Du kan röja mark på nivå <LEVEL>!
TID_FLOATER_MAILBOX_COMING_SOON,Tidning levereras på nivå <LEVEL>!
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,Tidning levereras på nivå <LEVEL>!
TID_FLOATER_HABITAT_FULL,Inhägnaden är full. Köp en ny i butiken!
TID_FLOATER_HABITAT_FULL_MOBILE,Inhägnaden är full. Köp en ny i butiken!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,Ladan är full!
TID_FLOATER_INVALID_OBJECT_POSITION,Inte tillräckligt med utrymme här!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Placera djuren i inhägnader!
TID_FLOATER_BOAT_COMING_SOON,Båten kommer på nivå <LEVEL>!
TID_FLOATER_QUEUE_FULL,Samla föremål för att skapa utrymme i produktionskön!
TID_FLOATER_PET_HUNGRY,Mata husdjuret i dess hus.
TID_FLOATER_EXPANSION_COMING_SOON,Du kan expandera från och med nivå <LEVEL>!
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,Du kan expandera från och med nivå <LEVEL>!
TID_FLOATER_EXPANSION_CONNECTION,Mark måste ligga i anslutning till bondgården!
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,Mark måste ligga i anslutning till bondgården!
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Kommer snart!
TID_FLOATER_FISHING_BOAT_COMING_SOON,Fiskebåten blir tillgänglig på nivå <LEVEL>!
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,Fiskebåten blir tillgänglig på nivå <LEVEL>!
TID_SETTING_FEEDBACK,Anmäl ett problem
TID_ADD_FRIENDS,"Spela med mig i Hay Day, en helt ny jordbruksupplevelse! Styr din bondgård med innovativa pekkontroller, sköt om dina söta djur och byt varor med andra spelare."
TID_RATE_APP_TITLE,Betygsätt Hay Day
TID_RATE_APP_MESSAGE,Betygsätt oss i App Store så att vi kan fortsätta göra fantastiska spel!
TID_RATE_APP_LATER,Inte just nu
TID_RATE_APP_LATER_ANDROID,Inte just nu
TID_RATE_APP_REVIEW,OK
TID_RATE_APP_NEVER,Fråga inte igen
TID_RATE_APP_NEVER_ANDROID,Fråga inte igen
TID_NEED_MORE_COWBELL_TITLE,Beställningen kan inte slutföras!
TID_NEED_MORE_COWBELL_TEXT,Producera dessa saker eller köp dem av dina vänner:
TID_FEEDBACK_EMAIL_TITLE,Feedback%20for%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,Beställningstavlan blir tillgänglig på nivå <LEVEL>!
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,Beställningstavlan blir tillgänglig på nivå <LEVEL>!
TID_WARNING_LAST_CROP_TITLE,Varning!
TID_WARNING_LAST_CROP_TEXT,Du är på väg att använda dina sista grödor. Vill du fortsätta?
TID_NATIVE_DIALOG_BANNED_TITLE,Anslutningen misslyckades
TID_NATIVE_DIALOG_BANNED_MESSAGE,Det gick inte att ansluta till servern. Försök igen.
TID_NATIVE_DIALOG_BANNED_BUTTON,OK
TID_ACHIEVEMENT_PRETTY_FARMER,Drömbondgård
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Investera <NUMBER> mynt på att dekorera din bondgård
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Tut tut!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Slutför <NUMBER> varubilsleveranser
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Slutför <NUMBER> varubilsleveranser
TID_ACHIEVEMENT_LOCAL_SELLER,Ka-tjing!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Tjäna <NUMBER> mynt genom att sälja saker i din vägbutik
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Hjälpande hand
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Sälj varor till besökande kunder <NUMBER> gånger
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Sälj varor till besökande kunder <NUMBER> gånger
TID_ACHIEVEMENT_TURBO_HARVEST,Blixtskördare
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Skörda <NUMBER> fält på <MINUTES> minuter
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Turboförare
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Leverera <NUMBER> varubilsleveranser på <MINUTES> minuter
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Blixtherde
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Samla ihop <NUMBER> djurvaror på <MINUTES> minuter
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Samla ihop <NUMBER> djurvaror på <MINUTES> minuter
TID_ACHIEVEMENT_BONANZA,Jordbruksmästare
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Bygg <NUMBER> produktionsbyggnader
TID_ACHIEVEMENT_CITIZEN_KANE,Tidningsmogul
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Annonsera i tidningen <NUMBER> gånger
TID_ACHIEVEMENT_EGGHEAD,Äggstra bra
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Samla in <NUMBER> ägg
TID_ACHIEVEMENT_GOT_MILK,Har du mjölk?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Samla in <NUMBER> mjölkkannor
TID_ACHIEVEMENT_BACONATOR,Baconator
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Samla in <NUMBER> baconskivor
TID_ACHIEVEMENT_SHEEP_SHEARER,Fårklippare
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Samla in <NUMBER> ullstycken
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Prestation för inslagningsstationen
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Ta inslagningsstationen till mästarnivå <NUMBER>
TID_ACHIEVEMENTS_TITLE,Utmärkelser
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Hämta belöning
TID_ACHIEVEMENTS_COMPLETED,Upplåsta: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Jordbrukspoäng: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Nivå <POINTS>
TID_NEED_MORE_FRIENDS,<NUMBER> nya Supercell ID-vänner krävs för att låsa upp!
TID_CONFIRM_RESTART_FARM_TITLE,Starta om spelet?
TID_CONFIRM_RESTART_FARM_TEXT,"VARNING: Om du väljer att starta om kommer du att förlora alla nuvarande framsteg, mynt, diamanter och köp i appen!\nOmstartspaketet innehåller 25 diamanter så att du snabbt kan komma igång med din bondgård."
TID_CONFIRM_RESTART_FARM_YES,Starta om
TID_CONFIRM_RESTART_FARM_NO,Avbryt
TID_CONFIRM_RESTART_FARM_PENDING_YES,Väntar på server
TID_RESTART_FARM,Starta om spelet
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Gratisannons om:
TID_ROADSIDE_SHOP_CREATE_AD,Skapa annons
TID_ROADSIDE_SHOP_EDIT_SALE,Ändra erbjudande
TID_CONFIRM_OBJECT_TRASH_TITLE,Kasta föremål?
TID_CONFIRM_OBJECT_TRASH_TEXT,Är du säker på att du vill kasta föremålet? Du får inte tillbaka det.
TID_CONFIRM_OBJECT_TRASH_YES,Kasta
TID_CONFIRM_OBJECT_TRASH_NO,Avbryt
TID_NEW_ACHIEVEMENT_GAINED,Utmärkelse upplåst!
TID_RESTART_PACKAGE_BILLING_NAME,Omstartspaket
TID_BOAT_WAITING_AT_DOCK,Båten åker om:
TID_BOAT_BONUS_REWARD,Gör klart skeppslast:
TID_BOAT_ORDER_TITLE,Lasta
TID_BOAT_ARRIVING_IN,Båt anländer om:
TID_BOAT_NEXT_ORDER,Nästa beställning:
TID_FLOATER_MINE_COMING_SOON,Gräv fram värdefulla metaller och diamanter på nivå <LEVEL>!
TID_FLOATER_MINE_COMING_SOON_MOBILE,Gräv fram värdefulla metaller och diamanter på nivå <LEVEL>!
TID_SILVER_ORE,Silvermalm
TID_GOLD_ORE,Guldmalm
TID_PLATINUM_ORE,Platinamalm
TID_SILVER_ORE_DESCRIPTION,Grävs upp i gruvan
TID_GOLD_ORE_DESCRIPTION,Grävs upp i gruvan
TID_PLATINUM_ORE_DESCRIPTION,Grävs upp i gruvan
TID_SILVER_BAR,Silvertacka
TID_GOLD_BAR,Guldtacka
TID_PLATINUM_BAR,Platinatacka
TID_SMELTER_PRODUCT_DESCRIPTION,Utvinns i gjuteriet
TID_SMELTER,Gjuteri
TID_SMELTER_DESCRIPTION,Utvinner metaller från malm
TID_SMELTER_DESCRIPTION_MOBILE,Utvinner metaller från malm
TID_SPEED_UP_BOAT,Hämta båt nu
TID_SEND_SHIP_POPUP_TITLE,Kasta loss?
TID_SEND_SHIP_POPUP_DESCRIPTION,Du har inte lastat klart skeppslasten!\n\nBåten kommer tillbaka om några timmar.
TID_SEND_SHIP_POPUP_YES,"Ja, kasta loss."
TID_SEND_SHIP_POPUP_NO,"Nej, fortsätt lasta."
TID_HINT_FACEBOOK_LIKE,Du hittar oss och allt som rör Hay Day på Facebook! Gå till: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Du hittar oss och allt som rör Hay Day på Facebook! Gå till: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,När du besöker en fin bondgård kan du trycka på smileyn för att gilla den!
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,När du besöker en fin bondgård kan du trycka på smileyn för att gilla den!
TID_HINT_STATS,Tryck på din nivåstjärna för att visa statistiken för din bondgård.
TID_HINT_STATS_MOBILE,Tryck på din nivåstjärna för att visa statistiken för din bondgård.
TID_HINT_ROTATE,Du kan flytta och rotera föremål genom att hålla dem intryckta.
TID_HINT_ROTATE_MOBILE,Du kan flytta och rotera föremål genom att hålla dem intryckta.
TID_HINT_FAN_SWITCH,När du sår frön kan du hitta fler sorters grödor genom att trycka på \qbläddringsknappen\q.
TID_HINT_FAN_SWITCH_MOBILE,När du sår frön kan du hitta fler sorters grödor genom att trycka på \qbläddringsknappen\q.
TID_HINT_TREES,Kapa fruktträd och buskar med sågar och yxor.
TID_HINT_TREES_MOBILE,Kapa fruktträd och buskar med sågar och yxor.
TID_HINT_MINE,"Använd dynamit, TNT-tunnor och spadar i gruvan."
TID_HINT_GAMECENTER_FRIENDS,Du kan även lägga till vänner via Game Center-appen eller Supercell ID!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Du kan lägga till vänner i Hay Day när du lägger till dem via Supercell ID!
TID_HINT_ROADSIDESHOP,Logga in på Game Center för att använda vägbutiken och tidningen!
TID_HINT_ROADSIDESHOP_MOBILE,QUESTION_17
TID_HINT_ROADSIDESHOP_ANDROID,Logga in med Supercell ID för att använda vägbutiken och tidningen!
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,Logga in med Supercell ID för att använda vägbutiken och tidningen!
TID_HINT_GENERAL_HELP,"Skörda grödor och producera varor, fyll på ditt lager och sälj beroende på efterfrågan."
TID_HINT_GENERAL_HELP_MOBILE,"Skörda grödor och producera varor, fyll på ditt lager och sälj beroende på efterfrågan."
TID_BOAT_ARRIVING_SOON,Båten anländer!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Föremål i din vägbutik har sålts!
TID_REPAIR_DOCKS_TITLE,Reparera hamnen?
TID_REPAIR_DOCKS_TEXT,Reparera hamnen för att locka båtar och göra klart skeppslaster!
TID_REPAIR_DOCKS_TEXT_MOBILE,Reparera hamnen för att locka båtar och göra klart skeppslaster!
TID_REPAIR_DOCKS_YES,Börja reparera
TID_REPAIR_MINE_TITLE,Reparera gruvan?
TID_REPAIR_MINE_TEXT,"I gruvan kan du gräva fram varor med hjälp av dynamit, TNT-tunnor och spadar. Du kan hitta värdefulla malmer och till och med diamanter!"
TID_REPAIR_MINE_YES,Börja reparera
TID_FRUIT_TREE_FB_HELP_TITLE,Jag behöver hjälp i min fruktträdgård!
TID_APPLE_TREE_FB_HELP_TEXT,Mitt äppelträd ser lite visset ut. Kan du vattna det?
TID_CHERRY_TREE_FB_HELP_TEXT,Mitt körsbärsträd ser lite visset ut. Kan du vattna det?
TID_CACAO_TREE_FB_HELP_TEXT,"Mitt kakaoträd håller på att vissna. Snälla, vattna det!"
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Min hallonbuske behöver verkligen vattnas! Kan du hjälpa till?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,Jag glömde vattna min björnbärsbuske. Kan du göra det åt mig?
TID_FRIEND_BAR_FRIENDS_TAB,Vänner
TID_FRIEND_BAR_FOLLOWERS_TAB,Följare
TID_MINE,Gruva
TID_DOCKS,Hamn
TID_GENERIC_FB_DESCRIPTION,Hay Day är en helt ny jordbruksupplevelse med smidiga kontroller som är kärleksfullt utformade för din pekskärmsenhet.
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Hjälp med skörden
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Du kan få ytterligare en skörd med hjälp av dina Supercell ID-vänner!
TID_FRIEND_BAR_FOLLOWERS,Antal följare:
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Underhåll på gång
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Kära bönder, vi är på gång att starta lite underhållsarbete! Vi startar om servrarna om <MINUTES> minuter och borde vara tillbaka online några minuter efter det."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Nöff nöff!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Servern är offline
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,Vi utför underhållsarbete i Hay Day. Vi beklagar besväret. Försök igen senare!
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Försök logga in igen
TID_STAND_ALREADY_BOUGHT,"Tyvärr, någon har redan köpt detta!"
TID_START_FOLLOWING,Bondgården följs och har lagts till i vänlistan.
TID_STOP_FOLLOWING,Bondgården följs inte längre.
TID_MAX_FOLLOWERS,Bondgården kan inte följas! Alla platser används.
TID_FOLLOWER_BAR_INFO,Här hittar du folk som följer dig!
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Skaffa <NUMBER> diamanter!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Inte nu
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Visa inte igen
TID_BOY_FIRST_POPUP_TEXT,Hej! Jag heter Tom och kan springa ärenden åt dig. Jag väntar vid din vägbutik!
TID_BOY_FIRST_POPUP_BUTTON,"Okej, vi testar"
TID_BOY_SEARCH_TEXT,Vad ska jag leta efter?
TID_BOY_SEARCH_TIMER,Till din tjänst: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Till din tjänst:
TID_BOY_SEARCH_BUTTON,Börja leta
TID_BOY_FOUND_TEXT,Jag hittade dessa. Vilken vill du ha?
TID_BOY_FOUND_CANCEL_BUTTON,Ingen av dem
TID_BOY_RESTING_TEXT,Zzz ... Jag behöver verkligen vila en stund ... zzZZZzz ...
TID_BOY_RESTING_TIMER,Kan anlitas om: <TIME>
TID_BOY_HIRE_TEXT,Vill du anlita mig igen?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Hejsan, <name>. Vad kul att du är tillbaka! Jag stannar här i några dagar ifall du behöver hjälp. Det bjuder jag på!"
TID_BOY_HIRE_TIME,<DAYS> dagar
TID_BOY_HIRE_TIME_1DAY,24 h
TID_BOY_HIRE_CANCEL_BUTTON,Nej tack
TID_BOY_HIRE_CANCELED_TEXT,Det var kul att jobba för dig! Tryck på den här lådan om du behöver hjälp med fler ärenden!
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,Det var kul att jobba för dig! Tryck på den här lådan om du behöver hjälp med fler ärenden!
TID_FAQ_TITLE,Hay Day-support
TID_FAQ_BUTTON,Hjälp och support
TID_UPDATE_REQUIRED_DIALOG_TITLE,Uppdatering krävs!
TID_MAINTENANCE_DIALOG_TITLE,Underhåll
TID_FAQ_QUESTION_1,Fråga: Varför kan jag inte öppna Facebook-sidan via \qSenaste uppdateringar\q-knappen när jag har valt kinesiska som språk?
TID_FAQ_ANSWER_1,Svar: Eftersom Facebook inte är tillgängligt i Kina omdirigeras du till vår kinesiska fansida på Weibo. Om du har valt kinesiska som språk i Hay Day men bör ha tillgång till Facebook där du befinner dig är länken: http://www.facebook.com/HayDayOfficial
TID_STRAWBERRY,Jordgubbar
TID_FAQ_QUESTION_2,Fråga: Min bondgård är borta. Hur får jag tillbaka den?
TID_FAQ_ANSWER_2,Svar: Vi rekommenderar att du spelar på en enda bondgård per enhet och att du kopplar din bondgård till ditt eget Game Center- eller Supercell ID-konto. Om du laddar flera bondgårdar på en enhet kan det hända att du förlorar tillgången till ett eller flera av kontona. Om din bondgård har försvunnit kan du kontakta vår kundtjänst via \qAnmäl ett problem\q-knappen nedan. Glöm inte att ange den försvunna bondgårdens namn och nivå!
TID_FAQ_ANSWER_2_ANDROID,Svar: Vi rekommenderar att du spelar på en enda bondgård per enhet och att du kopplar din bondgård till ditt eget Google Play- eller Supercell ID-konto. Om du laddar flera bondgårdar på en enhet kan det hända att du förlorar tillgången till ett eller flera av kontona. Om din bondgård har försvunnit kan du kontakta vår kundtjänst via \qAnmäl ett problem\q-knappen nedan. Glöm inte att ange den försvunna bondgårdens namn och nivå!
TID_FAQ_QUESTION_3,Fråga: Jag kan inte köpa diamanter. Hjälp mig!
TID_FAQ_ANSWER_3,Svar: Problem med att köpa diamanter eller mynt är vanligtvis tillfälliga. Försök att göra ett köp igen om några timmar. Se även till att köp i appar är aktiverat på din enhet och att du har den senaste versionen av iOS. Om problemet kvarstår kan du kontakta vår kundtjänst via \qAnmäl ett problem\q-knappen nedan.
TID_FAQ_ANSWER_3_ANDROID,Svar: Problem med att köpa diamanter eller mynt är vanligtvis tillfälliga. Försök att göra ett köp igen efter några timmar. Se även till att köp i appar är aktiverat på din enhet och att du har den senaste versionen av Android OS. Om problemet kvarstår kan du kontakta vår kundtjänst via \qAnmäl ett problem\q-knappen nedan.
TID_FAQ_QUESTION_4,Fråga: Hur skaffar jag fler diamanter?
TID_FAQ_ANSWER_4,Svar: Du kan tjäna ihop diamanter genom att få utmärkelser eller nå högre nivåer. Du kan även hitta dem i hemliga lådor och i gruvan. Om du besöker andra bondgårdar kan du hitta fler hemliga lådor. Glöm inte att du även kan köpa diamanter!
TID_FAQ_QUESTION_5,Fråga: Jag har fått slut på vete eller någon annan gröda. Hur skaffar jag mer?
TID_FAQ_ANSWER_5,"Svar: Om du har planterat alla frön av en viss gröda måste du vänta på att den växer upp ur jorden. Om du inte har några kvar i silon och inga som växer så kan du köpa fler grödor för diamanter. Du kan även besöka Greg eller en vän och köpa grödan i deras vägbutiker, eller titta i tidningen om någon säljer grödan där!"
TID_FAQ_QUESTION_6,"Fråga: Jag har skördat, men grödorna syns inte i min silo!"
TID_FAQ_ANSWER_6,"Svar: När du planterar grödor tas fröna direkt från din silo. Om du till exempel har sex vete i silon och planterar tre vete, så har du bara tre vete kvar till produktion eller leverans. Det kan hända att spelare skördar grödor och sedan omedelbart planterar dem igen. Det kan vara orsaken till varför grödorna ser ut att ha försvunnit. Vänta tills de har vuxit upp ur jorden så har du snart gott om grödor igen!"
TID_FAQ_QUESTION_7,Fråga: Hur matar jag mina djur? Hur matar jag mina husdjur?
TID_FAQ_ANSWER_7,"Svar: Du behöver ha en foderkvarn för att producera foder till dina djur. Foderkvarnen finns i butiken, under byggnadsfliken. Tryck på foderkvarnen när den är byggd och dra det djurfoder du behöver till produktionskön. Djurfoder består av basgrödor, så det är bara att plantera och skörda mer vid behov. Mata husdjuren genom att trycka på hundkojan, katthuset eller stallet och dra maten dit."
TID_FAQ_QUESTION_8,Fråga: Hjälp! Mitt husdjur har försvunnit från bondgården!
TID_FAQ_ANSWER_8,"Svar: Ibland gömmer sig husdjur bakom ett träd eller så har de fastnat bakom en byggnad. Tryck på husdjurets hus och dra visselpipan till det, då bör alla dina husdjur springa tillbaka till sina hus omedelbart!"
TID_FAQ_QUESTION_9,"Fråga: Var hittar jag indigo, pumpa, pizza och chokladtårta?"
TID_FAQ_ANSWER_9,"Svar: När du har nått tillräckligt höga nivåer kan du odla indigo och andra avancerade grödor. Så här hittar du dem:\n\n1) Tryck på ett tomt fält så att menyn med grödor öppnas.\n2) Tryck på bläddringsknappen (två pilar) längst ned till vänster i menyn.\n3) Plantera grödan du vill ha genom att dra den till fältet.\nTryck på bläddringsknappen igen för att komma till dina basgrödor, såsom vete och morötter."
