TID,PT
TID_FENCE_03_DESCRIPTION,Decore a sua fazenda.
TID_FLOWERPOT_1,Dálias
TID_FLOWERPOT_1_DESCRIPTION,Atrai borboletas.
TID_FLOWERBED_1,Margaridas
TID_FLOWERBED_1_DESCRIPTION,Atrai borboletas.
TID_FLOWERBED_2,Lupinas
TID_FLOWERBED_2_DESCRIPTION,Atrai borboletas.
TID_BARREL_1,Tonéis
TID_BARREL_1_DESCRIPTION,Decore a sua fazenda.
TID_BARREL_2,Barris
TID_BARREL_2_DESCRIPTION,Decore a sua fazenda.
TID_BIRDHOUSE_1,Casota de pássaros
TID_BIRDHOUSE_1_DESCRIPTION,Atrai passarinhos.
TID_GAZEBO_1,Coreto
TID_GAZEBO_1_DESCRIPTION,Decore a sua fazenda.
TID_LANTERN,Lanterna
TID_LANTERN_DESCRIPTION,Decore a sua fazenda.
TID_HAYCART,Carrinho de feno
TID_HAYCART_DESCRIPTION,Decore a sua fazenda.
TID_HAYBALE_1,Fardo de feno
TID_HAYBALE_1_DESCRIPTION,Decore a sua fazenda.
TID_WHEELBARROW,Carrinho de mão
TID_WHEELBARROW_DESCRIPTION,Atrai borboletas.
TID_BIRDHOUSE_2,Casa de pássaros
TID_BIRDHOUSE_2_DESCRIPTION,Atrai passarinhos.
TID_GAZEBO_2,Pavilhão
TID_GAZEBO_2_DESCRIPTION,Decore a sua fazenda.
TID_HAYBALE_2,Feno fresco
TID_HAYBALE_2_DESCRIPTION,Decore a sua fazenda.
TID_PEOPLE_ORDER_GREETING1,Como vai? Tem isso aqui sobrando?
TID_PEOPLE_ORDER_GREETING2,Oi! Você tem isso em estoque?
TID_PEOPLE_ORDER_GREETING3,Boa tarde! Vim comprar.
TID_PEOPLE_ORDER_GREETING4,Você poderia me vender isso?
TID_PEOPLE_ORDER_GREETING5,Olá! Você tem isso pra vender?
TID_PEOPLE_ORDER_GREETING6,Saudações! Vamos fazer negócio.
TID_PEOPLE_ORDER_GREETING7,Que tal me vender isso?
TID_PEOPLE_ORDER_GREETING8,Lindo dia! Aberto para o público?
TID_PEOPLE_ORDER_GREETING9,Oi! Minha mãe mandou eu comprar umas coisas.
TID_PEOPLE_ORDER_GREETING10,Oi! Estou fazendo compras para a minha avó.
TID_PEOPLE_ORDER_REENGAGEMENT1,Você finalmente voltou! Agora a fazenda vai ficar linda de novo!
TID_PEOPLE_ORDER_REENGAGEMENT2,Vou direto ao ponto: quero comprar alguns produtos.
TID_PEOPLE_ORDER_REENGAGEMENT3,Fiquei pensando aonde você tinha ido...
TID_PEOPLE_ORDER_REENGAGEMENT4,É por conta da casa? Não? Afff... Tudo bem.
TID_PEOPLE_ORDER_REENGAGEMENT5,Olá de novo! Você já tem os produtos que pedi?
TID_PEOPLE_ORDER_REENGAGEMENT6,"Você tem camisas xadrez no meu tamanho? Se não tiver, levo a que tiver no estoque."
TID_PEOPLE_ORDER_REENGAGEMENT7,Que surpresa boa!
TID_PEOPLE_ORDER_REENGAGEMENT8,"Que bom que você voltou, meu anjo! O que você sugere hoje?"
TID_PEOPLE_ORDER_REENGAGEMENT9,Todos os explosivos que comprei? É melhor nem saber por que preciso deles.
TID_PEOPLE_ORDER_REENGAGEMENT10,Você voltou num dia lindo! A vovó mandou um abraço.
TID_PEOPLE_ORDER_YOU_HAVE,(Você tem:
TID_PEOPLE_ORDER_YOU_HAVE2,)
TID_DIAMONDS_TO_START_ACTION,para iniciar a ação
TID_NAME_FARM_TITLE,Como se chama sua fazenda?
TID_DEFAULT_FARM_NAME,Fazenda de <NAME>
TID_NAME_FARM_INPUT_FIELD_TEXT,TOQUE AQUI PARA ESCREVER
TID_NAME_FARM_WAITING,Aprovando o nome...
TID_NAME_FARM_FAILED,NOME INVÁLIDO!
TID_GUEST_YES,"Sim, aqui está"
TID_GUEST_NO,"Não, lamento"
TID_GUEST_CANCEL,Espere um pouco
TID_MYSTERY_BOX_TITLE,Trancada!
TID_MYSTERY_BOX_DESCRIPTION,A caixa surpresa que você encontrou está trancada! Você pode abri-la usando diamantes.
TID_MYSTERY_BOX_OPEN,para abrir a caixa
TID_SETTINGS_TITLE,Configurações
TID_SETTINGS_SOCIAL_MEDIA_CONNECTED,<SOCIAL_MEDIA> - Conectado
TID_SETTINGS_SOCIAL_MEDIA_DISCONNECTED,<SOCIAL_MEDIA> - Desconectado
TID_SETTINGS_SOCIAL_MEDIA_CONNECTING,<SOCIAL_MEDIA> - Conectando
TID_ABOUT_TITLE,Sobre
TID_SETTING_CHANGE_NAME,Mudar nome
TID_FRIEND_BAR_SOCIAL_BUTTON_CONNECT,Conectar
TID_ABOUT_TEXT,Hay Day (tm) V. <VERSION>\n\nCopyright 2012-2025 Supercell Oy. Todos os direitos reservados.\n\nO uso deste software está sujeito aos\nTermos de Uso em http://supercell.com/en/terms-of-service/pt/ e à Política de Privacidade em http://supercell.com/en/privacy-policy/pt/\n\nCRÉDITOS\n<CREDITS>\n\n
TID_FLOATER_PET_HABITAT_NEEDED,Compre uma casa para o bichinho primeiro!
TID_FLOATER_PET_HABITAT_NEEDED_MOBILE,Compre uma casa para o bichinho primeiro!
TID_FLOATER_PET_HABITAT_FULL,Todas as casas de bichinhos estão cheias!
TID_FLOATER_PET_HABITAT_FULL_MOBILE,Todas as casas de bichinhos estão cheias!
TID_FLOATER_HOUSE_COMING_SOON,As conquistas desbloqueiam no nível <LEVEL>.
TID_FLOATER_HOUSE_COMING_SOON_MOBILE,As conquistas desbloqueiam no nível <LEVEL>.
TID_FLOATER_PAINT_SHACK_COMING_SOON,Em breve: pinte a cabana!
TID_FLOATER_DOCK_COMING_SOON,As docas e o placar do barco desbloqueiam no nível <LEVEL>
TID_FLOATER_DOCK_COMING_SOON_MOBILE,As docas e o placar do barco desbloqueiam no nível <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON,A loja de beira de estrada desbloqueia no nível <LEVEL>
TID_FLOATER_ROADSIDE_SHOP_COMING_SOON_MOBILE,A loja de beira de estrada desbloqueia no nível <LEVEL>
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON,Você pode limpar o terreno no nível <LEVEL>.
TID_FLOATER_NATURAL_OBJECTS_COMING_SOON_MOBILE,Você pode limpar o terreno no nível <LEVEL>.
TID_FLOATER_MAILBOX_COMING_SOON,O jornal é entregue no nível <LEVEL>.
TID_FLOATER_MAILBOX_COMING_SOON_MOBILE,O jornal é entregue no nível <LEVEL>.
TID_FLOATER_HABITAT_FULL,Este viveiro está cheio. Compre outro na loja!
TID_FLOATER_HABITAT_FULL_MOBILE,Este viveiro está cheio. Compre outro na loja!
TID_FLOATER_PROCESSING_BUILDING_CLAIM_BUT_WAREHOUSE_FULL,O celeiro está cheio!
TID_FLOATER_INVALID_OBJECT_POSITION,Não há espaço suficiente aqui!
TID_FLOATER_COORDINATE_NOT_IN_HABITAT,Coloque os animais nos viveiros!
TID_FLOATER_BOAT_COMING_SOON,Barco chegando no nível <LEVEL>.
TID_FLOATER_QUEUE_FULL,Colete itens para diminuir a fila de produção!
TID_FLOATER_PET_HUNGRY,Alimente os bichinhos em suas casas.
TID_FLOATER_EXPANSION_COMING_SOON,As expansões desbloqueiam no nível <LEVEL>
TID_FLOATER_EXPANSION_COMING_SOON_MOBILE,As expansões desbloqueiam no nível <LEVEL>
TID_FLOATER_EXPANSION_CONNECTION,O terreno deve estar conectado à fazenda.
TID_FLOATER_EXPANSION_CONNECTION_MOBILE,O terreno deve estar conectado à fazenda.
TID_FLOATER_FISHING_BOAT_COMING_SOON_TEASER,Em breve!
TID_FLOATER_FISHING_BOAT_COMING_SOON,O barco de pesca desbloqueia no nível <LEVEL>
TID_FLOATER_FISHING_BOAT_COMING_SOON_MOBILE,O barco de pesca desbloqueia no nível <LEVEL>
TID_SETTING_FEEDBACK,Relatar um problema
TID_ADD_FRIENDS,"Jogue comigo no Hay Day, uma experiência de fazenda totalmente nova! Trabalhe em sua fazenda com controles de toque inovadores, cuide de seus adoráveis animais e negocie produtos com outros jogadores."
TID_RATE_APP_TITLE,"Por favor, avalie Hay Day"
TID_RATE_APP_MESSAGE,Avalie-nos na App Store para continuarmos criando grandes jogos!
TID_RATE_APP_LATER,Agora não
TID_RATE_APP_LATER_ANDROID,Agora não
TID_RATE_APP_REVIEW,OK
TID_RATE_APP_NEVER,Não perguntar mais
TID_RATE_APP_NEVER_ANDROID,Não perguntar mais
TID_NEED_MORE_COWBELL_TITLE,Não é possível atender o pedido!
TID_NEED_MORE_COWBELL_TEXT,Produza esses itens ou compre-os de amigos:
TID_FEEDBACK_EMAIL_TITLE,Feedback%20do%20Hay%20Day
TID_FLOATER_ORDER_TABLE_COMING_SOON,O quadro de pedidos desbloqueia no nível <LEVEL>.
TID_FLOATER_ORDER_TABLE_COMING_SOON_MOBILE,O quadro de pedidos desbloqueia no nível <LEVEL>.
TID_WARNING_LAST_CROP_TITLE,Atenção!
TID_WARNING_LAST_CROP_TEXT,Você está prestes a usar suas últimas plantações. Continuar?
TID_NATIVE_DIALOG_BANNED_TITLE,Falha na conexão
TID_NATIVE_DIALOG_BANNED_MESSAGE,Não foi possível estabelecer uma conexão com o servidor. Tente novamente mais tarde.
TID_NATIVE_DIALOG_BANNED_BUTTON,Ok
TID_ACHIEVEMENT_PRETTY_FARMER,Fazenda dos sonhos
TID_ACHIEVEMENT_PRETTY_FARMER_DESCRIPTION,Invista <NUMBER> moedas na decoração de sua fazenda.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER,Bi! Bi!
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION,Complete <NUMBER> entregas com o caminhão.
TID_ACHIEVEMENT_COMMUNITY_PROVIDER_DESCRIPTION_MOBILE,Complete <NUMBER> entregas com o caminhão.
TID_ACHIEVEMENT_LOCAL_SELLER,Dindim!
TID_ACHIEVEMENT_LOCAL_SELLER_DESCRIPTION,Consiga <NUMBER> moedas com vendas na sua loja de beira de estrada.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER,Patrocínio
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION,Venda produtos para clientes visitantes <NUMBER> vezes.
TID_ACHIEVEMENT_NEIGHBORHOOD_HELPER_DESCRIPTION_MOBILE,Venda produtos para clientes visitantes <NUMBER> vezes.
TID_ACHIEVEMENT_TURBO_HARVEST,Hiper debulhadora
TID_ACHIEVEMENT_TURBO_HARVEST_DESCRIPTION,Colha <NUMBER> campos em <MINUTES> minutos.
TID_ACHIEVEMENT_TURBO_CAR_ORDERS,Caminhoneiro turbo
TID_ACHIEVEMENT_TURBO_CAR_ORDERS_DESCRIPTION,Entregue <NUMBER> pedidos do caminhão em <MINUTES> minutos.
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS,Hiper pastor
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION,Recolha <NUMBER> produtos de origem animal em <MINUTES> minutos.
TID_ACHIEVEMENT_TURBO_COLLECT_ANIMAL_GOODS_DESCRIPTION_MOBILE,Recolha <NUMBER> produtos de origem animal em <MINUTES> minutos.
TID_ACHIEVEMENT_BONANZA,Magnata fazendeiro
TID_ACHIEVEMENT_BONANZA_DESCRIPTION,Construa <NUMBER> edifícios de produção.
TID_ACHIEVEMENT_CITIZEN_KANE,Cidadão Kane
TID_ACHIEVEMENT_CITIZEN_KANE_DESCRIPTION,Coloque um anúncio no jornal <NUMBER> vezes.
TID_ACHIEVEMENT_EGGHEAD,Cabeça de ovo
TID_ACHIEVEMENT_EGGHEAD_DESCRIPTION,Colete <NUMBER> ovos.
TID_ACHIEVEMENT_GOT_MILK,Tem leite?
TID_ACHIEVEMENT_GOT_MILK_DESCRIPTION,Colete <NUMBER> jarros de leite.
TID_ACHIEVEMENT_BACONATOR,Bacon-eira
TID_ACHIEVEMENT_BACONATOR_DESCRIPTION,Colete <NUMBER> fatias de bacon.
TID_ACHIEVEMENT_SHEEP_SHEARER,Tosador de ovelhas
TID_ACHIEVEMENT_SHEEP_SHEARER_DESCRIPTION,Colete <NUMBER> lãs.
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION,Conquista de estação de embrulho
TID_ACHIEVEMENT_GIFT_WRAPPING_STATION_DESCRIPTION,Obtenha domínio <NUMBER> na estação de embrulho
TID_ACHIEVEMENTS_TITLE,Conquistas
TID_ACHIEVEMENT_LEVEL_1,II
TID_ACHIEVEMENT_LEVEL_2,III
TID_ACHIEVEMENT_CLAIM_REWARD_BUTTON,Pegar recompensa
TID_ACHIEVEMENTS_COMPLETED,Concluídas: <COUNT>/<MAX>
TID_ACHIEVEMENTS_SCORE,Pontuação da fazenda: <SCORE>
TID_ACHIEVEMENT_POINTS_TEXT,Nível <POINTS>
TID_NEED_MORE_FRIENDS,Libere com mais <NUMBER> amigos do Supercell ID!
TID_CONFIRM_RESTART_FARM_TITLE,Reiniciar o jogo?
TID_CONFIRM_RESTART_FARM_TEXT,"ATENÇÃO: ao escolher Reiniciar, você perde todo o progresso, moedas, diamantes e compras no aplicativo!\nO pacote de reinício contém 25 diamantes para colocar a sua nova fazenda em ação."
TID_CONFIRM_RESTART_FARM_YES,Reiniciar
TID_CONFIRM_RESTART_FARM_NO,Cancelar
TID_CONFIRM_RESTART_FARM_PENDING_YES,Aguardando o servidor
TID_RESTART_FARM,Reiniciar jogo
TID_NEXT_FREE_ADVERTISEMENT_IN_TIME,Anúncio gratuito em:
TID_ROADSIDE_SHOP_CREATE_AD,Criar anúncio
TID_ROADSIDE_SHOP_EDIT_SALE,Editar venda
TID_CONFIRM_OBJECT_TRASH_TITLE,Descartar o item?
TID_CONFIRM_OBJECT_TRASH_TEXT,Tem certeza de que deseja descartar o item? Você não poderá recuperá-lo.
TID_CONFIRM_OBJECT_TRASH_YES,Descartar
TID_CONFIRM_OBJECT_TRASH_NO,Cancelar
TID_NEW_ACHIEVEMENT_GAINED,Conquista desbloqueada!
TID_RESTART_PACKAGE_BILLING_NAME,Pacote de reinício
TID_BOAT_WAITING_AT_DOCK,O barco sai em:
TID_BOAT_BONUS_REWARD,Envio completo:
TID_BOAT_ORDER_TITLE,Carregar
TID_BOAT_ARRIVING_IN,Barco chegando em:
TID_BOAT_NEXT_ORDER,Próximo pedido:
TID_FLOATER_MINE_COMING_SOON,Garimpe metais preciosos e diamantes no nível <LEVEL>!
TID_FLOATER_MINE_COMING_SOON_MOBILE,Garimpe metais preciosos e diamantes no nível <LEVEL>!
TID_SILVER_ORE,Minério de prata
TID_GOLD_ORE,Minério de ouro
TID_PLATINUM_ORE,Minério de platina
TID_SILVER_ORE_DESCRIPTION,Colete da mina
TID_GOLD_ORE_DESCRIPTION,Colete da mina
TID_PLATINUM_ORE_DESCRIPTION,Colete da mina
TID_SILVER_BAR,Barra de prata
TID_GOLD_BAR,Barra de ouro
TID_PLATINUM_BAR,Barra de platina
TID_SMELTER_PRODUCT_DESCRIPTION,Produza no fundidor.
TID_SMELTER,Fundidor
TID_SMELTER_DESCRIPTION,Transforma minério em metal.
TID_SMELTER_DESCRIPTION_MOBILE,Transforma minério em metal.
TID_SPEED_UP_BOAT,Acelerar barco
TID_SEND_SHIP_POPUP_TITLE,Enviar o barco?
TID_SEND_SHIP_POPUP_DESCRIPTION,Pedido incompleto!\n\nO barco voltará dentro de algumas horas.
TID_SEND_SHIP_POPUP_YES,"Sim, enviar"
TID_SEND_SHIP_POPUP_NO,"Não, continuar a carregar"
TID_HINT_FACEBOOK_LIKE,Visite-nos no Facebook para saber mais sobre o Hay Day! Acesse: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_MOBILE,Visite-nos no Facebook para saber mais sobre o Hay Day! Acesse: facebook.com/HayDayOfficial
TID_HINT_FACEBOOK_LIKE_FARMS,"Quando visitar uma fazenda legal, toque no sorrisinho para curti-la!"
TID_HINT_FACEBOOK_LIKE_FARMS_MOBILE,"Quando visitar uma fazenda legal, toque no sorrisinho para curti-la!"
TID_HINT_STATS,Toque na sua própria estrela para ver as estatísticas da fazenda.
TID_HINT_STATS_MOBILE,Toque na sua própria estrela para ver as estatísticas da fazenda.
TID_HINT_ROTATE,"Para mover e rodar objetos, toque neles e segure."
TID_HINT_ROTATE_MOBILE,"Para mover e rodar objetos, toque neles e segure."
TID_HINT_FAN_SWITCH,"Ao semear, você pode encontrar outras plantações tocando no botão de \qalternar\q."
TID_HINT_FAN_SWITCH_MOBILE,"Ao semear, você pode encontrar outras plantações tocando no botão de \qalternar\q."
TID_HINT_TREES,Serrotes e machados podem ser usados para cortar árvores e arbustos.
TID_HINT_TREES_MOBILE,Serrotes e machados podem ser usados para cortar árvores e arbustos.
TID_HINT_MINE,"Dinamite, barris de TNT e pás podem ser usados na mina."
TID_HINT_GAMECENTER_FRIENDS,Também é possível adicionar amigos por meio do Game Center ou do Supercell ID!
TID_HINT_GAMECENTER_FRIENDS_ANDROID,Você pode adicionar amigos ao Hay Day quando adicionar um amigo no Supercell ID!
TID_HINT_ROADSIDESHOP,"Para usar a loja de beira de estrada ou o jornal, acesse o Game Center!"
TID_HINT_ROADSIDESHOP_MOBILE,QUESTION_17
TID_HINT_ROADSIDESHOP_ANDROID,"Para usar a loja de beira de estrada ou o jornal, acesse o Supercell ID!"
TID_HINT_ROADSIDESHOP_MOBILE_ANDROID,"Para usar a loja de beira de estrada ou o jornal, acesse o Supercell ID!"
TID_HINT_GENERAL_HELP,"Colha plantações, produza recursos, abasteça o estoque e venda quando precisar!"
TID_HINT_GENERAL_HELP_MOBILE,"Colha plantações, produza recursos, abasteça o estoque e venda quando precisar!"
TID_BOAT_ARRIVING_SOON,Barco chegando!
TID_NOTIFICATION_ROADSIDE_SHOP_CLEAR,Os itens da sua loja de beira de estrada já foram vendidos!
TID_REPAIR_DOCKS_TITLE,Consertar as docas?
TID_REPAIR_DOCKS_TEXT,Conserte as docas para atrair barcos e completar envios!
TID_REPAIR_DOCKS_TEXT_MOBILE,Conserte as docas para atrair barcos e completar envios!
TID_REPAIR_DOCKS_YES,Começar a consertar
TID_REPAIR_MINE_TITLE,Consertar a mina?
TID_REPAIR_MINE_TEXT,"Na mina, você pode desenterrar produtos usando dinamite, barris de TNT e pás. Também pode encontrar minérios valiosos e até mesmo diamantes!"
TID_REPAIR_MINE_YES,Começar a consertar
TID_FRUIT_TREE_FB_HELP_TITLE,Preciso de ajuda no meu pomar!
TID_APPLE_TREE_FB_HELP_TEXT,Minha macieira está murchando. Você pode regá-la para mim?
TID_CHERRY_TREE_FB_HELP_TEXT,Minha cerejeira está murchando. Você pode regá-la para mim?
TID_CACAO_TREE_FB_HELP_TEXT,Meu cacaueiro está murchando. Você pode regá-lo para mim?
TID_RASPBERRY_BUSH_FB_HELP_TEXT,Meu arbusto de framboesas está murchando. Você pode regá-lo para mim?
TID_BLUEBERRY_BUSH_FB_HELP_TEXT,Esqueci de regar meu arbusto de amoras. Você pode regá-lo para mim?
TID_FRIEND_BAR_FRIENDS_TAB,Amigos
TID_FRIEND_BAR_FOLLOWERS_TAB,Seguidores
TID_MINE,Mina
TID_DOCKS,Docas
TID_GENERIC_FB_DESCRIPTION,"Hay Day é uma experiência totalmente nova de fazenda com controles gestuais suaves, feitos artesanalmente para o seu dispositivo sensível ao toque."
TID_SOCIAL_LOGIN_FRUIT_TREES_TITLE,Ajuda para colheitas
TID_SOCIAL_LOGIN_FRUIT_TREES_TEXT,Você pode ter mais uma colheita com a ajuda de seu amigos do Supercell ID!
TID_FRIEND_BAR_FOLLOWERS,Contagem de seguidores
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_TITLE,Manutenção em breve
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_MESSAGE,"Fazendeiros, logo entraremos em manutenção! Os servidores reiniciarão dentro de <MINUTES> minutos e deverão voltar ao ar em breve."
TID_NATIVE_DIALOG_SHUTDOWN_STARTED_BUTTON,Oinc!
TID_NATIVE_DIALOG_MAINTENANCE_TITLE,Servidor off-line
TID_NATIVE_DIALOG_MAINTENANCE_MESSAGE,O Hay Day está em manutenção. Desculpe-nos o incômodo. Tente novamente mais tarde!
TID_NATIVE_DIALOG_MAINTENANCE_BUTTON,Reiniciar sessão
TID_STAND_ALREADY_BOUGHT,"Desculpe, mas alguém já comprou isso!"
TID_START_FOLLOWING,Fazenda seguida e adicionada à barra de amigos.
TID_STOP_FOLLOWING,A fazenda não é mais seguida.
TID_MAX_FOLLOWERS,Não é possível seguir a fazenda! Todos os espaços estão em uso.
TID_FOLLOWER_BAR_INFO,Encontre aqui as pessoas que seguem você.
TID_FB_LOGIN_REWARD_BUTTON_TEXT,Ganhe <NUMBER> diamantes!
TID_FB_LOGIN_LATER_BUTTON_TEXT,Agora não
TID_FB_LOGIN_NEVER_BUTTON_TEXT,Não mostrar mais
TID_BOY_FIRST_POPUP_TEXT,"Oi, eu sou o Tom e posso fazer pequenas tarefas para você. Estarei esperando na sua loja de beira de estrada!"
TID_BOY_FIRST_POPUP_BUTTON,"Ok, vamos tentar"
TID_BOY_SEARCH_TEXT,O que eu devo procurar?
TID_BOY_SEARCH_TIMER,Ao seu serviço: <TIME>
TID_BOY_SEARCH_TIMER_JUST_TITLE,Ao seu serviço:
TID_BOY_SEARCH_BUTTON,Iniciar procura
TID_BOY_FOUND_TEXT,Foi isso que encontrei. Qual você quer?
TID_BOY_FOUND_CANCEL_BUTTON,Nenhum
TID_BOY_RESTING_TEXT,Zzz... Preciso descansar um pouco... zzZZZzz...
TID_BOY_RESTING_TIMER,Disponível de novo em: <TIME>
TID_BOY_HIRE_TEXT,Quer me contratar de novo?
TID_BOY_HIRE_REENGAGEMENT_TEXT,"Olá, <name>! Que bom que você voltou! Vou estar por aqui nos próximos dias se precisar de mim. Será um prazer ajudar!"
TID_BOY_HIRE_TIME,<DAYS> dias
TID_BOY_HIRE_TIME_1DAY,1 dia
TID_BOY_HIRE_CANCEL_BUTTON,"Não, obrigado"
TID_BOY_HIRE_CANCELED_TEXT,"Foi legal trabalhar para você! Se tiver mais alguma tarefa, é só chamar tocando nesta caixa!"
TID_BOY_HIRE_CANCELED_TEXT_MOBILE,"Foi legal trabalhar para você! Se tiver mais alguma tarefa, é só chamar tocando nesta caixa!"
TID_FAQ_TITLE,Suporte do Hay Day
TID_FAQ_BUTTON,Ajuda e suporte
TID_UPDATE_REQUIRED_DIALOG_TITLE,Atualização necessária
TID_MAINTENANCE_DIALOG_TITLE,Manutenção
TID_FAQ_QUESTION_1,P: Por que não consigo abrir a página do jogo no Facebook usando o botão \qÚltimas atualizações\q quando uso o idioma chinês?
TID_FAQ_ANSWER_1,"R: Como o Facebook não é acessível na China, o botão redireciona o jogador para nossa página de fã chineses no Weibo. Se você usa o idioma chinês no Hay Day, mas precisa acessar o Facebook em sua região, o link é: http://www.facebook.com/HayDayOfficial"
TID_STRAWBERRY,Morangos
TID_FAQ_QUESTION_2,P: Perdi a minha fazenda. Como posso recuperá-la?
TID_FAQ_ANSWER_2,"R: Recomendamos que você jogue somente com uma fazenda por dispositivo e que vincule sua fazenda à sua conta do Game Center ou Supercell ID. Se carregar várias fazendas em um único dispositivo, você pode perder o acesso a uma ou todas as contas. Se você perdeu a sua fazenda, contate o nosso suporte ao jogador usando o botão \qRelatar um problema\q abaixo. Não se esqueça de informar o nome da fazenda e o nível!"
TID_FAQ_ANSWER_2_ANDROID,"R: Recomendamos que você jogue em só uma fazenda por dispositivo e que vincule a fazenda à sua própria conta do Google Play ou do Supercell ID. Ao carregar várias fazendas em um mesmo dispositivo, você pode perder o acesso a uma ou todas as contas. Se tiver perdido sua fazenda, entre em contato com o suporte ao jogador usando o botão \qRelatar um problema\q abaixo. Não se esqueça de informar o nome e o nível da fazenda perdida!"
TID_FAQ_QUESTION_3,P: Não consigo comprar diamantes. Socorro!
TID_FAQ_ANSWER_3,"R: Problemas com compras de diamantes ou moedas costumam ser temporários. Tente comprar de novo dentro de algumas horas! Verifique também se as compras no aplicativo estão habilitadas e se você está executando a última versão do iOS. Se o problema persistir, contate a nossa equipe de suporte ao jogador usando o botão \qRelatar um problema\q abaixo."
TID_FAQ_ANSWER_3_ANDROID,"R: Problemas com compras de diamantes ou moedas costumam ser temporários. Tente comprar de novo dentro de algumas horas! Verifique também se as compras no aplicativo estão habilitadas e se você está executando a última versão do Android. Se o problema persistir, contate a nossa equipe de suporte ao jogador usando o botão \qRelatar um problema\q abaixo."
TID_FAQ_QUESTION_4,P: Como eu consigo mais diamantes?
TID_FAQ_ANSWER_4,R: Você pode ganhar diamantes com conquistas e subindo de nível. Eles também podem ser encontrados aleatoriamente em caixas surpresa e na mina. Visitar outras fazendas lhe dá a chance de encontrar mais caixas surpresa. Você também pode comprar diamantes!
TID_FAQ_QUESTION_5,"P: Meu trigo, ou outra plantação, acabou! Como eu consigo mais?"
TID_FAQ_ANSWER_5,"R: Se você plantou todas as suas sementes de uma plantação específica, terá que esperar até que cresçam. Se você não tiver nada no silo nem nos lotes de plantação, pode usar diamantes para comprar mais, visitar o Greg ou um amigo e comprar nas lojas de beira de estrada deles ou ainda consultar o jornal para ver tem alguém vendendo!"
TID_FAQ_QUESTION_6,"P: Eu colhi algumas plantações, mas elas não estão no meu silo!"
TID_FAQ_ANSWER_6,"R: Quando você semeia plantações, as sementes são retiradas diretamente do seu silo. Por exemplo, se você tiver 6 trigos no silo e plantar 3, restarão 3 para usar na produção ou entrega. O jogador pode colher itens e plantá-los de novo imediatamente. Pode ser esse o motivo do sumiço das plantações. É só esperar que elas cresçam, e você terá plantações de montão outra vez!"
